,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
234,-2.56,1.06,-1.25,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
235,-2.62,1.44,-0.50,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
236,-2.62,1.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
237,-2.62,1.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
238,-2.62,1.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
239,-2.56,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
240,-2.56,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
241,-2.56,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
242,-2.56,1.75,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
243,-2.62,3.19,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
244,-2.62,3.19,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
245,-2.62,3.19,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
246,-2.62,3.19,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
247,-2.19,1.06,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
248,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
249,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
250,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
251,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
252,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
253,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
254,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
255,-3.00,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
256,-3.00,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
257,-3.00,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
258,-3.00,2.50,-0.81,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
259,-1.37,2.44,-0.50,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
260,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
261,-1.37,2.44,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
262,-1.37,2.44,-0.50,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
263,-3.00,-0.25,-0.88,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
264,-3.00,-0.25,-0.88,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
265,-3.00,-0.25,-0.88,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
266,-3.00,-0.25,-0.88,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
267,-1.31,1.75,-0.88,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
268,-1.31,1.75,-0.88,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
269,-1.31,1.75,-0.88,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
270,-1.31,1.75,-0.88,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
271,-2.19,3.19,-0.44,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
272,-2.19,3.19,-0.44,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
273,-2.19,3.19,-0.44,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
274,-2.19,3.19,-0.44,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
275,-1.37,2.81,-1.19,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
276,-1.37,2.81,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
277,-1.37,2.81,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
278,-1.37,2.81,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
279,-2.19,2.44,-1.94,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
280,-2.19,2.44,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
281,-2.19,2.44,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
282,-2.19,2.44,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
283,-2.25,3.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
284,-2.25,3.81,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
285,-2.25,3.81,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
286,-2.25,3.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
287,-1.75,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
288,-1.75,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
289,-1.75,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
290,-1.75,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
291,-2.62,3.12,-1.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
292,-2.62,3.12,-1.56,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
293,-2.62,3.12,-1.56,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
294,-2.62,3.12,-1.56,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
295,-1.81,3.44,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
296,-1.81,3.44,-0.81,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
297,-1.81,3.44,-0.81,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
298,-1.81,3.44,-0.81,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
299,-1.37,3.44,-0.44,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
300,-1.37,3.44,-0.44,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
301,-1.37,3.44,-0.44,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
302,-1.37,3.44,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
303,-2.19,3.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
304,-2.19,3.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
305,-2.19,3.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
306,-2.19,3.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
307,-1.37,4.44,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
308,-1.37,4.44,-1.94,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
309,-1.37,4.44,-1.94,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
310,-1.37,4.44,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
311,-2.62,2.81,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
312,-2.62,2.81,-1.25,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
313,-2.62,2.81,-1.25,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
314,-2.62,2.81,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
315,-2.62,2.50,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
316,-2.62,2.50,-1.19,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
317,-2.62,2.50,-1.19,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
318,-2.62,2.50,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
319,-1.75,2.81,-0.81,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
320,-1.75,2.81,-0.81,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
321,-1.75,2.81,-0.81,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
322,-1.75,2.81,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
323,-1.75,2.44,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
324,-1.75,2.44,-1.19,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
325,-1.75,2.44,-1.19,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
326,-1.75,2.44,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
327,-2.56,2.12,-1.94,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
328,-2.56,2.12,-1.94,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
329,-2.56,2.12,-1.94,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
330,-2.56,2.12,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
331,-2.19,3.12,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
332,-2.19,3.12,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
333,-2.19,3.12,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
334,-2.19,3.12,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
335,-1.81,3.19,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
336,-1.81,3.19,-0.06,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
337,-1.81,3.19,-0.06,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
338,-1.81,3.19,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
339,-2.62,4.50,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
340,-2.62,4.50,-1.12,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
341,-2.62,4.50,-1.12,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
342,-2.62,4.50,-1.12,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
343,-1.75,2.44,-1.19,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
344,-1.75,2.44,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
345,-1.75,2.44,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
346,-1.75,2.44,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
347,-1.75,2.81,-1.94,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
348,-1.75,2.81,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
349,-1.75,2.81,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
350,-1.75,2.81,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
351,-1.75,2.44,-2.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
352,-1.75,2.44,-2.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
353,-1.75,2.44,-2.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
354,-1.75,2.44,-2.37,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
355,-2.19,1.06,-0.88,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
356,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
357,-2.19,1.06,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
358,-2.19,1.06,-0.88,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
359,-0.94,3.06,-1.62,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
360,-0.94,3.06,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
361,-0.94,3.06,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
362,-0.94,3.06,-1.62,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
363,-1.75,1.75,-0.50,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
364,-1.75,1.75,-0.50,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
365,-1.75,1.75,-0.50,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
366,-1.75,1.75,-0.50,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
367,-2.19,1.44,-1.19,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
368,-2.19,1.44,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
369,-2.19,1.44,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
370,-2.19,1.44,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
371,-2.19,3.12,-1.25,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
372,-2.19,3.12,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
373,-2.19,3.12,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
374,-2.19,3.12,-1.25,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
375,-1.31,1.06,-1.62,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
376,-1.31,1.06,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
377,-1.31,1.06,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
378,-1.31,1.06,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
379,-2.62,3.50,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
380,-2.62,3.50,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
381,-2.62,3.50,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
382,-2.62,3.50,0.31,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
383,-2.25,4.50,-0.44,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
384,-2.25,4.50,-0.44,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
385,-2.25,4.50,-0.44,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
386,-2.25,4.50,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
387,-1.75,2.81,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
388,-1.75,2.81,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
389,-1.75,2.81,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
390,-1.75,2.81,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
391,-2.56,1.06,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
392,-2.56,1.06,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
393,-2.56,1.06,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
394,-2.56,1.06,-2.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
395,-2.62,4.81,-1.56,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
396,-2.62,4.81,-1.56,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
397,-2.62,4.81,-1.56,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
398,-2.62,4.81,-1.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
399,-1.37,3.81,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
400,-1.37,3.81,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
401,-1.37,3.81,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
402,-1.37,3.81,0.31,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
403,-2.62,2.50,-0.81,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
404,-2.62,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
405,-2.62,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
406,-2.62,2.50,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
407,-2.62,3.19,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
408,-2.62,3.19,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
409,-2.62,3.19,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
410,-2.62,3.19,-1.19,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
411,-1.81,3.81,-1.25,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
412,-1.81,3.81,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
413,-1.81,3.81,-1.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
414,-1.81,3.81,-1.25,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
415,-2.62,3.19,-1.19,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
416,-2.62,3.19,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
417,-2.62,3.19,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
418,-2.62,3.19,-1.19,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
419,-1.37,3.12,-1.62,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
420,-1.37,3.12,-1.62,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
421,-1.37,3.12,-1.62,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
422,-1.37,3.12,-1.62,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
423,-2.19,3.44,-1.19,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
424,-2.19,3.44,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
425,-2.19,3.44,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
426,-2.19,3.44,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
427,-2.19,2.12,-1.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
428,-2.19,2.12,-1.62,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
429,-2.19,2.12,-1.62,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
430,-2.19,2.12,-1.62,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
431,-1.75,2.44,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
432,-1.75,2.44,-0.81,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
433,-1.75,2.44,-0.81,0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
434,-1.75,2.44,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
435,-2.19,1.44,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
436,-2.19,1.44,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
437,-2.19,1.44,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
438,-2.19,1.44,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
439,-3.06,2.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
440,-3.06,2.81,-0.44,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
441,-3.06,2.81,-0.44,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
442,-3.06,2.81,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
443,-3.37,3.50,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
444,-3.37,3.50,-0.44,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
445,-3.37,3.50,-0.44,-0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
446,-3.37,3.50,-0.44,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
447,-2.62,3.19,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
448,-2.62,3.19,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
449,-2.62,3.19,-1.19,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
450,-2.62,3.19,-1.19,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
451,-1.81,4.81,-1.56,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
452,-1.81,4.81,-1.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
453,-1.81,4.81,-1.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
454,-1.81,4.81,-1.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
455,-1.81,3.81,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
456,-1.81,3.81,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
457,-1.81,3.81,-0.81,0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
458,-1.81,3.81,-0.81,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
459,-1.75,1.75,-0.50,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
460,-1.75,1.75,-0.50,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
461,-1.75,1.75,-0.50,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
462,-1.75,1.75,-0.50,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
463,-2.62,4.12,-0.81,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
464,-2.62,4.12,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
465,-2.62,4.12,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
466,-2.62,4.12,-0.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
467,-1.31,1.75,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
468,-1.31,1.75,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
469,-1.31,1.75,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
470,-1.31,1.75,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,-0.07,1.00
