,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,0,
0,0.01,0,0,-37.56,-13.81,-23.25,-9.78,1.44,0.05,0.22,0.67,-0.13,0.7,562621,0,T,7310,7310,W
1,0.01,0,0,-37.56,-13.81,-23.25,-9.78,1.48,0.01,0.22,0.67,-0.13,0.7,562663,42,T,3220,10530,T
2,0.01,0,0,-37.56,-13.81,-23.25,-9.78,1.48,0.05,0.22,0.67,-0.13,0.7,562703,82,T,7500,18030,W
3,0.01,0,0,-37.38,-12.38,-25.44,-9.78,1.48,0.05,0.22,0.67,-0.13,0.7,562743,122,T,3220,21250,T
4,0.01,0.01,-0.01,-37.38,-12.38,-25.44,-9.78,1.48,0.05,0.22,0.67,-0.13,0.7,562783,162,T,7110,28360,W
5,0.01,0.01,-0.01,-37.38,-12.38,-25.44,-9.78,1.44,0.05,0.22,0.67,-0.13,0.7,562824,203,T,,,W
6,0.01,0.01,-0.01,-37.38,-12.38,-25.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,562865,244,T,,,
7,0.01,0.01,-0.01,-37.38,-12.38,-25.44,-9.78,1.44,0.01,0.22,0.67,-0.13,0.7,562907,286,T,,,
8,0.01,0.01,-0.01,-37.38,-12.38,-25.44,-9.78,1.44,0.01,0.22,0.67,-0.13,0.7,562947,326,T,,,
9,-0.01,-0.01,0,-37.38,-12.38,-25.44,-9.78,1.44,0.01,0.22,0.67,-0.13,0.7,562988,367,T,,,
10,-0.01,-0.01,0,-37.38,-12.38,-25.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563031,410,T,,,
11,0,0,0,-37.38,-12.38,-25.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563072,451,T,,,
12,0,0,0,-37.38,-12.38,-25.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563112,491,T,,,
13,0,0,0,-37.38,-12.38,-25.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563154,533,T,,,
14,0,0,0,-37.13,-13.56,-26.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563196,575,T,,,
15,0,-0.01,0,-37.13,-13.56,-26.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563238,617,T,,,
16,0,-0.01,0,-37.13,-13.56,-26.44,-9.82,1.4,0.01,0.22,0.67,-0.13,0.7,563279,658,T,,,
17,0,-0.01,0,-37.13,-13.56,-26.44,-9.78,1.4,0.01,0.22,0.67,-0.13,0.7,563321,700,T,,,
18,0,-0.01,0,-37.13,-13.56,-26.44,-9.78,1.44,0.01,0.22,0.67,-0.13,0.7,563362,741,T,,,
19,0,-0.01,0,-37.13,-13.56,-26.44,-9.78,1.44,-0.02,0.22,0.67,-0.13,0.7,563403,782,T,,,
20,0,-0.01,0,-37.69,-14.38,-26.75,-9.78,1.44,-0.02,0.22,0.67,-0.13,0.7,563445,824,T,,,
21,0,-0.01,0,-37.69,-14.38,-26.75,-9.78,1.44,-0.02,0.22,0.67,-0.13,0.7,563488,867,T,,,
