,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,0,
0,0,0,-0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62639,0,T,6260,6260,W
1,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62679,40,T,2420,8680,T
2,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62718,79,T,6600,15280,W
3,0,0,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.21,0.7,0.12,62758,119,T,3670,18950,T
4,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,62799,160,T,7130,26080,W
5,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62838,199,T,3690,29770,T
6,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62877,238,T,7040,36810,W
7,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62917,278,T,4170,40980,T
8,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,62958,319,T,7150,48130,W
9,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,62999,360,T,,,T
10,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63037,398,T,,,
11,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63078,439,T,,,
12,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63119,480,T,,,
13,0,0,-0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63160,521,T,,,
14,0,0,-0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63199,560,T,,,
15,0,0,-0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63237,598,T,,,
16,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63278,639,T,,,
17,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63318,679,T,,,
18,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63357,718,T,,,
19,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63397,758,T,,,
20,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63435,796,T,,,
21,-0.01,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63475,836,T,,,
22,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63516,877,T,,,
23,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63556,917,T,,,
24,0,0,0,-40.69,0.56,-69.63,-9.75,1.25,-0.06,-0.68,0.21,0.7,0.12,63596,957,T,,,
25,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63634,995,T,,,
26,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63674,1035,T,,,
27,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63715,1076,T,,,
28,0,-0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63756,1117,T,,,
29,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63797,1158,T,,,
30,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63836,1197,T,,,
31,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63877,1238,T,,,
32,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63917,1278,T,,,
33,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,63956,1317,T,,,
34,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.06,-0.68,0.21,0.7,0.12,63996,1357,T,,,
35,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64035,1396,T,,,
36,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64076,1437,T,,,
37,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64117,1478,T,,,
38,0,0,0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64157,1518,T,,,
39,0,0,0.01,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.21,0.7,0.12,64198,1559,T,,,
40,0,0,0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64236,1597,T,,,
41,0,-0.01,0.01,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64277,1638,T,,,
42,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64318,1679,T,,,
43,0,0,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.21,0.7,0.12,64358,1719,T,,,
44,0,0,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.21,0.7,0.12,64398,1759,T,,,
45,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.21,0.7,0.12,64437,1798,T,,,
46,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.2,0.7,0.12,64476,1837,T,,,
47,0,0,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.2,0.7,0.12,64516,1877,T,,,
48,0,0,0,-40.69,0.56,-69.63,-9.75,1.25,-0.02,-0.68,0.2,0.7,0.12,64556,1917,T,,,
49,0,0,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,64595,1956,T,,,
50,0,0,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,64633,1994,T,,,
51,0,0.01,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,64673,2034,T,,,
52,0,0.01,0,-40.69,0.56,-69.63,-9.78,1.25,-0.02,-0.68,0.2,0.7,0.12,64713,2074,T,,,
53,0,0.01,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,64754,2115,T,,,
54,0,0.01,0,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,64794,2155,T,,,
55,0,0.01,0,-40.69,0.56,-69.63,-9.75,1.29,-0.02,-0.68,0.2,0.7,0.12,64832,2193,T,,,
56,-0.01,-0.02,0.01,-40.69,0.56,-69.63,-9.75,1.29,-0.02,-0.68,0.2,0.7,0.12,64871,2232,T,,,
57,-0.01,-0.02,0.01,-40.69,0.56,-69.63,-9.75,1.29,0.01,-0.68,0.2,0.7,0.12,64913,2274,T,,,
58,0,0.01,-0.01,-40.69,0.56,-69.63,-9.75,1.29,0.01,-0.68,0.2,0.7,0.12,64954,2315,T,,,
59,0,0.01,-0.01,-40.69,0.56,-69.63,-9.78,1.29,0.01,-0.68,0.2,0.7,0.12,64994,2355,T,,,
60,0,0.01,-0.01,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,65033,2394,T,,,
61,0,0.05,-0.02,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,65075,2436,T,,,
62,0.02,0.04,-0.03,-40.69,0.56,-69.63,-9.78,1.29,-0.02,-0.68,0.2,0.7,0.12,65115,2476,T,,,
63,0.02,0.04,-0.03,-40.69,0.56,-69.63,-9.78,1.25,-0.1,-0.68,0.2,0.7,0.12,65155,2516,T,,,
64,0.02,0.04,-0.03,-40.69,0.56,-69.63,-9.78,1.25,-0.1,-0.68,0.2,0.7,0.12,65196,2557,T,,,
65,0.02,0.04,-0.03,-40.69,0.56,-69.63,-9.78,1.21,-0.14,-0.68,0.2,0.7,0.12,65234,2595,T,,,
66,-0.01,-0.04,0.02,-40.69,0.56,-69.63,-9.78,1.21,-0.14,-0.68,0.2,0.7,0.12,65274,2635,T,,,
67,0.03,-0.03,0.01,-40.69,0.56,-69.63,-9.78,1.21,-0.14,-0.68,0.2,0.7,0.12,65315,2676,T,,,
68,0.03,-0.03,0.01,-40.69,0.56,-69.63,-9.75,1.25,-0.06,-0.68,0.2,0.7,0.12,65355,2716,T,,,
69,0.03,-0.03,0.01,-40.69,0.56,-69.63,-9.71,1.25,-0.02,-0.68,0.2,0.7,0.12,65396,2757,T,,,
70,0.03,-0.03,0.01,-40.69,0.56,-69.63,-9.71,1.25,-0.06,-0.68,0.2,0.7,0.12,65434,2795,T,,,
71,0.04,0.03,-0.03,-40.69,0.56,-69.63,-9.71,1.25,-0.06,-0.68,0.2,0.7,0.12,65474,2835,T,,,
72,0,-0.02,0.05,-40.69,0.56,-69.63,-9.71,1.25,-0.06,-0.68,0.2,0.7,0.12,65514,2875,T,,,
73,0,-0.02,0.05,-40.69,0.56,-69.63,-9.71,1.21,-0.06,-0.68,0.2,0.7,0.12,65556,2917,T,,,
74,0,-0.02,0.05,-40.69,0.56,-69.63,-9.71,1.32,-0.06,-0.68,0.2,0.7,0.12,65597,2958,T,,,
75,0,-0.02,0.05,-40.69,0.56,-69.63,-9.78,1.36,-0.1,-0.68,0.2,0.7,0.12,65635,2996,T,,,
76,-0.09,-0.15,0.17,-40.69,0.56,-69.63,-9.78,1.36,-0.1,-0.68,0.2,0.7,0.12,65676,3037,T,,,
77,-0.09,-0.15,0.17,-40.69,0.56,-69.63,-9.75,1.48,0.05,-0.68,0.2,0.7,0.12,65717,3078,T,,,
78,-0.16,-0.26,0.2,-40.69,0.56,-69.63,-9.75,1.48,0.05,-0.68,0.2,0.7,0.12,65757,3118,T,,,
79,-0.16,-0.26,0.2,-40.69,0.56,-69.63,-9.71,1.63,0.36,-0.68,0.2,0.7,0.12,65797,3158,T,,,
80,-0.16,-0.26,0.2,-40.69,0.56,-69.63,-9.71,1.63,0.43,-0.68,0.2,0.7,0.12,65835,3196,T,,,
81,-0.22,-0.35,0.47,-40.69,0.56,-69.63,-9.71,1.63,0.43,-0.68,0.2,0.7,0.12,65875,3236,T,,,
82,-0.16,-0.59,0.74,-40.69,0.56,-69.63,-9.71,1.63,0.43,-0.68,0.2,0.7,0.12,65915,3276,W,,,
83,-0.13,-0.76,0.99,-40.69,0.56,-69.63,-9.71,1.63,0.43,-0.68,0.2,0.7,0.12,65954,3315,W,,,
84,-0.13,-0.76,0.99,-40.69,0.56,-69.63,-10.86,2.63,0.82,-0.68,0.2,0.7,0.12,65994,3355,W,,,
85,-0.13,-0.76,0.99,-40.69,0.56,-69.63,-11.66,2.78,1.74,-0.68,0.2,0.7,0.12,66034,3395,W,,,
86,-0.17,-1.69,3.58,-40.69,0.56,-69.63,-11.66,2.78,1.74,-0.68,0.2,0.7,0.12,66075,3436,W,,,
87,-0.18,-3.1,3.87,-40.69,0.56,-69.63,-11.66,2.78,1.74,-0.68,0.2,0.7,0.12,66115,3476,W,,,
88,-0.18,-3.1,3.87,-40.69,0.56,-69.63,-9.71,-7.87,-5.2,-0.68,0.2,0.7,0.12,66156,3517,W,,,
89,-0.18,-3.1,3.87,-40.69,0.56,-69.63,-8.44,-3.62,-2.02,-0.68,0.2,0.7,0.12,66198,3559,W,,,
90,-0.18,-3.1,3.87,-40.69,0.56,-69.63,-8.56,-2.28,-1.82,-0.68,0.2,0.7,0.12,66238,3599,W,,,
91,-0.18,-3.1,3.87,-68.75,-4.75,-33.25,-8.56,-2.28,-1.82,-0.68,0.2,0.7,0.12,66278,3639,W,,,
92,1.24,1.17,-3.19,-68.75,-4.75,-33.25,-8.56,-2.28,-1.82,-0.68,0.2,0.7,0.12,66320,3681,W,,,
93,1.24,1.17,-3.19,-68.75,-4.75,-33.25,-12.7,4.81,1.47,-0.68,0.2,0.7,0.12,66363,3724,W,,,
94,1.24,1.17,-3.19,-68.75,-4.75,-33.25,-10.89,6.26,0.66,-0.68,0.2,0.7,0.12,66404,3765,W,,,
95,1.24,1.17,-3.19,-68.75,-4.75,-33.25,-10.32,6.34,2.96,-0.68,0.2,0.7,0.12,66444,3805,W,,,
96,1.24,1.17,-3.19,-68.75,-4.75,-33.25,-10.7,6.19,4.73,-0.68,0.2,0.7,0.12,66484,3845,W,,,
97,-1.33,1.49,-0.79,-68.75,-4.75,-33.25,-10.7,6.19,4.73,-0.68,0.2,0.7,0.12,66524,3885,W,,,
98,-1.27,2.12,-1.75,-68.75,-4.75,-33.25,-10.7,6.19,4.73,-0.68,0.2,0.7,0.12,66566,3927,W,,,
99,-1.27,2.12,-1.75,-68.75,-4.75,-33.25,-7.56,6.68,4.69,-0.68,0.2,0.7,0.12,66606,3967,W,,,
100,-1.27,2.12,-1.75,-68.75,-4.75,-33.25,-10.86,7.14,6.6,-0.68,0.2,0.7,0.12,66647,4008,W,,,
101,-1.27,2.12,-1.75,-68.75,-4.75,-33.25,-12.39,0.75,4.23,-0.68,0.2,0.7,0.12,66686,4047,W,,,
102,-1.27,2.12,-1.75,-10.56,-39.63,-30.19,-12.39,0.75,4.23,-0.68,0.2,0.7,0.12,66725,4086,W,,,
103,0.18,-0.24,0.57,-10.56,-39.63,-30.19,-12.39,0.75,4.23,-0.68,0.2,0.7,0.12,66766,4127,W,,,
104,0.18,-0.24,0.57,-10.56,-39.63,-30.19,-10.43,1.29,0.32,-0.68,0.2,0.7,0.12,66809,4170,W,,,
105,0.18,-0.24,0.57,-10.56,-39.63,-30.19,-9.71,0.86,0.7,-0.68,0.2,0.7,0.12,66850,4211,W,,,
106,0.18,-0.24,0.57,-10.56,-39.63,-30.19,-9.9,0.98,0.32,-0.68,0.2,0.7,0.12,66891,4252,W,,,
107,0.18,-0.24,0.57,-10.56,-39.63,-30.19,-9.67,0.94,0.55,-0.68,0.2,0.7,0.12,66931,4292,W,,,
108,0.12,0.28,0.23,-10.56,-39.63,-30.19,-9.67,0.94,0.55,-0.68,0.2,0.7,0.12,66972,4333,W,,,
109,0.05,0.04,0.22,-10.56,-39.63,-30.19,-9.67,0.94,0.55,-0.68,0.2,0.7,0.12,67012,4373,W,,,
110,0.05,0.04,0.22,-10.56,-39.63,-30.19,-9.59,1.09,0.32,-0.68,0.2,0.7,0.12,67052,4413,W,,,
111,0.05,0.04,0.22,-10.56,-39.63,-30.19,-9.78,1.25,0.2,-0.68,0.2,0.7,0.12,67093,4454,W,,,
112,0.05,0.04,0.22,-10.56,-39.63,-30.19,-9.75,1.4,0.17,-0.68,0.2,0.7,0.12,67132,4493,W,,,
113,-0.14,-0.19,0.3,-10.56,-39.63,-30.19,-9.75,1.4,0.17,-0.68,0.2,0.7,0.12,67172,4533,W,,,
114,-0.2,-0.29,0.22,-10.56,-39.63,-30.19,-9.75,1.4,0.17,-0.68,0.2,0.7,0.12,67214,4575,W,,,
115,-0.2,-0.29,0.22,-10.56,-39.63,-30.19,-9.67,1.59,0.51,-0.68,0.2,0.7,0.12,67255,4616,W,,,
116,-0.2,-0.29,0.22,-10.56,-39.63,-30.19,-9.98,2.09,0.55,-0.68,0.2,0.7,0.12,67296,4657,W,,,
117,-0.2,-0.29,0.22,-10.56,-39.63,-30.19,-10.43,2.05,0.89,-0.68,0.2,0.7,0.12,67336,4697,W,,,
118,-0.2,-0.29,0.22,-27,-42.44,-30,-10.43,2.05,0.89,-0.68,0.2,0.7,0.12,67377,4738,W,,,
119,-0.2,-0.29,0.22,-27,-42.44,-30,-11.93,3.01,1.09,-0.68,0.2,0.7,0.12,67419,4780,W,,,
120,-1.25,-1.85,5.15,-27,-42.44,-30,-11.93,3.01,1.09,-0.68,0.2,0.7,0.12,67461,4822,W,,,
121,-1.25,-1.85,5.15,-27,-42.44,-30,-24.95,4.27,0.86,-0.68,0.2,0.7,0.12,67503,4864,W,,,
122,-1.25,-1.85,5.15,-27,-42.44,-30,-10.28,-11.13,-12.78,-0.68,0.2,0.7,0.12,67546,4907,W,,,
123,-1.25,-1.85,5.15,-27,-42.44,-30,-6.99,-3.24,-0.48,-0.68,0.2,0.7,0.12,67590,4951,W,,,
124,-1.25,-1.85,5.15,-53.5,-38.44,-32.38,-6.99,-3.24,-0.48,-0.68,0.2,0.7,0.12,67631,4992,W,,,
125,0.78,1.72,-2.83,-53.5,-38.44,-32.38,-6.99,-3.24,-0.48,-0.68,0.2,0.7,0.12,67674,5035,W,,,
126,1.43,1.69,-2.68,-53.5,-38.44,-32.38,-6.99,-3.24,-0.48,-0.68,0.2,0.7,0.12,67715,5076,W,,,
127,1.43,1.69,-2.68,-53.5,-38.44,-32.38,-14.38,5.77,3.19,-0.68,0.2,0.7,0.12,67756,5117,W,,,
128,1.43,1.69,-2.68,-53.5,-38.44,-32.38,-12.77,8.52,2.23,-0.68,0.2,0.7,0.12,67796,5157,W,,,
129,1.43,1.69,-2.68,-53.5,-38.44,-32.38,-12.08,8.79,1.09,-0.68,0.2,0.7,0.12,67837,5198,W,,,
130,1.43,1.69,-2.68,56.56,-33.75,-34.75,-12.08,8.79,1.09,-0.68,0.2,0.7,0.12,67877,5238,W,,,
131,-0.67,2.02,-2.07,56.56,-33.75,-34.75,-12.08,8.79,1.09,-0.68,0.2,0.7,0.12,67918,5279,W,,,
132,-0.67,2.02,-2.07,56.56,-33.75,-34.75,-7.6,11.63,6.98,-0.68,0.2,0.7,0.12,67960,5321,W,,,
133,1.32,-1.48,2.23,56.56,-33.75,-34.75,-7.6,11.63,6.98,-0.68,0.2,0.7,0.12,68001,5362,W,,,
134,1.32,-1.48,2.23,56.56,-33.75,-34.75,-16.56,1.7,3.65,-0.68,0.2,0.7,0.12,68042,5403,W,,,
135,1.32,-1.48,2.23,56.56,-33.75,-34.75,-14.07,2.51,0.93,-0.68,0.2,0.7,0.12,68081,5442,W,,,
136,0.04,-0.48,0.1,56.56,-33.75,-34.75,-14.07,2.51,0.93,-0.68,0.2,0.7,0.12,68122,5483,W,,,
137,0.18,0.3,0.29,56.56,-33.75,-34.75,-14.07,2.51,0.93,-0.68,0.2,0.7,0.12,68163,5524,W,,,
138,0.18,0.3,0.29,56.56,-33.75,-34.75,-10.09,1.44,0.2,-0.68,0.2,0.7,0.12,68203,5564,W,,,
139,0.18,0.3,0.29,56.56,-33.75,-34.75,-9.59,1.36,0.55,-0.68,0.2,0.7,0.12,68243,5604,W,,,
140,0.18,0.3,0.29,56.56,-33.75,-34.75,-9.75,1.32,0.47,-0.68,0.2,0.7,0.12,68281,5642,W,,,
141,-0.05,-0.11,0.2,56.56,-33.75,-34.75,-9.75,1.32,0.47,-0.68,0.2,0.7,0.12,68321,5682,W,,,
142,-0.1,-0.18,0.16,56.56,-33.75,-34.75,-9.75,1.32,0.47,-0.68,0.2,0.7,0.12,68362,5723,W,,,
143,-0.1,-0.18,0.16,56.56,-33.75,-34.75,-9.63,1.67,0.63,-0.68,0.2,0.7,0.12,68403,5764,W,,,
144,-0.1,-0.18,0.16,56.56,-33.75,-34.75,-9.67,1.74,0.59,-0.68,0.2,0.7,0.12,68444,5805,W,,,
145,-0.1,-0.18,0.16,56.56,-33.75,-34.75,-9.9,1.74,0.78,-0.68,0.2,0.7,0.12,68483,5844,W,,,
146,-0.2,-0.5,0.7,56.56,-33.75,-34.75,-9.9,1.74,0.78,-0.68,0.2,0.7,0.12,68523,5884,W,,,
147,-0.21,-0.76,1.02,56.56,-33.75,-34.75,-9.9,1.74,0.78,-0.68,0.2,0.7,0.12,68563,5924,W,,,
148,-0.21,-0.76,1.02,56.56,-33.75,-34.75,-10.59,2.66,1.24,-0.68,0.2,0.7,0.12,68604,5965,W,,,
149,-0.21,-0.76,1.02,56.56,-33.75,-34.75,-11.66,4.04,2.12,-0.68,0.2,0.7,0.12,68645,6006,W,,,
150,-0.21,-0.76,1.02,56.56,-33.75,-34.75,-14.99,6.46,1.43,-0.68,0.2,0.7,0.12,68685,6046,W,,,
151,-0.21,-0.76,1.02,14.13,-56.75,-50.75,-14.99,6.46,1.43,-0.68,0.2,0.7,0.12,68724,6085,W,,,
152,-0.21,-0.76,1.02,14.13,-56.75,-50.75,-24.26,3.62,-1.48,-0.68,0.2,0.7,0.12,68766,6127,W,,,
153,-0.74,-0.53,-1.67,14.13,-56.75,-50.75,-24.26,3.62,-1.48,-0.68,0.2,0.7,0.12,68808,6169,W,,,
154,-0.74,-0.53,-1.67,14.13,-56.75,-50.75,-3.96,-4,-3.09,-0.68,0.2,0.7,0.12,68851,6212,W,,,
155,-0.74,-0.53,-1.67,14.13,-56.75,-50.75,-7.87,-2.86,-2.02,-0.68,0.2,0.7,0.12,68894,6255,W,,,
156,-0.74,-0.53,-1.67,14.13,-56.75,-50.75,-9.94,3.93,2.46,-0.68,0.2,0.7,0.12,68935,6296,W,,,
157,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-9.94,3.93,2.46,-0.68,0.2,0.7,0.12,68974,6335,W,,,
158,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-11.81,6.04,1.39,-0.68,0.2,0.7,0.12,69015,6376,W,,,
159,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-10.55,7.95,1.16,-0.68,0.2,0.7,0.12,69058,6419,W,,,
160,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-16.45,8.29,7.75,-0.68,0.2,0.7,0.12,69099,6460,W,,,
161,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-12.31,9.37,9.97,-0.68,0.2,0.7,0.12,69141,6502,W,,,
162,-0.74,-0.53,-1.67,86.75,-21.81,-48.94,-9.44,10.21,8.06,-0.68,0.2,0.7,0.12,69181,6542,W,,,
163,-0.26,-3.08,-0.18,86.75,-21.81,-48.94,-9.44,10.21,8.06,-0.68,0.2,0.7,0.12,69223,6584,W,,,
164,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-9.44,10.21,8.06,-0.68,0.2,0.7,0.12,69264,6625,W,,,
165,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-13,2.59,4.07,-0.68,0.2,0.7,0.12,69305,6666,W,,,
166,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-10.55,1.25,0.39,-0.68,0.2,0.7,0.12,69347,6708,W,,,
167,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-9.52,0.9,0.86,-0.68,0.2,0.7,0.12,69388,6749,W,,,
168,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-9.75,1.09,0.66,-0.68,0.2,0.7,0.12,69427,6788,W,,,
169,-0.11,-2.86,1.65,86.75,-21.81,-48.94,-9.82,1.36,0.63,-0.68,0.2,0.7,0.12,69469,6830,W,,,
170,0.18,0.16,0.32,86.75,-21.81,-48.94,-9.82,1.36,0.63,-0.68,0.2,0.7,0.12,69510,6871,W,,,
171,0.18,0.16,0.32,86.75,-21.81,-48.94,-9.71,1.63,0.47,-0.68,0.2,0.7,0.12,69550,6911,W,,,
172,0.18,0.16,0.32,86.75,-21.81,-48.94,-9.67,1.67,0.51,-0.68,0.2,0.7,0.12,69590,6951,W,,,
