,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,0,
0,0.31,-0.34,1.57,34.75,-60.06,18.31,0.42,9.6,1.05,0.54,-0.22,-0.07,0.81,758380,0,W,7100,7100,W
1,0.39,0.1,0.13,34.75,-60.06,18.31,0.42,9.6,1.05,0.54,-0.22,-0.07,0.81,758420,40,W,3020,10120,T
2,0.95,0.25,-0.15,34.75,-60.06,18.31,0.42,9.6,1.05,0.54,-0.22,-0.07,0.81,758460,80,W,8580,18700,W
3,0.95,0.25,-0.15,34.75,-60.06,18.31,4.1,10.55,-2.13,0.54,-0.22,-0.07,0.81,758501,121,W,2350,21050,T
4,0.95,0.25,-0.15,34.75,-60.06,18.31,6.86,12.36,-0.1,0.54,-0.22,-0.07,0.81,758542,162,W,7400,28450,W
5,0.95,0.25,-0.15,34.75,-60.06,18.31,6.67,12.82,1.86,0.54,-0.22,-0.07,0.81,758582,202,W,3650,32100,T
6,-0.59,0.03,1.28,34.75,-60.06,18.31,6.67,12.82,1.86,0.54,-0.22,-0.07,0.81,758622,242,W,7480,39580,W
7,-0.59,0.03,1.28,34.75,-60.06,18.31,5.86,9.21,3.5,0.54,-0.22,-0.07,0.81,758662,282,W,3450,43030,T
8,-1.39,-0.59,1.46,34.75,-60.06,18.31,5.86,9.21,3.5,0.54,-0.22,-0.07,0.81,758702,322,W,8130,51160,W
9,-1.39,-0.59,1.46,34.75,-60.06,18.31,3.11,6.46,0.59,0.54,-0.22,-0.07,0.81,758742,362,W,,,T
10,-1.39,-0.59,1.46,34.75,-60.06,18.31,2.68,5.96,-5.07,0.54,-0.22,-0.07,0.81,758780,400,W,,,
11,-0.17,-0.6,0.34,34.75,-60.06,18.31,2.68,5.96,-5.07,0.54,-0.22,-0.07,0.81,758821,441,W,,,
12,0.43,0.9,-0.03,34.75,-60.06,18.31,2.68,5.96,-5.07,0.54,-0.22,-0.07,0.81,758862,482,W,,,
13,0.43,0.9,-0.03,34.75,-60.06,18.31,8.2,8.56,1.13,0.54,-0.22,-0.07,0.81,758902,522,W,,,
14,0.43,0.9,-0.03,34.75,-60.06,18.31,6.97,7.45,-0.79,0.54,-0.22,-0.07,0.81,758943,563,W,,,
15,0.43,0.9,-0.03,34.75,-60.06,18.31,7.24,6.95,0.32,0.54,-0.22,-0.07,0.81,758982,602,W,,,
16,0.43,0.9,-0.03,39.75,-48.94,23.5,7.24,6.95,0.32,0.54,-0.22,-0.07,0.81,759021,641,W,,,
17,0.43,0.9,-0.03,39.75,-48.94,23.5,6.82,6.84,-0.02,0.54,-0.22,-0.07,0.81,759061,681,W,,,
18,0.43,0.9,-0.03,39.75,-48.94,23.5,6.67,7.3,-0.06,0.54,-0.22,-0.07,0.81,759102,722,W,,,
19,0.43,0.9,-0.03,39.75,-48.94,23.5,6.48,7.45,0.21,0.54,-0.22,-0.07,0.81,759142,762,W,,,
20,0.43,0.9,-0.03,39.75,-48.94,23.5,6.52,7.53,0.17,0.54,-0.22,-0.07,0.81,759182,802,W,,,
21,0.43,0.9,-0.03,41.5,-48.63,22.69,6.52,7.53,0.17,0.54,-0.22,-0.07,0.81,759221,841,W,,,
22,0,0.06,-0.04,41.5,-48.63,22.69,6.52,7.53,0.17,0.54,-0.22,-0.07,0.81,759261,881,W,,,
23,0.05,-0.1,-0.01,41.5,-48.63,22.69,6.52,7.53,0.17,0.54,-0.22,-0.07,0.81,759302,922,W,,,
24,0.05,-0.1,-0.01,41.5,-48.63,22.69,6.82,7.18,0.17,0.54,-0.22,-0.07,0.81,759342,962,W,,,
25,0.05,-0.1,-0.01,41.5,-48.63,22.69,6.86,7.22,0.17,0.54,-0.22,-0.07,0.81,759380,1000,W,,,
26,0.04,-0.13,0.02,41.5,-48.63,22.69,6.86,7.22,0.17,0.54,-0.22,-0.07,0.81,759421,1041,W,,,
27,0.08,-0.02,0.03,41.5,-48.63,22.69,6.86,7.22,0.17,0.54,-0.22,-0.07,0.81,759460,1080,W,,,
28,0.08,-0.02,0.03,41.5,-48.63,22.69,6.74,6.84,0.48,0.54,-0.22,-0.07,0.81,759501,1121,W,,,
29,0.11,-0.18,-0.07,41.5,-48.63,22.69,6.74,6.84,0.48,0.54,-0.22,-0.07,0.81,759541,1161,W,,,
30,0.11,-0.18,-0.07,41.5,-48.63,22.69,6.97,6.88,-0.63,0.54,-0.22,-0.07,0.81,759580,1200,W,,,
31,-0.04,-0.32,-0.13,41.5,-48.63,22.69,6.97,6.88,-0.63,0.54,-0.22,-0.07,0.81,759621,1241,W,,,
32,-0.04,-0.32,-0.13,41.5,-48.63,22.69,7.24,6.8,-0.86,0.54,-0.22,-0.07,0.81,759663,1283,W,,,
33,-0.07,-1.39,-0.29,41.5,-48.63,22.69,7.24,6.8,-0.86,0.54,-0.22,-0.07,0.81,759705,1325,W,,,
34,-0.07,-1.39,-0.29,41.5,-48.63,22.69,6.74,7.88,-0.55,0.54,-0.22,-0.07,0.81,759747,1367,W,,,
35,-0.07,-1.39,-0.29,41.5,-48.63,22.69,6.82,8.83,0.13,0.54,-0.22,-0.07,0.81,759789,1409,W,,,
36,-0.07,-1.39,-0.29,41.5,-48.63,22.69,6.29,8.91,0.09,0.54,-0.22,-0.07,0.81,759829,1449,W,,,
37,-0.33,-0.31,0.02,41.5,-48.63,22.69,6.29,8.91,0.09,0.54,-0.22,-0.07,0.81,759870,1490,W,,,
38,-0.33,-0.31,0.02,41.5,-48.63,22.69,5.52,7.26,-0.25,0.54,-0.22,-0.07,0.81,759911,1531,W,,,
39,0.01,-0.16,0,41.5,-48.63,22.69,5.52,7.26,-0.25,0.54,-0.22,-0.07,0.81,759952,1572,W,,,
40,0.01,-0.16,0,41.5,-48.63,22.69,5.9,8.18,0.17,0.54,-0.22,-0.07,0.81,759992,1612,W,,,
41,0.01,-0.16,0,41.5,-48.63,22.69,5.79,8.29,0.17,0.54,-0.22,-0.07,0.81,760032,1652,W,,,
42,0.01,-0.16,0,46.81,-50.06,24.31,5.79,8.29,0.17,0.54,-0.22,-0.07,0.81,760071,1691,W,,,
43,0.09,0.04,0.21,46.81,-50.06,24.31,5.79,8.29,0.17,0.54,-0.22,-0.07,0.81,760111,1731,W,,,
44,0.09,0.04,0.21,46.81,-50.06,24.31,5.67,7.99,0.36,0.54,-0.22,-0.07,0.81,760151,1771,W,,,
45,0.09,0.04,0.21,46.81,-50.06,24.31,5.71,8.07,0.44,0.54,-0.22,-0.07,0.81,760190,1810,W,,,
46,0.09,0.04,0.21,46.81,-50.06,24.31,6.32,8.75,-0.94,0.54,-0.22,-0.07,0.81,760228,1848,W,,,
47,0.09,0.04,0.21,45.56,-52.31,26.75,6.32,8.75,-0.94,0.54,-0.22,-0.07,0.81,760268,1888,W,,,
48,-0.22,0.29,0.16,45.56,-52.31,26.75,6.32,8.75,-0.94,0.54,-0.22,-0.07,0.81,760309,1929,W,,,
49,-0.22,0.29,0.16,45.56,-52.31,26.75,7.05,7.88,-1.93,0.54,-0.22,-0.07,0.81,760350,1970,W,,,
50,-0.22,0.29,0.16,45.56,-52.31,26.75,6.59,6.07,-0.98,0.54,-0.22,-0.07,0.81,760390,2010,W,,,
51,-0.22,0.29,0.16,45.56,-52.31,26.75,7.09,5.84,-0.82,0.54,-0.22,-0.07,0.81,760430,2050,W,,,
52,0.28,0.49,-0.01,45.56,-52.31,26.75,7.09,5.84,-0.82,0.54,-0.22,-0.07,0.81,760471,2091,W,,,
53,0.09,-0.05,0.04,45.56,-52.31,26.75,7.09,5.84,-0.82,0.54,-0.22,-0.07,0.81,760511,2131,W,,,
54,0.06,-0.1,0.1,45.56,-52.31,26.75,7.09,5.84,-0.82,0.54,-0.22,-0.07,0.81,760552,2172,W,,,
55,0.06,-0.1,0.1,45.56,-52.31,26.75,6.78,6.38,-0.21,0.54,-0.22,-0.07,0.81,760592,2212,W,,,
56,0.06,-0.1,0.1,45.56,-52.31,26.75,7.2,6.65,-0.36,0.54,-0.22,-0.07,0.81,760632,2252,W,,,
57,0.06,-0.1,0.1,40.06,-55,30.38,7.2,6.65,-0.36,0.54,-0.22,-0.07,0.81,760671,2291,W,,,
58,0.28,-0.02,0.06,40.06,-55,30.38,7.2,6.65,-0.36,0.54,-0.22,-0.07,0.81,760711,2331,W,,,
59,0.28,-0.02,0.06,40.06,-55,30.38,7.59,5.96,-0.32,0.54,-0.22,-0.07,0.81,760751,2371,W,,,
60,0.28,-0.02,0.06,40.06,-55,30.38,7.55,6.38,-0.29,0.54,-0.22,-0.07,0.81,760791,2411,W,,,
61,0.28,-0.02,0.06,40.06,-55,30.38,7.55,6.72,0.13,0.54,-0.22,-0.07,0.81,760832,2452,W,,,
62,0.28,-0.02,0.06,40.06,-54.69,31.19,7.55,6.72,0.13,0.54,-0.22,-0.07,0.81,760869,2489,W,,,
63,0.28,-0.02,0.06,40.06,-54.69,31.19,7.63,6.53,0.21,0.54,-0.22,-0.07,0.81,760910,2530,W,,,
64,-0.29,-0.06,-0.11,40.06,-54.69,31.19,7.63,6.53,0.21,0.54,-0.22,-0.07,0.81,760950,2570,W,,,
65,-0.29,-0.06,-0.11,40.06,-54.69,31.19,7.32,6.07,0.59,0.54,-0.22,-0.07,0.81,760991,2611,W,,,
66,-0.29,-0.06,-0.11,40.06,-54.69,31.19,7.13,6.46,0.32,0.54,-0.22,-0.07,0.81,761031,2651,W,,,
67,-0.29,-0.06,-0.11,39.63,-59.56,30.44,7.13,6.46,0.32,0.54,-0.22,-0.07,0.81,761071,2691,W,,,
68,-0.1,-0.21,-0.13,39.63,-59.56,30.44,7.13,6.46,0.32,0.54,-0.22,-0.07,0.81,761113,2733,W,,,
69,-0.1,-0.21,-0.13,39.63,-59.56,30.44,6.67,7.26,-0.86,0.54,-0.22,-0.07,0.81,761154,2774,W,,,
70,-0.1,-0.21,-0.13,39.63,-59.56,30.44,5.25,6.27,-1.4,0.54,-0.22,-0.07,0.81,761196,2816,W,,,
71,-0.1,-0.21,-0.13,39.63,-59.56,30.44,6.32,7.45,-1.74,0.54,-0.22,-0.07,0.81,761238,2858,W,,,
72,-0.1,-0.21,-0.13,39.63,-59.56,30.44,6.93,8.48,-0.98,0.54,-0.22,-0.07,0.81,761278,2898,W,,,
73,-0.29,-0.1,-0.14,39.63,-59.56,30.44,6.93,8.48,-0.98,0.54,-0.22,-0.07,0.81,761320,2940,W,,,
74,0.01,-0.22,0.02,39.63,-59.56,30.44,6.93,8.48,-0.98,0.54,-0.22,-0.07,0.81,761361,2981,W,,,
75,0.01,-0.22,0.02,39.63,-59.56,30.44,5.86,6.84,-0.86,0.54,-0.22,-0.07,0.81,761401,3021,W,,,
76,0.01,-0.22,0.02,39.63,-59.56,30.44,5.75,7.14,-0.59,0.54,-0.22,-0.07,0.81,761442,3062,W,,,
77,0.01,-0.22,0.02,39.63,-59.56,30.44,5.94,7.68,0.06,0.54,-0.22,-0.07,0.81,761481,3101,W,,,
78,0.01,-0.22,0.02,40.69,-66.06,33.25,5.94,7.68,0.06,0.54,-0.22,-0.07,0.81,761520,3140,W,,,
79,0.14,0.24,0.01,40.69,-66.06,33.25,5.94,7.68,0.06,0.54,-0.22,-0.07,0.81,761560,3180,W,,,
80,0.14,0.24,0.01,40.69,-66.06,33.25,6.32,7.61,0.52,0.54,-0.22,-0.07,0.81,761600,3220,W,,,
81,0.14,0.24,0.01,40.69,-66.06,33.25,6.21,7.3,0.4,0.54,-0.22,-0.07,0.81,761639,3259,W,,,
82,0.14,0.24,0.01,40.69,-66.06,33.25,6.4,7.49,0.44,0.54,-0.22,-0.07,0.81,761677,3297,W,,,
83,-0.05,0.4,0.08,40.69,-66.06,33.25,6.4,7.49,0.44,0.54,-0.22,-0.07,0.81,761717,3337,W,,,
84,-0.05,0.4,0.08,40.69,-66.06,33.25,6.32,8.07,1.4,0.54,-0.22,-0.07,0.81,761759,3379,W,,,
85,-0.47,0.92,0.16,40.69,-66.06,33.25,6.32,8.07,1.4,0.54,-0.22,-0.07,0.81,761799,3419,W,,,
86,-0.47,0.92,0.16,40.69,-66.06,33.25,7.51,8.22,-0.44,0.54,-0.22,-0.07,0.81,761838,3458,W,,,
87,-0.47,0.92,0.16,40.69,-66.06,33.25,8.05,8.68,-0.44,0.54,-0.22,-0.07,0.81,761878,3498,W,,,
88,0,-0.07,-0.06,40.69,-66.06,33.25,8.05,8.68,-0.44,0.54,-0.22,-0.07,0.81,761918,3538,W,,,
89,0.7,0.13,0.16,40.69,-66.06,33.25,8.05,8.68,-0.44,0.54,-0.22,-0.07,0.81,761960,3580,W,,,
90,0.7,0.13,0.16,40.69,-66.06,33.25,6.71,6.07,0.21,0.54,-0.22,-0.07,0.81,762000,3620,W,,,
91,0.7,0.13,0.16,40.69,-66.06,33.25,7.16,6.23,0.02,0.54,-0.22,-0.07,0.81,762040,3660,W,,,
92,0.7,0.13,0.16,40.69,-66.06,33.25,7.39,6.15,-0.1,0.54,-0.22,-0.07,0.81,762079,3699,W,,,
93,0.7,0.13,0.16,31.88,-71.69,32.94,7.39,6.15,-0.1,0.54,-0.22,-0.07,0.81,762118,3738,W,,,
94,0.7,0.13,0.16,31.88,-71.69,32.94,7.09,6.3,0.17,0.54,-0.22,-0.07,0.81,762159,3779,W,,,
95,0.15,-0.1,0.02,31.88,-71.69,32.94,7.09,6.3,0.17,0.54,-0.22,-0.07,0.81,762199,3819,W,,,
96,0.15,-0.1,0.02,31.88,-71.69,32.94,7.51,6.11,0.32,0.54,-0.22,-0.07,0.81,762238,3858,W,,,
97,0.15,-0.1,0.02,31.88,-71.69,32.94,7.59,6.04,0.48,0.54,-0.22,-0.07,0.81,762276,3896,W,,,
98,0.01,-0.14,-0.02,31.88,-71.69,32.94,7.59,6.04,0.48,0.54,-0.22,-0.07,0.81,762317,3937,W,,,
99,-0.16,-0.13,-0.03,31.88,-71.69,32.94,7.59,6.04,0.48,0.54,-0.22,-0.07,0.81,762358,3978,W,,,
100,-0.16,-0.13,-0.03,31.88,-71.69,32.94,7.51,6.38,0.98,0.54,-0.22,-0.07,0.81,762399,4019,W,,,
101,-0.16,-0.13,-0.03,31.88,-71.69,32.94,7.59,6.5,1.05,0.54,-0.22,-0.07,0.81,762439,4059,W,,,
102,-0.16,-0.13,-0.03,31.88,-71.69,32.94,7.39,6.42,1.4,0.54,-0.22,-0.07,0.81,762479,4099,W,,,
103,-0.36,0.02,-0.07,31.88,-71.69,32.94,7.39,6.42,1.4,0.54,-0.22,-0.07,0.81,762520,4140,W,,,
104,-0.49,-0.2,-0.23,31.88,-71.69,32.94,7.39,6.42,1.4,0.54,-0.22,-0.07,0.81,762560,4180,W,,,
105,-0.49,-0.2,-0.23,31.88,-71.69,32.94,8.73,8.26,-0.48,0.54,-0.22,-0.07,0.81,762602,4222,W,,,
106,-0.49,-0.2,-0.23,31.88,-71.69,32.94,7.39,7.64,-0.9,0.54,-0.22,-0.07,0.81,762644,4264,W,,,
107,-0.49,-0.2,-0.23,31.88,-71.69,32.94,5.4,6.61,-1.36,0.54,-0.22,-0.07,0.81,762686,4306,W,,,
