,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,
1065,2.39,-1.97,-2.96,23.31,-54.31,-3.56,1.02,15.11,3,0.36,0.44,0.63,0.53,774253,42254,W,,
1066,1.29,-0.25,-2.07,23.31,-54.31,-3.56,1.02,15.11,3,0.36,0.44,0.63,0.53,774294,42295,W,,
1067,0.98,0.33,-1.65,23.31,-54.31,-3.56,1.02,15.11,3,0.36,0.44,0.63,0.53,774334,42335,W,,
1068,0.98,0.33,-1.65,23.31,-54.31,-3.56,2.4,9.82,3,0.36,0.44,0.63,0.53,774374,42375,W,,
1069,0.98,0.33,-1.65,23.31,-54.31,-3.56,2.44,9.17,3.19,0.36,0.44,0.63,0.53,774414,42415,W,,
1070,0.98,0.33,-1.65,23.31,-54.31,-3.56,2.25,8.94,3.69,0.36,0.44,0.63,0.53,774451,42452,W,,
1071,0.98,0.33,-1.65,76.63,-58.19,14.19,2.25,8.94,3.69,0.36,0.44,0.63,0.53,774491,42492,W,,
1072,-0.39,-0.04,0.88,76.63,-58.19,14.19,2.25,8.94,3.69,0.36,0.44,0.63,0.53,774530,42531,W,,
1073,-0.39,-0.04,0.88,76.63,-58.19,14.19,1.21,9.47,3.95,0.36,0.44,0.63,0.53,774571,42572,W,,
1074,-0.39,-0.04,0.88,76.63,-58.19,14.19,0.72,10.97,3.88,0.36,0.44,0.63,0.53,774610,42611,W,,
1075,-0.39,-0.04,0.88,76.63,-58.19,14.19,0.72,11.5,3.65,0.36,0.44,0.63,0.53,774648,42649,W,,
1076,-1.35,0.43,1.75,76.63,-58.19,14.19,0.72,11.5,3.65,0.36,0.44,0.63,0.53,774689,42690,W,,
1077,-1.35,0.43,1.75,76.63,-58.19,14.19,0.87,16.64,3.38,0.36,0.44,0.63,0.53,774730,42731,W,,
1078,-2.34,0.04,2.92,76.63,-58.19,14.19,0.87,16.64,3.38,0.36,0.44,0.63,0.53,774770,42771,W,,
1079,-2.34,0.04,2.92,76.63,-58.19,14.19,1.1,14.64,1.81,0.36,0.44,0.63,0.53,774810,42811,W,,
1080,-2.34,0.04,2.92,76.63,-58.19,14.19,1.02,16.41,1.62,0.36,0.44,0.63,0.53,774849,42850,W,,
1081,-2.59,0.92,2.93,76.63,-58.19,14.19,1.02,16.41,1.62,0.36,0.44,0.63,0.53,774889,42890,W,,
1082,-2.26,0.25,2.66,76.63,-58.19,14.19,1.02,16.41,1.62,0.36,0.44,0.63,0.53,774929,42930,W,,
1083,-2.26,0.25,2.66,76.63,-58.19,14.19,1.1,10.62,1.46,0.36,0.44,0.63,0.53,774968,42969,W,,
1084,-2.26,0.25,2.66,76.63,-58.19,14.19,0.87,8.94,1.12,0.36,0.44,0.63,0.53,775007,43008,W,,
1085,-2.26,0.25,2.66,76.63,-58.19,14.19,0.53,7.21,0.62,0.36,0.44,0.63,0.53,775045,43046,W,,
1086,-0.85,0.17,0.8,76.63,-58.19,14.19,0.53,7.21,0.62,0.36,0.44,0.63,0.53,775085,43086,W,,
1087,-0.85,0.17,0.8,76.63,-58.19,14.19,0.53,5.3,0.62,0.36,0.44,0.63,0.53,775123,43124,W,,
1088,-0.85,0.17,0.8,76.63,-58.19,14.19,0.57,5.49,0.89,0.36,0.44,0.63,0.53,775163,43164,W,,
1089,-0.85,0.17,0.8,76.63,-58.19,14.19,0.6,5.95,1.62,0.36,0.44,0.63,0.53,775201,43202,W,,
1090,1.3,0.19,-1.46,76.63,-58.19,14.19,0.6,5.95,1.62,0.36,0.44,0.63,0.53,775240,43241,W,,
1091,1.89,0.02,-2.08,76.63,-58.19,14.19,0.6,5.95,1.62,0.36,0.44,0.63,0.53,775280,43281,W,,
1092,1.89,0.02,-2.08,76.63,-58.19,14.19,0.03,10.85,1.54,0.36,0.44,0.63,0.53,775320,43321,W,,
1093,1.89,0.02,-2.08,76.63,-58.19,14.19,-0.39,16.45,0.93,0.36,0.44,0.63,0.53,775360,43361,W,,
1094,1.89,0.02,-2.08,76.63,-58.19,14.19,-0.55,15.37,1.08,0.36,0.44,0.63,0.53,775399,43400,W,,
1095,2.79,-0.37,-2.37,76.63,-58.19,14.19,-0.55,15.37,1.08,0.36,0.44,0.63,0.53,775439,43440,W,,
1096,2.79,-0.37,-2.37,76.63,-58.19,14.19,0.22,14.53,2.8,0.36,0.44,0.63,0.53,775481,43482,W,,
1097,2.22,-0.96,-1.98,76.63,-58.19,14.19,0.22,14.53,2.8,0.36,0.44,0.63,0.53,775522,43523,W,,
1098,2.22,-0.96,-1.98,76.63,-58.19,14.19,1.48,13.69,3.23,0.36,0.44,0.63,0.53,775562,43563,W,,
1099,2.22,-0.96,-1.98,76.63,-58.19,14.19,1.25,12.46,3.11,0.36,0.44,0.63,0.53,775601,43602,W,,
1100,1.68,-0.22,-1.74,76.63,-58.19,14.19,1.25,12.46,3.11,0.36,0.44,0.63,0.53,775642,43643,W,,
1101,1.34,-0.23,-1.41,76.63,-58.19,14.19,1.25,12.46,3.11,0.36,0.44,0.63,0.53,775682,43683,W,,
1102,1.34,-0.23,-1.41,76.63,-58.19,14.19,1.91,10.13,3.88,0.36,0.44,0.63,0.53,775723,43724,W,,
1103,1.34,-0.23,-1.41,76.63,-58.19,14.19,2.1,9.66,4.14,0.36,0.44,0.63,0.53,775763,43764,W,,
1104,1.34,-0.23,-1.41,76.63,-58.19,14.19,2.18,9.21,4.57,0.36,0.44,0.63,0.53,775801,43802,W,,
1105,-0.31,0.15,0.55,76.63,-58.19,14.19,2.18,9.21,4.57,0.36,0.44,0.63,0.53,775841,43842,W,,
1106,-0.31,0.15,0.55,76.63,-58.19,14.19,1.02,9.63,4.07,0.36,0.44,0.63,0.53,775882,43883,W,,
1107,-1.17,0.08,1.38,76.63,-58.19,14.19,1.02,9.63,4.07,0.36,0.44,0.63,0.53,775921,43922,W,,
1108,-1.17,0.08,1.38,76.63,-58.19,14.19,0.41,13.88,3.84,0.36,0.44,0.63,0.53,775960,43961,W,,
1109,-1.17,0.08,1.38,76.63,-58.19,14.19,0.41,17.29,3.34,0.36,0.44,0.63,0.53,775998,43999,W,,
1110,-2.23,0.4,1.88,76.63,-58.19,14.19,0.41,17.29,3.34,0.36,0.44,0.63,0.53,776039,44040,W,,
1111,-2.49,0,2.63,76.63,-58.19,14.19,0.41,17.29,3.34,0.36,0.44,0.63,0.53,776079,44080,W,,
1112,-2.49,0,2.63,76.63,-58.19,14.19,0.3,16.83,0.97,0.36,0.44,0.63,0.53,776120,44121,W,,
1113,-2.49,0,2.63,76.63,-58.19,14.19,0.07,14.64,-0.03,0.36,0.44,0.63,0.53,776160,44161,W,,
1114,-2.49,0,2.63,76.63,-58.19,14.19,-0.09,12.96,-0.18,0.36,0.44,0.63,0.53,776200,44201,W,,
1115,-2.47,0.55,2.03,76.63,-58.19,14.19,-0.09,12.96,-0.18,0.36,0.44,0.63,0.53,776241,44242,W,,
1116,-2.07,0.3,1.76,76.63,-58.19,14.19,-0.09,12.96,-0.18,0.36,0.44,0.63,0.53,776282,44283,W,,
1117,-2.07,0.3,1.76,76.63,-58.19,14.19,0.57,9.24,-0.53,0.36,0.44,0.63,0.53,776323,44324,W,,
1118,-2.07,0.3,1.76,76.63,-58.19,14.19,1.33,6.79,-0.49,0.36,0.44,0.63,0.53,776363,44364,W,,
1119,-2.07,0.3,1.76,76.63,-58.19,14.19,1.06,5.99,-0.07,0.36,0.44,0.63,0.53,776400,44401,W,,
1120,0.02,0.02,0.46,76.63,-58.19,14.19,1.06,5.99,-0.07,0.36,0.44,0.63,0.53,776440,44441,W,,
1121,0.02,0.02,0.46,76.63,-58.19,14.19,0.87,6.06,1.12,0.36,0.44,0.63,0.53,776481,44482,W,,
1122,1.14,0.27,-0.74,76.63,-58.19,14.19,0.87,6.06,1.12,0.36,0.44,0.63,0.53,776519,44520,W,,
1123,1.14,0.27,-0.74,76.63,-58.19,14.19,-0.24,7.45,3.34,0.36,0.44,0.63,0.53,776558,44559,W,,
1124,1.14,0.27,-0.74,76.63,-58.19,14.19,-0.55,9.55,2.77,0.36,0.44,0.63,0.53,776596,44597,W,,
1125,1.14,0.27,-0.74,76.63,-58.19,14.19,-0.74,15.11,2.38,0.36,0.44,0.63,0.53,776637,44638,W,,
1126,2.54,-0.54,-2.09,76.63,-58.19,14.19,-0.74,15.11,2.38,0.36,0.44,0.63,0.53,776677,44678,W,,
1127,2.54,-0.54,-2.09,76.63,-58.19,14.19,1.52,11.04,5.22,0.36,0.44,0.63,0.53,776717,44718,W,,
1128,2.54,-0.54,-2.09,76.63,-58.19,14.19,1.41,13.38,5.34,0.36,0.44,0.63,0.53,776757,44758,W,,
1129,2.54,-0.54,-2.09,76.63,-58.19,14.19,1.14,13.5,4.18,0.36,0.44,0.63,0.53,776796,44797,W,,
1130,1.56,0.48,-1.21,76.63,-58.19,14.19,1.14,13.5,4.18,0.36,0.44,0.63,0.53,776835,44836,W,,
1131,1.56,0.48,-1.21,76.63,-58.19,14.19,1.45,10.62,4.84,0.36,0.44,0.63,0.53,776873,44874,W,,
1132,1.56,0.48,-1.21,76.63,-58.19,14.19,1.48,10.13,5.41,0.36,0.44,0.63,0.53,776913,44914,W,,
1133,1.56,0.48,-1.21,76.63,-58.19,14.19,1.29,9.74,5.72,0.36,0.44,0.63,0.53,776952,44953,W,,
1134,0.28,1.33,-0.45,76.63,-58.19,14.19,1.29,9.74,5.72,0.36,0.44,0.63,0.53,776991,44992,W,,
1135,-0.26,1.57,-0.07,76.63,-58.19,14.19,1.29,9.74,5.72,0.36,0.44,0.63,0.53,777031,45032,W,,
1136,-0.26,1.57,-0.07,76.63,-58.19,14.19,1.18,9.82,3.65,0.36,0.44,0.63,0.53,777071,45072,W,,
1137,-0.26,1.57,-0.07,76.63,-58.19,14.19,1.21,9.74,1.58,0.36,0.44,0.63,0.53,777111,45112,W,,
1138,-0.26,1.57,-0.07,76.63,-58.19,14.19,1.25,9.93,1.2,0.36,0.44,0.63,0.53,777149,45150,W,,
1139,-1.04,2.21,0.85,76.63,-58.19,14.19,1.25,9.93,1.2,0.36,0.44,0.63,0.53,777189,45190,W,,
1140,-1.04,2.21,0.85,76.63,-58.19,14.19,2.56,9.93,-0.03,0.36,0.44,0.63,0.53,777230,45231,W,,
1141,-1.26,3.25,1.78,76.63,-58.19,14.19,2.56,9.93,-0.03,0.36,0.44,0.63,0.53,777270,45271,W,,
1142,-1.26,3.25,1.78,76.63,-58.19,14.19,4.32,13.46,-3.02,0.36,0.44,0.63,0.53,777310,45311,W,,
1143,-1.26,3.25,1.78,76.63,-58.19,14.19,4.93,13.19,-3.59,0.36,0.44,0.63,0.53,777349,45350,W,,
1144,-1.26,3.25,1.78,76.63,-58.19,14.19,5.24,14.34,-3.02,0.36,0.44,0.63,0.53,777390,45391,W,,
1145,-1.27,1.07,3.73,76.63,-58.19,14.19,5.24,14.34,-3.02,0.36,0.44,0.63,0.53,777431,45432,W,,
1146,-1.27,1.07,3.73,76.63,-58.19,14.19,5.16,11.62,1.39,0.36,0.44,0.63,0.53,777472,45473,W,,
1147,-1.27,1.07,3.73,76.63,-58.19,14.19,5.7,11.08,2.96,0.36,0.44,0.63,0.53,777511,45512,W,,
1148,-1.27,1.07,3.73,76.63,-58.19,14.19,6.43,9.63,4.68,0.36,0.44,0.63,0.53,777549,45550,W,,
1149,-2.08,0.5,3.99,76.63,-58.19,14.19,6.43,9.63,4.68,0.36,0.44,0.63,0.53,777589,45590,W,,
1150,-2.08,0.5,3.99,76.63,-58.19,14.19,5.89,6.29,5.91,0.36,0.44,0.63,0.53,777628,45629,W,,
1151,-2.08,0.5,3.99,76.63,-58.19,14.19,5.74,4.95,5.75,0.36,0.44,0.63,0.53,777669,45670,W,,
1152,-2.08,0.5,3.99,76.63,-58.19,14.19,3.09,1.47,3.95,0.36,0.44,0.63,0.53,777708,45709,W,,
1153,-2.08,0.5,3.99,76.63,-58.19,14.19,2.67,0.28,4.22,0.36,0.44,0.63,0.53,777746,45747,W,,
1154,-0.8,0.55,1.3,76.63,-58.19,14.19,2.67,0.28,4.22,0.36,0.44,0.63,0.53,777785,45786,W,,
1155,-0.8,0.55,1.3,76.63,-58.19,14.19,6,0.39,5.14,0.36,0.44,0.63,0.53,777824,45825,W,,
1156,-0.8,0.55,1.3,76.63,-58.19,14.19,6,-1.29,5.53,0.36,0.44,0.63,0.53,777863,45864,W,,
1157,-0.8,0.55,1.3,76.63,-58.19,14.19,5.05,-2.25,5.68,0.36,0.44,0.63,0.53,777902,45903,W,,
1158,0.29,-0.06,-0.02,76.63,-58.19,14.19,5.05,-2.25,5.68,0.36,0.44,0.63,0.53,777942,45943,W,,
1159,0.29,-0.06,-0.02,76.63,-58.19,14.19,4.86,-2.48,6.48,0.36,0.44,0.63,0.53,777982,45983,W,,
1160,0.51,0.12,-0.56,76.63,-58.19,14.19,4.86,-2.48,6.48,0.36,0.44,0.63,0.53,778021,46022,W,,
1161,0.51,0.12,-0.56,76.63,-58.19,14.19,6.27,-1.37,6.91,0.36,0.44,0.63,0.53,778061,46062,W,,
1162,0.51,0.12,-0.56,76.63,-58.19,14.19,6.31,-1.37,6.64,0.36,0.44,0.63,0.53,778099,46100,W,,
