,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,0,
0,0,0,0.01,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336711,0,T,5590,5590,W
1,0,0,0.01,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336753,42,T,2150,7740,T
2,0,0,0.01,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336794,83,T,6810,14550,W
3,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336838,127,T,3020,17570,T
4,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336881,170,T,6720,24290,W
5,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336925,214,T,3000,27290,T
6,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1336968,257,T,6680,33970,W
7,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337011,300,T,2450,36420,T
8,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337054,343,T,6230,42650,W
9,0,0,0,-60.63,-18.75,-69.81,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337097,386,T,4010,46660,T
10,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337138,427,T,6140,52800,W
11,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337181,470,T,,,T
12,0,0.01,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337223,512,T,,,
13,0,0.01,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337267,556,T,,,
14,0,0.01,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337310,599,T,,,
15,0,0.01,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337352,641,T,,,
16,0,0.01,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337393,682,T,,,
17,0,0,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337436,725,T,,,
18,0,0,-0.01,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337480,769,T,,,
19,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337522,811,T,,,
20,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337565,854,T,,,
21,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337610,899,T,,,
22,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1337653,942,T,,,
23,0,0,0,-60.81,-17.56,-69.44,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337696,985,T,,,
24,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337738,1027,T,,,
25,0.01,0.01,-0.01,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337782,1071,T,,,
26,0.01,0.01,-0.01,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337825,1114,T,,,
27,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337868,1157,T,,,
28,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.29,-0.18,0.15,0.69,-0.2,0.68,1337911,1200,T,,,
29,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337955,1244,T,,,
30,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1337998,1287,T,,,
31,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1338040,1329,T,,,
32,-0.01,0,0.01,-62.19,-19.69,-68.13,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1338084,1373,T,,,
33,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1338127,1416,T,,,
34,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.14,0.15,0.69,-0.2,0.68,1338170,1459,T,,,
35,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1338212,1501,T,,,
36,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.21,-0.14,0.15,0.69,-0.2,0.68,1338254,1543,T,,,
37,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.21,-0.18,0.15,0.69,-0.2,0.68,1338296,1585,T,,,
38,0,0,0,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1338337,1626,T,,,
39,0,0,-0.01,-62.19,-19.69,-68.13,-9.98,-0.25,-0.18,0.15,0.69,-0.2,0.68,1338380,1669,T,,,
