,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,0,
0,4.16,-1.85,-0.57,-48.31,22.44,7.13,-9.13,5.07,0.66,0.16,0.69,-0.07,0.7,719331,0,T,7100,7100,W
1,4.16,-1.85,-0.57,-48.31,22.44,7.13,-10.01,2.55,2.16,0.16,0.69,-0.07,0.7,719371,40,T,3020,10120,T
2,4.16,-1.85,-0.57,-48.31,22.44,7.13,-9.17,1.97,2.12,0.16,0.69,-0.07,0.7,719411,80,T,8580,18700,W
3,1.64,0.12,-0.11,-48.31,22.44,7.13,-9.17,1.97,2.12,0.16,0.69,-0.07,0.7,719451,120,T,2350,21050,T
4,1.64,0.12,-0.11,-48.31,22.44,7.13,-9.13,1.17,3.77,0.16,0.69,-0.07,0.7,719492,161,T,7400,28450,W
5,-0.07,0.28,-0.05,-48.31,22.44,7.13,-9.13,1.17,3.77,0.16,0.69,-0.07,0.7,719531,200,T,3650,32100,T
6,-0.07,0.28,-0.05,-48.31,22.44,7.13,-11.58,-0.94,5.68,0.16,0.69,-0.07,0.7,719570,239,T,7480,39580,W
7,-0.07,0.28,-0.05,-48.31,22.44,7.13,-8.56,0.02,2.89,0.16,0.69,-0.07,0.7,719610,279,T,3450,43030,T
8,-1.23,-0.19,-0.03,-48.31,22.44,7.13,-8.56,0.02,2.89,0.16,0.69,-0.07,0.7,719651,320,T,8130,51160,W
9,0.1,-1.15,-0.13,-48.31,22.44,7.13,-8.56,0.02,2.89,0.16,0.69,-0.07,0.7,719692,361,T,,,T
10,0.1,-1.15,-0.13,-48.31,22.44,7.13,-9.21,1.97,-0.41,0.16,0.69,-0.07,0.7,719732,401,T,,,
11,0.1,-1.15,-0.13,-48.31,22.44,7.13,-9.4,2.32,0.09,0.16,0.69,-0.07,0.7,719772,441,T,,,
12,0.1,-1.15,-0.13,-48.31,22.44,7.13,-7.68,2.05,-0.83,0.16,0.69,-0.07,0.7,719811,480,T,,,
13,0.12,1.33,-0.56,-48.31,22.44,7.13,-7.68,2.05,-0.83,0.16,0.69,-0.07,0.7,719852,521,T,,,
14,0.48,1,-0.2,-48.31,22.44,7.13,-7.68,2.05,-0.83,0.16,0.69,-0.07,0.7,719892,561,T,,,
