,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,0,
205,-0.89,0.59,0.47,48.69,-91.06,-7.44,2.63,8.45,4.2,0.6,0.38,0.32,0.63,111027,8153,T,,,
206,-0.89,0.59,0.47,52.94,-84.88,-9.56,2.63,8.45,4.2,0.6,0.38,0.32,0.63,111065,8191,T,,,
207,-0.56,0.56,0.13,52.94,-84.88,-9.56,2.63,8.45,4.2,0.6,0.38,0.32,0.63,111105,8231,T,,,
208,-0.56,0.56,0.13,52.94,-84.88,-9.56,2.43,9.21,4.69,0.6,0.38,0.32,0.63,111144,8270,T,,,
209,-0.56,0.56,0.13,52.94,-84.88,-9.56,2.97,8.64,5.27,0.6,0.38,0.32,0.63,111184,8310,T,,,
210,-0.56,0.56,0.13,52.94,-84.88,-9.56,2.43,8.18,5.57,0.6,0.38,0.32,0.63,111222,8348,T,,,
211,-0.29,-0.4,0.07,52.94,-84.88,-9.56,2.43,8.18,5.57,0.6,0.38,0.32,0.63,111261,8387,T,,,
212,-0.29,-0.4,0.07,52.94,-84.88,-9.56,2.59,8.25,5.84,0.6,0.38,0.32,0.63,111302,8428,T,,,
213,-0.04,-0.21,0.1,52.94,-84.88,-9.56,2.59,8.25,5.84,0.6,0.38,0.32,0.63,111342,8468,T,,,
214,-0.04,-0.21,0.1,52.94,-84.88,-9.56,3.31,9.4,6.45,0.6,0.38,0.32,0.63,111382,8508,T,,,
215,-0.04,-0.21,0.1,52.94,-84.88,-9.56,3.73,9.52,6.91,0.6,0.38,0.32,0.63,111420,8546,T,,,
216,-0.26,0,0.22,52.94,-84.88,-9.56,3.73,9.52,6.91,0.6,0.38,0.32,0.63,111460,8586,T,,,
217,-0.32,-0.05,0.19,52.94,-84.88,-9.56,3.73,9.52,6.91,0.6,0.38,0.32,0.63,111498,8624,T,,,
218,-0.32,-0.05,0.19,52.94,-84.88,-9.56,3.93,9.4,6.84,0.6,0.38,0.32,0.63,111537,8663,T,,,
219,-0.32,-0.05,0.19,52.94,-84.88,-9.56,4.27,9.48,6.95,0.6,0.38,0.32,0.63,111576,8702,W,,,
220,-0.36,-0.01,0.22,52.94,-84.88,-9.56,4.27,9.48,6.95,0.6,0.38,0.32,0.63,111617,8743,W,,,
221,-0.36,0.01,0.35,52.94,-84.88,-9.56,4.27,9.48,6.95,0.6,0.38,0.32,0.63,111655,8781,W,,,
222,-0.36,0.01,0.35,52.94,-84.88,-9.56,4.12,8.52,6.95,0.6,0.38,0.32,0.63,111694,8820,W,,,
223,-0.36,0.01,0.35,52.94,-84.88,-9.56,4.04,8.1,6.64,0.6,0.38,0.32,0.63,111734,8860,W,,,
224,-0.36,0.01,0.35,52.94,-84.88,-9.56,4,7.91,6.72,0.6,0.38,0.32,0.63,111772,8898,W,,,
225,-0.2,0.17,0.53,52.94,-84.88,-9.56,4,7.91,6.72,0.6,0.38,0.32,0.63,111811,8937,W,,,
226,-0.41,0.7,0.69,52.94,-84.88,-9.56,4,7.91,6.72,0.6,0.38,0.32,0.63,111851,8977,W,,,
227,-0.41,0.7,0.69,52.94,-84.88,-9.56,3.46,6.19,5.3,0.6,0.38,0.32,0.63,111891,9017,W,,,
228,-0.41,0.7,0.69,52.94,-84.88,-9.56,3.31,4.73,4.5,0.6,0.38,0.32,0.63,111931,9057,W,,,
229,-0.41,0.7,0.69,52.94,-84.88,-9.56,2.78,4.2,3.89,0.6,0.38,0.32,0.63,111968,9094,W,,,
230,-0.52,0.46,1.04,52.94,-84.88,-9.56,2.78,4.2,3.89,0.6,0.38,0.32,0.63,112007,9133,W,,,
231,-0.52,0.46,1.04,52.94,-84.88,-9.56,2.51,3.46,4.12,0.6,0.38,0.32,0.63,112046,9172,W,,,
232,-0.04,0.3,0.71,52.94,-84.88,-9.56,2.51,3.46,4.12,0.6,0.38,0.32,0.63,112084,9210,W,,,
233,-0.04,0.3,0.71,52.94,-84.88,-9.56,2.63,3.5,5.77,0.6,0.38,0.32,0.63,112122,9248,W,,,
234,0.24,0.06,0.53,52.94,-84.88,-9.56,2.63,3.5,5.77,0.6,0.38,0.32,0.63,112162,9288,W,,,
235,0.24,0.06,0.53,52.94,-84.88,-9.56,3.46,3.66,7.18,0.6,0.38,0.32,0.63,112202,9328,W,,,
236,0.63,0.14,0.55,52.94,-84.88,-9.56,3.46,3.66,7.18,0.6,0.38,0.32,0.63,112240,9366,W,,,
237,0.63,0.14,0.55,52.94,-84.88,-9.56,3.96,3.46,8.06,0.6,0.38,0.32,0.63,112279,9405,W,,,
238,0.63,0.14,0.55,52.94,-84.88,-9.56,3.96,3.66,8.45,0.6,0.38,0.32,0.63,112316,9442,W,,,
239,0.67,0.41,1.05,52.94,-84.88,-9.56,3.96,3.66,8.45,0.6,0.38,0.32,0.63,112355,9481,W,,,
240,0.67,0.41,1.05,52.94,-84.88,-9.56,4.77,3.73,7.91,0.6,0.38,0.32,0.63,112394,9520,W,,,
241,0.67,0.41,1.05,52.94,-84.88,-9.56,5.38,4.23,7.64,0.6,0.38,0.32,0.63,112433,9559,W,,,
242,0.67,0.41,1.05,52.94,-84.88,-9.56,5.69,4.04,7.22,0.6,0.38,0.32,0.63,112470,9596,W,,,
243,0.75,0.99,1.27,52.94,-84.88,-9.56,5.69,4.04,7.22,0.6,0.38,0.32,0.63,112508,9634,W,,,
244,0.75,0.99,1.27,52.94,-84.88,-9.56,5.84,4.04,6.72,0.6,0.38,0.32,0.63,112546,9672,W,,,
245,0.6,0.74,1,52.94,-84.88,-9.56,5.84,4.04,6.72,0.6,0.38,0.32,0.63,112585,9711,W,,,
246,0.6,0.74,1,52.94,-84.88,-9.56,6.3,4.46,6.84,0.6,0.38,0.32,0.63,112622,9748,W,,,
247,0.6,0.64,0.98,52.94,-84.88,-9.56,6.3,4.46,6.84,0.6,0.38,0.32,0.63,112662,9788,W,,,
248,0.6,0.64,0.98,52.94,-84.88,-9.56,6.03,5.07,7.22,0.6,0.38,0.32,0.63,112702,9828,W,,,
249,0.57,0.74,1.05,52.94,-84.88,-9.56,6.03,5.07,7.22,0.6,0.38,0.32,0.63,112740,9866,W,,,
250,0.57,0.74,1.05,52.94,-84.88,-9.56,5.42,4.61,6.84,0.6,0.38,0.32,0.63,112779,9905,W,,,
251,0.57,0.74,1.05,52.94,-84.88,-9.56,5.19,4.42,6.8,0.6,0.38,0.32,0.63,112816,9942,W,,,
252,0.64,0.44,0.81,52.94,-84.88,-9.56,5.19,4.42,6.8,0.6,0.38,0.32,0.63,112855,9981,W,,,
253,0.64,0.44,0.81,52.94,-84.88,-9.56,4.81,4.84,6.68,0.6,0.38,0.32,0.63,112894,10020,W,,,
254,0.64,0.44,0.81,52.94,-84.88,-9.56,5.27,5.84,6.45,0.6,0.38,0.32,0.63,112933,10059,W,,,
255,0.64,0.44,0.81,52.94,-84.88,-9.56,4.39,5.69,5.69,0.6,0.38,0.32,0.63,112970,10096,W,,,
256,0.51,0.47,0.07,52.94,-84.88,-9.56,4.39,5.69,5.69,0.6,0.38,0.32,0.63,113009,10135,W,,,
257,0.51,0.47,0.07,52.94,-84.88,-9.56,4,5.46,5.11,0.6,0.38,0.32,0.63,113049,10175,W,,,
258,1.27,0.35,-0.59,52.94,-84.88,-9.56,4,5.46,5.11,0.6,0.38,0.32,0.63,113087,10213,W,,,
259,1.27,0.35,-0.59,52.94,-84.88,-9.56,2.43,6.76,4.31,0.6,0.38,0.32,0.63,113126,10252,W,,,
260,1.27,0.35,-0.59,25.63,-78.44,-7.5,2.43,6.76,4.31,0.6,0.38,0.32,0.63,113164,10290,W,,,
261,1.27,0.35,-0.59,25.63,-78.44,-7.5,1.55,9.98,3.89,0.6,0.38,0.32,0.63,113204,10330,W,,,
262,1.86,-0.28,-1.67,25.63,-78.44,-7.5,1.55,9.98,3.89,0.6,0.38,0.32,0.63,113244,10370,W,,,
263,1.86,-0.28,-1.67,25.63,-78.44,-7.5,0.86,10.67,3.93,0.6,0.38,0.32,0.63,113284,10410,W,,,
264,1.86,-0.28,-1.67,25.63,-78.44,-7.5,0.36,10.4,3.46,0.6,0.38,0.32,0.63,113321,10447,W,,,
265,1.55,-0.79,-1.68,25.63,-78.44,-7.5,0.36,10.4,3.46,0.6,0.38,0.32,0.63,113363,10489,W,,,
266,1.44,-0.72,-1.73,25.63,-78.44,-7.5,0.36,10.4,3.46,0.6,0.38,0.32,0.63,113404,10530,W,,,
267,1.44,-0.72,-1.73,25.63,-78.44,-7.5,0.48,11.09,3.5,0.6,0.38,0.32,0.63,113443,10569,W,,,
268,1.44,-0.72,-1.73,25.63,-78.44,-7.5,0.67,10.32,3.93,0.6,0.38,0.32,0.63,113485,10611,W,,,
269,1.44,-0.72,-1.73,25.63,-78.44,-7.5,0.75,9.67,3.31,0.6,0.38,0.32,0.63,113524,10650,W,,,
270,0.95,-0.61,-0.77,25.63,-78.44,-7.5,0.75,9.67,3.31,0.6,0.38,0.32,0.63,113564,10690,W,,,
271,0.68,-0.53,-0.64,25.63,-78.44,-7.5,0.75,9.67,3.31,0.6,0.38,0.32,0.63,113604,10730,W,,,
272,0.68,-0.53,-0.64,25.63,-78.44,-7.5,0.86,10.05,3.12,0.6,0.38,0.32,0.63,113644,10770,W,,,
273,0.68,-0.53,-0.64,25.63,-78.44,-7.5,0.59,9.25,3.24,0.6,0.38,0.32,0.63,113684,10810,W,,,
274,0.68,-0.53,-0.64,25.63,-78.44,-7.5,0.79,8.95,3.58,0.6,0.38,0.32,0.63,113723,10849,W,,,
275,0.1,-0.23,0.07,25.63,-78.44,-7.5,0.79,8.95,3.58,0.6,0.38,0.32,0.63,113763,10889,W,,,
276,0.1,-0.23,0.07,25.63,-78.44,-7.5,0.79,8.95,4.04,0.6,0.38,0.32,0.63,113803,10929,W,,,
277,-0.38,0.01,0.42,25.63,-78.44,-7.5,0.79,8.95,4.04,0.6,0.38,0.32,0.63,113843,10969,W,,,
278,-0.38,0.01,0.42,25.63,-78.44,-7.5,0.94,10.13,4.43,0.6,0.38,0.32,0.63,113882,11008,W,,,
279,-0.38,0.01,0.42,25.63,-78.44,-7.5,1.09,10.55,4.43,0.6,0.38,0.32,0.63,113920,11046,W,,,
280,-0.84,0.19,0.88,25.63,-78.44,-7.5,1.09,10.55,4.43,0.6,0.38,0.32,0.63,113959,11085,W,,,
281,-1.08,0.19,1.04,25.63,-78.44,-7.5,1.09,10.55,4.43,0.6,0.38,0.32,0.63,113999,11125,W,,,
282,-1.08,0.19,1.04,25.63,-78.44,-7.5,1.17,12.13,3.2,0.6,0.38,0.32,0.63,114038,11164,W,,,
283,-1.08,0.19,1.04,25.63,-78.44,-7.5,1.21,10.52,2.97,0.6,0.38,0.32,0.63,114079,11205,W,,,
284,-1.08,0.19,1.04,25.63,-78.44,-7.5,1.05,11.2,1.97,0.6,0.38,0.32,0.63,114117,11243,W,,,
285,-1.32,1.19,1.28,25.63,-78.44,-7.5,1.05,11.2,1.97,0.6,0.38,0.32,0.63,114156,11282,W,,,
286,-1.32,1.19,1.28,25.63,-78.44,-7.5,0.86,9.59,1.17,0.6,0.38,0.32,0.63,114196,11322,W,,,
287,-1.32,1.19,1.28,25.63,-78.44,-7.5,0.9,9.59,1.25,0.6,0.38,0.32,0.63,114235,11361,W,,,
288,-1.32,1.19,1.28,25.63,-78.44,-7.5,0.52,9.21,0.67,0.6,0.38,0.32,0.63,114273,11399,W,,,
289,-0.68,0.44,0.57,25.63,-78.44,-7.5,0.52,9.21,0.67,0.6,0.38,0.32,0.63,114312,11438,W,,,
290,-0.25,0.32,0.28,25.63,-78.44,-7.5,0.52,9.21,0.67,0.6,0.38,0.32,0.63,114352,11478,W,,,
291,-0.25,0.32,0.28,25.63,-78.44,-7.5,0.29,8.1,0.71,0.6,0.38,0.32,0.63,114392,11518,W,,,
292,-0.25,0.32,0.28,25.63,-78.44,-7.5,0.17,8.18,0.94,0.6,0.38,0.32,0.63,114432,11558,W,,,
293,-0.25,0.32,0.28,25.63,-78.44,-7.5,0.09,8.79,1.05,0.6,0.38,0.32,0.63,114469,11595,W,,,
294,1.16,-0.04,-0.75,25.63,-78.44,-7.5,0.09,8.79,1.05,0.6,0.38,0.32,0.63,114507,11633,W,,,
295,1.16,-0.04,-0.75,25.63,-78.44,-7.5,0.02,10.02,1.55,0.6,0.38,0.32,0.63,114547,11673,W,,,
296,1.66,-0.17,-1.11,25.63,-78.44,-7.5,0.02,10.02,1.55,0.6,0.38,0.32,0.63,114587,11713,W,,,
297,1.66,-0.17,-1.11,25.63,-78.44,-7.5,-1.02,13.23,1.78,0.6,0.38,0.32,0.63,114626,11752,W,,,
298,1.66,-0.17,-1.11,34.31,-91.81,-1,-1.02,13.23,1.78,0.6,0.38,0.32,0.63,114665,11791,W,,,
299,1.66,-0.17,-1.11,34.31,-91.81,-1,-0.06,12.09,2.63,0.6,0.38,0.32,0.63,114706,11832,W,,,
300,1.55,0.1,-1.51,34.31,-91.81,-1,-0.06,12.09,2.63,0.6,0.38,0.32,0.63,114746,11872,W,,,
301,1.55,0.1,-1.51,34.31,-91.81,-1,-0.06,11.24,3.31,0.6,0.38,0.32,0.63,114785,11911,W,,,
302,1.55,0.1,-1.51,34.31,-91.81,-1,-0.14,10.32,3.43,0.6,0.38,0.32,0.63,114824,11950,W,,,
303,0.92,-1.54,-0.72,34.31,-91.81,-1,-0.14,10.32,3.43,0.6,0.38,0.32,0.63,114865,11991,W,,,
304,0.38,-0.87,-0.33,34.31,-91.81,-1,-0.14,10.32,3.43,0.6,0.38,0.32,0.63,114905,12031,W,,,
305,0.38,-0.87,-0.33,34.31,-91.81,-1,0.63,9.06,3.96,0.6,0.38,0.32,0.63,114946,12072,W,,,
306,0.38,-0.87,-0.33,34.31,-91.81,-1,0.59,9.44,3.73,0.6,0.38,0.32,0.63,114984,12110,W,,,
307,0.38,-0.87,-0.33,34.31,-91.81,-1,0.55,9.55,3.5,0.6,0.38,0.32,0.63,115023,12149,W,,,
308,-0.46,-0.04,0.39,34.31,-91.81,-1,0.55,9.55,3.5,0.6,0.38,0.32,0.63,115063,12189,W,,,
309,-0.69,-0.22,0.8,34.31,-91.81,-1,0.55,9.55,3.5,0.6,0.38,0.32,0.63,115102,12228,W,,,
310,-0.69,-0.22,0.8,34.31,-91.81,-1,0.44,9.21,3.27,0.6,0.38,0.32,0.63,115143,12269,W,,,
311,-0.69,-0.22,0.8,34.31,-91.81,-1,0.13,10.67,3.31,0.6,0.38,0.32,0.63,115183,12309,W,,,
312,-0.69,-0.22,0.8,34.31,-91.81,-1,0.02,11.39,2.93,0.6,0.38,0.32,0.63,115221,12347,W,,,
313,-1.05,0.01,1.26,34.31,-91.81,-1,0.02,11.39,2.93,0.6,0.38,0.32,0.63,115262,12388,W,,,
314,-1.05,0.01,1.26,34.31,-91.81,-1,-0.1,14.69,3.16,0.6,0.38,0.32,0.63,115303,12429,W,,,
315,-1.19,0.44,1.39,34.31,-91.81,-1,-0.1,14.69,3.16,0.6,0.38,0.32,0.63,115342,12468,W,,,
316,-1.19,0.44,1.39,34.31,-91.81,-1,0.55,11.78,1.93,0.6,0.38,0.32,0.63,115382,12508,W,,,
317,-1.19,0.44,1.39,34.31,-91.81,-1,0.44,11.7,1.97,0.6,0.38,0.32,0.63,115421,12547,W,,,
318,-0.94,1,1.04,34.31,-91.81,-1,0.44,11.7,1.97,0.6,0.38,0.32,0.63,115461,12587,W,,,
319,-0.76,0.87,0.79,34.31,-91.81,-1,0.44,11.7,1.97,0.6,0.38,0.32,0.63,115501,12627,W,,,
320,-0.76,0.87,0.79,34.31,-91.81,-1,0.4,8.37,1.09,0.6,0.38,0.32,0.63,115540,12666,W,,,
321,-0.76,0.87,0.79,34.31,-91.81,-1,0.36,8.1,0.71,0.6,0.38,0.32,0.63,115580,12706,W,,,
322,-0.76,0.87,0.79,34.31,-91.81,-1,0.44,8.21,0.79,0.6,0.38,0.32,0.63,115618,12744,W,,,
323,0.11,0.31,-0.17,34.31,-91.81,-1,0.44,8.21,0.79,0.6,0.38,0.32,0.63,115657,12783,W,,,
324,0.11,0.31,-0.17,34.31,-91.81,-1,0.13,8.95,0.63,0.6,0.38,0.32,0.63,115696,12822,W,,,
325,0.11,0.31,-0.17,34.31,-91.81,-1,0.17,9.52,0.75,0.6,0.38,0.32,0.63,115735,12861,W,,,
326,0.11,0.31,-0.17,34.31,-91.81,-1,0.25,9.86,1.09,0.6,0.38,0.32,0.63,115773,12899,W,,,
327,1.22,-0.32,-1.07,34.31,-91.81,-1,0.25,9.86,1.09,0.6,0.38,0.32,0.63,115812,12938,W,,,
328,1.35,-0.59,-1.25,34.31,-91.81,-1,0.25,9.86,1.09,0.6,0.38,0.32,0.63,115852,12978,W,,,
329,1.35,-0.59,-1.25,34.31,-91.81,-1,-0.4,13.66,1.02,0.6,0.38,0.32,0.63,115891,13017,W,,,
330,1.35,-0.59,-1.25,34.31,-91.81,-1,0.29,11.01,1.93,0.6,0.38,0.32,0.63,115932,13058,W,,,
331,1.35,-0.59,-1.25,34.31,-91.81,-1,0.86,9.75,3.16,0.6,0.38,0.32,0.63,115970,13096,W,,,
332,1.27,-0.34,-1.03,34.31,-91.81,-1,0.86,9.75,3.16,0.6,0.38,0.32,0.63,116009,13135,W,,,
333,1.27,-0.34,-1.03,34.31,-91.81,-1,-0.06,10.71,2.85,0.6,0.38,0.32,0.63,116050,13176,W,,,
334,0.65,-0.7,-0.39,34.31,-91.81,-1,-0.06,10.71,2.85,0.6,0.38,0.32,0.63,116091,13217,W,,,
335,0.65,-0.7,-0.39,34.31,-91.81,-1,0.36,9.02,4,0.6,0.38,0.32,0.63,116131,13257,W,,,
336,0.65,-0.7,-0.39,34.31,-91.81,-1,0.29,8.98,4.04,0.6,0.38,0.32,0.63,116170,13296,W,,,
337,0.1,-0.27,-0.18,34.31,-91.81,-1,0.29,8.98,4.04,0.6,0.38,0.32,0.63,116210,13336,W,,,
338,-0.18,-0.08,0.1,34.31,-91.81,-1,0.29,8.98,4.04,0.6,0.38,0.32,0.63,116250,13376,W,,,
339,-0.18,-0.08,0.1,34.31,-91.81,-1,0.25,9.55,3.81,0.6,0.38,0.32,0.63,116290,13416,W,,,
340,-0.18,-0.08,0.1,34.31,-91.81,-1,0.44,9.33,4,0.6,0.38,0.32,0.63,116331,13457,W,,,
341,-0.18,-0.08,0.1,34.31,-91.81,-1,0.36,9.75,4,0.6,0.38,0.32,0.63,116369,13495,W,,,
342,-0.93,0.49,0.83,34.31,-91.81,-1,0.36,9.75,4,0.6,0.38,0.32,0.63,116409,13535,W,,,
343,-0.93,0.49,0.83,34.31,-91.81,-1,0.29,11.09,3.62,0.6,0.38,0.32,0.63,116448,13574,W,,,
344,-0.93,0.49,0.83,34.31,-91.81,-1,0.13,12.93,3.62,0.6,0.38,0.32,0.63,116487,13613,W,,,
345,-0.93,0.49,0.83,34.31,-91.81,-1,0.05,12.39,2.55,0.6,0.38,0.32,0.63,116526,13652,W,,,
346,-0.93,0.49,0.83,34.31,-91.81,-1,0.59,10.59,2.36,0.6,0.38,0.32,0.63,116563,13689,W,,,
347,-1.38,0.13,1.41,34.31,-91.81,-1,0.59,10.59,2.36,0.6,0.38,0.32,0.63,116602,13728,W,,,
348,-1.38,0.13,1.41,34.31,-91.81,-1,0.82,11.82,2.43,0.6,0.38,0.32,0.63,116643,13769,W,,,
349,-1.38,0.13,1.41,34.31,-91.81,-1,0.59,9.02,1.36,0.6,0.38,0.32,0.63,116683,13809,W,,,
350,-1.38,0.13,1.41,34.31,-91.81,-1,0.67,8.83,1.44,0.6,0.38,0.32,0.63,116720,13846,W,,,
351,-1.01,0.55,0.91,34.31,-91.81,-1,0.67,8.83,1.44,0.6,0.38,0.32,0.63,116760,13886,W,,,
352,-1.01,0.55,0.91,34.31,-91.81,-1,0.44,8.52,0.98,0.6,0.38,0.32,0.63,116800,13926,W,,,
353,-0.22,0,0.2,34.31,-91.81,-1,0.44,8.52,0.98,0.6,0.38,0.32,0.63,116840,13966,W,,,
354,-0.22,0,0.2,34.31,-91.81,-1,0.29,8.18,0.9,0.6,0.38,0.32,0.63,116879,14005,W,,,
355,-0.22,0,0.2,34.31,-91.81,-1,0.29,8.37,1.13,0.6,0.38,0.32,0.63,116917,14043,W,,,
356,-0.22,0,0.2,34.31,-91.81,-1,0.09,8.52,1.21,0.6,0.38,0.32,0.63,116957,14083,W,,,
357,1.04,-0.27,-0.93,34.31,-91.81,-1,0.09,8.52,1.21,0.6,0.38,0.32,0.63,116995,14121,W,,,
358,1.04,-0.27,-0.93,34.31,-91.81,-1,-0.25,10.05,1.86,0.6,0.38,0.32,0.63,117035,14161,W,,,
359,1.04,-0.27,-0.93,34.31,-91.81,-1,-0.4,10.44,1.93,0.6,0.38,0.32,0.63,117072,14198,W,,,
360,1.45,-0.67,-1.46,34.31,-91.81,-1,-0.4,10.44,1.93,0.6,0.38,0.32,0.63,117114,14240,W,,,
361,1.72,-1.03,-1.79,34.31,-91.81,-1,-0.4,10.44,1.93,0.6,0.38,0.32,0.63,117154,14280,W,,,
362,1.72,-1.03,-1.79,34.31,-91.81,-1,0.36,10.71,2.43,0.6,0.38,0.32,0.63,117194,14320,W,,,
363,1.72,-1.03,-1.79,34.31,-91.81,-1,0.9,10.36,3.73,0.6,0.38,0.32,0.63,117234,14360,W,,,
364,1.72,-1.03,-1.79,34.31,-91.81,-1,0.63,11.05,3.85,0.6,0.38,0.32,0.63,117273,14399,W,,,
365,0.87,-0.48,-0.82,34.31,-91.81,-1,0.63,11.05,3.85,0.6,0.38,0.32,0.63,117312,14438,W,,,
366,0.56,-0.75,-0.34,34.31,-91.81,-1,0.63,11.05,3.85,0.6,0.38,0.32,0.63,117352,14478,W,,,
367,0.56,-0.75,-0.34,34.31,-91.81,-1,0.67,8.91,3.5,0.6,0.38,0.32,0.63,117393,14519,W,,,
368,0.25,-0.77,-0.1,34.31,-91.81,-1,0.67,8.91,3.5,0.6,0.38,0.32,0.63,117432,14558,W,,,
369,0.25,-0.77,-0.1,34.31,-91.81,-1,0.29,9.06,3.77,0.6,0.38,0.32,0.63,117470,14596,W,,,
370,0.04,-0.77,0.1,34.31,-91.81,-1,0.29,9.06,3.77,0.6,0.38,0.32,0.63,117510,14636,W,,,
371,0.04,-0.77,0.1,34.31,-91.81,-1,0.29,8.95,3.89,0.6,0.38,0.32,0.63,117551,14677,W,,,
372,-0.61,-0.26,0.85,34.31,-91.81,-1,0.29,8.95,3.89,0.6,0.38,0.32,0.63,117588,14714,W,,,
373,-0.61,-0.26,0.85,34.31,-91.81,-1,0.02,10.29,3.96,0.6,0.38,0.32,0.63,117628,14754,W,,,
374,-0.61,-0.26,0.85,34.31,-91.81,-1,-0.21,10.71,3.77,0.6,0.38,0.32,0.63,117667,14793,W,,,
375,-1.19,-0.42,1.33,34.31,-91.81,-1,-0.21,10.71,3.77,0.6,0.38,0.32,0.63,117709,14835,W,,,
376,-1.3,-0.58,1.22,34.31,-91.81,-1,-0.21,10.71,3.77,0.6,0.38,0.32,0.63,117750,14876,W,,,
377,-1.3,-0.58,1.22,34.31,-91.81,-1,0.32,11.97,3.12,0.6,0.38,0.32,0.63,117791,14917,W,,,
378,-1.3,-0.58,1.22,34.31,-91.81,-1,0.82,11.01,2.7,0.6,0.38,0.32,0.63,117832,14958,W,,,
379,-1.3,-0.58,1.22,34.31,-91.81,-1,0.9,11.09,2.43,0.6,0.38,0.32,0.63,117871,14997,W,,,
380,-1.23,0.19,1.28,34.31,-91.81,-1,0.9,11.09,2.43,0.6,0.38,0.32,0.63,117912,15038,W,,,
381,-1.1,0,1.12,34.31,-91.81,-1,0.9,11.09,2.43,0.6,0.38,0.32,0.63,117952,15078,W,,,
382,-1.1,0,1.12,34.31,-91.81,-1,0.86,8.91,1.51,0.6,0.38,0.32,0.63,117992,15118,W,,,
383,-1.1,0,1.12,34.31,-91.81,-1,1.13,8.6,1.55,0.6,0.38,0.32,0.63,118032,15158,W,,,
384,-1.1,0,1.12,34.31,-91.81,-1,1.24,8.52,1.93,0.6,0.38,0.32,0.63,118070,15196,W,,,
385,-0.45,-0.87,-0.31,34.31,-91.81,-1,1.24,8.52,1.93,0.6,0.38,0.32,0.63,118109,15235,W,,,
386,-0.45,-0.87,-0.31,34.31,-91.81,-1,1.63,8.71,2.55,0.6,0.38,0.32,0.63,118151,15277,W,,,
387,-0.08,-1.36,-1.11,34.31,-91.81,-1,1.63,8.71,2.55,0.6,0.38,0.32,0.63,118190,15316,T,,,
388,-0.08,-1.36,-1.11,34.31,-91.81,-1,3.23,8.68,3.58,0.6,0.38,0.32,0.63,118231,15357,T,,,
389,-0.08,-1.36,-1.11,34.31,-91.81,-1,3.66,8.75,3.81,0.6,0.38,0.32,0.63,118268,15394,T,,,
390,-0.13,-1.09,-1.26,34.31,-91.81,-1,3.66,8.75,3.81,0.6,0.38,0.32,0.63,118309,15435,T,,,
391,-0.34,-1.13,-1.33,34.31,-91.81,-1,3.66,8.75,3.81,0.6,0.38,0.32,0.63,118349,15475,T,,,
392,-0.34,-1.13,-1.33,34.31,-91.81,-1,4.46,9.9,4.73,0.6,0.38,0.32,0.63,118390,15516,T,,,
393,-0.34,-1.13,-1.33,34.31,-91.81,-1,4.46,9.9,4.58,0.6,0.38,0.32,0.63,118431,15557,T,,,
394,-0.34,-1.13,-1.33,34.31,-91.81,-1,3.93,7.91,5.46,0.6,0.38,0.32,0.63,118469,15595,T,,,
395,-0.34,-1.13,-1.33,19.5,-53.5,17.94,3.93,7.91,5.46,0.6,0.38,0.32,0.63,118510,15636,T,,,
396,-0.34,-1.13,-1.33,19.5,-53.5,17.94,3.04,7.22,5.23,0.6,0.38,0.32,0.63,118551,15677,T,,,
397,-0.65,-0.85,-0.37,19.5,-53.5,17.94,3.04,7.22,5.23,0.6,0.38,0.32,0.63,118591,15717,T,,,
398,-0.65,-0.85,-0.37,19.5,-53.5,17.94,3.39,7.57,5.77,0.6,0.38,0.32,0.63,118631,15757,T,,,
399,-0.65,-0.85,-0.37,19.5,-53.5,17.94,3.77,8.25,6.26,0.6,0.38,0.32,0.63,118670,15796,T,,,
400,-1.18,-0.83,0.06,19.5,-53.5,17.94,3.77,8.25,6.26,0.6,0.38,0.32,0.63,118711,15837,T,,,
401,-1.65,-0.79,0.65,19.5,-53.5,17.94,3.77,8.25,6.26,0.6,0.38,0.32,0.63,118751,15877,T,,,
402,-1.65,-0.79,0.65,19.5,-53.5,17.94,4.65,7.22,7.64,0.6,0.38,0.32,0.63,118790,15916,T,,,
403,-1.65,-0.79,0.65,19.5,-53.5,17.94,4,5.61,7.07,0.6,0.38,0.32,0.63,118830,15956,T,,,
404,-1.65,-0.79,0.65,19.5,-53.5,17.94,3.46,4.35,6.26,0.6,0.38,0.32,0.63,118867,15993,T,,,
405,-1.01,-0.07,0.65,19.5,-53.5,17.94,3.46,4.35,6.26,0.6,0.38,0.32,0.63,118907,16033,T,,,
406,-0.42,-0.39,0.24,19.5,-53.5,17.94,3.46,4.35,6.26,0.6,0.38,0.32,0.63,118947,16073,T,,,
407,-0.42,-0.39,0.24,19.5,-53.5,17.94,2.89,3.46,4.58,0.6,0.38,0.32,0.63,118989,16115,T,,,
408,-0.42,-0.39,0.24,19.5,-53.5,17.94,3.08,3.08,4.46,0.6,0.38,0.32,0.63,119029,16155,T,,,
409,-0.42,-0.39,0.24,19.5,-53.5,17.94,3.85,3.73,6.11,0.6,0.38,0.32,0.63,119067,16193,T,,,
410,0.53,0.07,-0.31,19.5,-53.5,17.94,3.85,3.73,6.11,0.6,0.38,0.32,0.63,119106,16232,T,,,
411,0.53,0.07,-0.31,19.5,-53.5,17.94,4.92,5.04,7.45,0.6,0.38,0.32,0.63,119147,16273,T,,,
