,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,,0
19,0.13,-0.01,-0.03,-58.38,18.75,57.75,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,465863,761,S,,,
20,-0.02,-0.01,0,-58.38,18.75,57.75,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,465904,802,S,,,
21,-0.04,0,0.02,-58.38,18.75,57.75,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,465944,842,S,,,
22,-0.04,0,0.02,-58.38,18.75,57.75,-9.27,0.48,2.98,0.18,0.56,-0.2,0.78,465983,881,W,,,
23,-0.04,0,0.02,-58.38,18.75,57.75,-9.27,0.48,3.02,0.18,0.56,-0.2,0.78,466023,921,W,,,
24,-0.04,0,0.02,-58.88,18.06,59.63,-9.27,0.48,3.02,0.18,0.56,-0.2,0.78,466062,960,W,,,
25,-0.01,0,0,-58.88,18.06,59.63,-9.27,0.48,3.02,0.18,0.56,-0.2,0.78,466102,1000,W,,,
26,-0.01,0,0,-58.88,18.06,59.63,-9.23,0.48,3.02,0.18,0.56,-0.2,0.78,466141,1039,W,,,
27,-0.01,0,0,-58.88,18.06,59.63,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,466182,1080,W,,,
28,-0.01,0,0,-58.88,18.06,59.63,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,466221,1119,W,,,
29,-0.01,0.02,-0.01,-58.88,18.06,59.63,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,466260,1158,W,,,
30,-0.03,0.03,0,-58.88,18.06,59.63,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,466301,1199,W,,,
31,-0.03,0.03,0,-58.88,18.06,59.63,-9.23,0.48,2.98,0.18,0.56,-0.2,0.78,466340,1238,W,,,
32,-0.03,0.03,0,-58.88,18.06,59.63,-9.23,0.44,2.94,0.18,0.56,-0.2,0.78,466381,1279,W,,,
33,-0.03,0.03,0,-58.88,18.06,59.63,-9.23,0.48,2.94,0.18,0.56,-0.2,0.78,466420,1318,W,,,
34,-0.06,-0.01,0.02,-58.88,18.06,59.63,-9.23,0.48,2.94,0.18,0.56,-0.2,0.78,466460,1358,W,,,
35,-0.06,-0.01,0.02,-58.88,18.06,59.63,-9.23,0.44,2.94,0.18,0.56,-0.2,0.78,466501,1399,W,,,
36,-0.06,-0.01,0.02,-58.88,18.06,59.63,-9.27,0.44,2.86,0.18,0.56,-0.2,0.78,466542,1440,W,,,
37,-0.06,-0.01,0.02,-58.88,18.06,59.63,-9.31,0.36,2.82,0.18,0.56,-0.2,0.78,466582,1480,W,,,
38,-0.06,-0.01,0.02,-58.88,18.06,59.63,-9.43,0.21,2.67,0.18,0.56,-0.2,0.78,466621,1519,W,,,
39,0.03,-0.26,0.81,-58.88,18.06,59.63,-9.43,0.21,2.67,0.18,0.56,-0.2,0.78,466662,1560,W,,,
40,0.03,-0.26,0.81,-58.88,18.06,59.63,-11.38,-0.25,3.63,0.18,0.56,-0.2,0.78,466702,1600,W,,,
41,0.88,-1.58,3.13,-58.88,18.06,59.63,-11.38,-0.25,3.63,0.18,0.56,-0.2,0.78,466743,1641,W,,,
42,0.88,-1.58,3.13,-58.88,18.06,59.63,-12.84,-5.84,5.62,0.18,0.56,-0.2,0.78,466784,1682,W,,,
43,0.88,-1.58,3.13,-58.88,18.06,59.63,-7.55,-6.57,1.79,0.18,0.56,-0.2,0.78,466824,1722,W,,,
44,0.88,-1.58,3.13,-56.31,23.56,73.44,-7.55,-6.57,1.79,0.18,0.56,-0.2,0.78,466865,1763,W,,,
45,0.96,0.19,-1.67,-56.31,23.56,73.44,-7.55,-6.57,1.79,0.18,0.56,-0.2,0.78,466905,1803,W,,,
46,0.96,0.19,-1.67,-56.31,23.56,73.44,-10.27,0.29,4.32,0.18,0.56,-0.2,0.78,466945,1843,W,,,
47,0.96,0.19,-1.67,-56.31,23.56,73.44,-11.61,1.09,4.05,0.18,0.56,-0.2,0.78,466985,1883,W,,,
48,0.96,0.19,-1.67,-56.31,23.56,73.44,-10.12,3.43,2.94,0.18,0.56,-0.2,0.78,467026,1924,W,,,
49,0.96,0.19,-1.67,-56.31,23.56,73.44,-9.81,4.04,3.9,0.18,0.56,-0.2,0.78,467066,1964,W,,,
50,0.14,0.1,-1.48,-56.31,23.56,73.44,-9.81,4.04,3.9,0.18,0.56,-0.2,0.78,467106,2004,W,,,
51,0.14,0.1,-1.48,-56.31,23.56,73.44,-9.23,2.63,2.86,0.18,0.56,-0.2,0.78,467148,2046,W,,,
52,-0.92,0.35,-1.13,-56.31,23.56,73.44,-9.23,2.63,2.86,0.18,0.56,-0.2,0.78,467188,2086,W,,,
53,-0.92,0.35,-1.13,-56.31,23.56,73.44,-9.16,3.89,4.59,0.18,0.56,-0.2,0.78,467229,2127,W,,,
54,-0.92,0.35,-1.13,-56.31,23.56,73.44,-10.54,4.16,4.47,0.18,0.56,-0.2,0.78,467269,2167,W,,,
55,-0.76,0.04,-1.14,-56.31,23.56,73.44,-10.54,4.16,4.47,0.18,0.56,-0.2,0.78,467310,2208,W,,,
56,0.55,0.13,1.03,-56.31,23.56,73.44,-10.54,4.16,4.47,0.18,0.56,-0.2,0.78,467351,2249,W,,,
57,0.55,0.13,1.03,-56.31,23.56,73.44,-8.82,3.85,5.32,0.18,0.56,-0.2,0.78,467391,2289,W,,,
58,0.55,0.13,1.03,-56.31,23.56,73.44,-8.63,-2.89,2.48,0.18,0.56,-0.2,0.78,467431,2329,W,,,
59,0.55,0.13,1.03,-56.31,23.56,73.44,-12.57,1.82,6.08,0.18,0.56,-0.2,0.78,467470,2368,W,,,
60,0.28,0.32,0.48,-56.31,23.56,73.44,-12.57,1.82,6.08,0.18,0.56,-0.2,0.78,467510,2408,W,,,
61,0.28,0.26,0.38,-56.31,23.56,73.44,-12.57,1.82,6.08,0.18,0.56,-0.2,0.78,467550,2448,W,,,
62,0.28,0.26,0.38,-56.31,23.56,73.44,-9.43,0.44,3.25,0.18,0.56,-0.2,0.78,467590,2488,W,,,
63,0.28,0.26,0.38,-56.31,23.56,73.44,-9.35,0.29,2.82,0.18,0.56,-0.2,0.78,467631,2529,W,,,
64,0.28,0.26,0.38,-56.31,23.56,73.44,-9.23,0.4,3.05,0.18,0.56,-0.2,0.78,467668,2566,W,,,
65,-0.05,0.03,0.02,-56.31,23.56,73.44,-9.23,0.4,3.05,0.18,0.56,-0.2,0.78,467708,2606,W,,,
66,-0.05,0.03,0.02,-56.31,23.56,73.44,-9.23,0.44,3.02,0.18,0.56,-0.2,0.78,467749,2647,W,,,
67,-0.05,0.03,0.02,-56.31,23.56,73.44,-9.27,0.36,2.94,0.18,0.56,-0.2,0.78,467790,2688,W,,,
68,-0.05,0.03,0.02,-56.31,23.56,73.44,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,467830,2728,W,,,
69,-0.05,0.03,0.02,-56.31,23.56,73.44,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,467869,2767,W,,,
70,-0.04,-0.01,0.03,-56.31,23.56,73.44,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,467909,2807,W,,,
71,-0.04,-0.01,0.03,-56.31,23.56,73.44,-9.23,0.4,2.94,0.18,0.56,-0.2,0.78,467950,2848,W,,,
72,-0.02,-0.1,0.07,-56.31,23.56,73.44,-9.23,0.4,2.94,0.18,0.56,-0.2,0.78,467990,2888,W,,,
73,-0.02,-0.1,0.07,-56.31,23.56,73.44,-9.23,0.4,2.98,0.18,0.56,-0.2,0.78,468031,2929,W,,,
74,-0.02,-0.1,0.07,-56.31,23.56,73.44,-9.27,0.4,2.98,0.18,0.56,-0.2,0.78,468070,2968,W,,,
75,-0.03,-0.06,0.17,-56.31,23.56,73.44,-9.27,0.4,2.98,0.18,0.56,-0.2,0.78,468111,3009,W,,,
76,-0.15,-0.23,0.73,-56.31,23.56,73.44,-9.27,0.4,2.98,0.18,0.56,-0.2,0.78,468151,3049,W,,,
77,-0.15,-0.23,0.73,-56.31,23.56,73.44,-11.46,-0.55,3.63,0.18,0.56,-0.2,0.78,468191,3089,W,,,
78,-0.15,-0.23,0.73,-56.31,23.56,73.44,-13.83,0.06,4.16,0.18,0.56,-0.2,0.78,468232,3130,W,,,
79,-0.15,-0.23,0.73,-56.31,23.56,73.44,-16.71,-5.54,7.15,0.18,0.56,-0.2,0.78,468273,3171,W,,,
80,-0.15,-0.23,0.73,-45,-7.38,56.94,-16.71,-5.54,7.15,0.18,0.56,-0.2,0.78,468314,3212,W,,,
81,-0.6,-0.69,-0.78,-45,-7.38,56.94,-16.71,-5.54,7.15,0.18,0.56,-0.2,0.78,468356,3254,W,,,
82,-0.6,-0.69,-0.78,-45,-7.38,56.94,-8.28,-4.31,2.56,0.18,0.56,-0.2,0.78,468399,3297,W,,,
83,-0.32,-0.11,-1.86,-45,-7.38,56.94,-8.28,-4.31,2.56,0.18,0.56,-0.2,0.78,468440,3338,W,,,
84,-0.32,-0.11,-1.86,-45,-7.38,56.94,-10.84,0.13,3.09,0.18,0.56,-0.2,0.78,468482,3380,W,,,
85,-0.32,-0.11,-1.86,-45,-7.38,56.94,-10.27,1.25,3.4,0.18,0.56,-0.2,0.78,468523,3421,W,,,
86,-0.32,-0.11,-1.86,-15.31,-10.31,15.75,-10.27,1.25,3.4,0.18,0.56,-0.2,0.78,468564,3462,W,,,
87,-1.04,0.44,-1.14,-15.31,-10.31,15.75,-10.27,1.25,3.4,0.18,0.56,-0.2,0.78,468606,3504,W,,,
88,-1.04,0.44,-1.14,-15.31,-10.31,15.75,-7.89,3.77,4.24,0.18,0.56,-0.2,0.78,468648,3546,W,,,
89,-1.04,0.44,-1.14,-15.31,-10.31,15.75,-11.65,4.12,5.2,0.18,0.56,-0.2,0.78,468690,3588,W,,,
90,-1.04,0.44,-1.14,-15.31,-10.31,15.75,-7.21,7.57,2.9,0.18,0.56,-0.2,0.78,468731,3629,W,,,
91,-1.04,0.44,-1.14,-15.31,-10.31,15.75,-6.44,8.83,1.75,0.18,0.56,-0.2,0.78,468771,3669,W,,,
92,-1.04,0.44,-1.14,2.25,-5.06,4.31,-6.44,8.83,1.75,0.18,0.56,-0.2,0.78,468812,3710,W,,,
93,0.86,-0.74,0.84,2.25,-5.06,4.31,-6.44,8.83,1.75,0.18,0.56,-0.2,0.78,468851,3749,W,,,
94,0.25,1.05,0.85,2.25,-5.06,4.31,-6.44,8.83,1.75,0.18,0.56,-0.2,0.78,468889,3787,W,,,
95,0.25,1.05,0.85,2.25,-5.06,4.31,-11.38,0.1,2.75,0.18,0.56,-0.2,0.78,468928,3826,W,,,
96,0.25,1.05,0.85,2.25,-5.06,4.31,-9.58,0.13,3.13,0.18,0.56,-0.2,0.78,468966,3864,W,,,
97,0.06,0.17,0.15,2.25,-5.06,4.31,-9.58,0.13,3.13,0.18,0.56,-0.2,0.78,469005,3903,W,,,
98,-0.09,0.14,0.13,2.25,-5.06,4.31,-9.58,0.13,3.13,0.18,0.56,-0.2,0.78,469044,3942,W,,,
99,-0.09,0.14,0.13,2.25,-5.06,4.31,-9.39,0.32,2.9,0.18,0.56,-0.2,0.78,469082,3980,W,,,
100,-0.09,0.14,0.13,2.25,-5.06,4.31,-9.23,0.29,3.02,0.18,0.56,-0.2,0.78,469120,4018,W,,,
101,-0.09,0.14,0.13,2.25,-5.06,4.31,-9.27,0.32,3.02,0.18,0.56,-0.2,0.78,469157,4055,W,,,
102,-0.09,0.14,0.13,2.25,-5.06,4.31,-9.23,0.32,3.02,0.18,0.56,-0.2,0.78,469196,4094,W,,,
103,-0.03,0.04,-0.01,2.25,-5.06,4.31,-9.23,0.32,3.02,0.18,0.56,-0.2,0.78,469235,4133,W,,,
104,-0.03,0.04,-0.01,2.25,-5.06,4.31,-9.23,0.25,2.98,0.18,0.56,-0.2,0.78,469274,4172,W,,,
105,-0.03,0.04,-0.01,2.25,-5.06,4.31,-9.23,0.29,2.98,0.18,0.56,-0.2,0.78,469312,4210,W,,,
106,-0.03,0.02,0.02,2.25,-5.06,4.31,-9.23,0.29,2.98,0.18,0.56,-0.2,0.78,469350,4248,W,,,
107,-0.03,0.02,0.02,2.25,-5.06,4.31,-9.2,0.29,2.98,0.18,0.56,-0.2,0.78,469390,4288,W,,,
108,-0.03,0.02,0.02,2.25,-5.06,4.31,-9.23,0.25,2.9,0.18,0.56,-0.2,0.78,469428,4326,W,,,
109,-0.03,0.02,0.02,2.25,-5.06,4.31,-9.27,0.25,2.82,0.18,0.56,-0.2,0.78,469465,4363,W,,,
110,-0.07,-0.2,0.25,2.25,-5.06,4.31,-9.27,0.25,2.82,0.18,0.56,-0.2,0.78,469504,4402,W,,,
111,-0.07,-0.2,0.25,2.25,-5.06,4.31,-9.62,0.13,2.79,0.18,0.56,-0.2,0.78,469543,4441,W,,,
112,-0.07,-0.2,0.25,2.25,-5.06,4.31,-10.35,1.02,2.94,0.18,0.56,-0.2,0.78,469581,4479,W,,,
113,-0.07,-0.2,0.25,2.25,-5.06,4.31,-15.06,0.32,3.09,0.18,0.56,-0.2,0.78,469620,4518,W,,,
114,-0.07,-0.2,0.25,2.25,-5.06,4.31,-14.52,-0.09,3.97,0.18,0.56,-0.2,0.78,469658,4556,W,,,
115,-0.18,-2,2.01,2.25,-5.06,4.31,-14.52,-0.09,3.97,0.18,0.56,-0.2,0.78,469698,4596,W,,,
116,-0.18,-2,2.01,2.25,-5.06,4.31,-3.49,-7.45,2.06,0.18,0.56,-0.2,0.78,469738,4636,W,,,
117,-0.18,-2,2.01,2.25,-5.06,4.31,-6.75,-6.84,3.02,0.18,0.56,-0.2,0.78,469778,4676,W,,,
118,-0.18,-2,2.01,2.25,-5.06,4.31,-7.7,-1.17,4.24,0.18,0.56,-0.2,0.78,469816,4714,W,,,
119,-0.29,0.15,-2.5,2.25,-5.06,4.31,-7.7,-1.17,4.24,0.18,0.56,-0.2,0.78,469856,4754,W,,,
120,-0.29,0.15,-2.5,2.25,-5.06,4.31,-11.3,2.2,4.39,0.18,0.56,-0.2,0.78,469896,4794,W,,,
121,-0.29,0.15,-2.5,2.25,-5.06,4.31,-10.39,3.73,4.09,0.18,0.56,-0.2,0.78,469937,4835,W,,,
122,-0.29,0.15,-2.5,2.25,-5.06,4.31,-8.43,4.08,3.94,0.18,0.56,-0.2,0.78,469977,4875,W,,,
123,-0.29,0.15,-2.5,2.25,-5.06,4.31,-5.06,3.85,1.95,0.18,0.56,-0.2,0.78,470014,4912,W,,,
124,0.61,1.99,0.19,2.25,-5.06,4.31,-5.06,3.85,1.95,0.18,0.56,-0.2,0.78,470053,4951,W,,,
125,0.61,1.99,0.19,2.25,-5.06,4.31,-20.23,4.96,6.58,0.18,0.56,-0.2,0.78,470093,4991,W,,,
126,0.11,-0.35,-1.86,2.25,-5.06,4.31,-20.23,4.96,6.58,0.18,0.56,-0.2,0.78,470131,5029,W,,,
127,0.11,-0.35,-1.86,2.25,-5.06,4.31,-9.27,5.57,1.45,0.18,0.56,-0.2,0.78,470170,5068,W,,,
128,0.11,-0.35,-1.86,2.25,-5.06,4.31,-6.29,8.45,1.79,0.18,0.56,-0.2,0.78,470207,5105,W,,,
129,0.5,0.27,1.43,2.25,-5.06,4.31,-6.29,8.45,1.79,0.18,0.56,-0.2,0.78,470246,5144,W,,,
130,0.5,0.27,1.43,2.25,-5.06,4.31,-10.73,-0.17,6.27,0.18,0.56,-0.2,0.78,470285,5183,W,,,
131,0.5,0.27,1.43,2.25,-5.06,4.31,-14.87,2.51,5.77,0.18,0.56,-0.2,0.78,470324,5222,W,,,
132,0.5,0.27,1.43,2.25,-5.06,4.31,-10.12,-0.13,2.59,0.18,0.56,-0.2,0.78,470361,5259,W,,,
133,0.1,-0.02,0.15,2.25,-5.06,4.31,-10.12,-0.13,2.59,0.18,0.56,-0.2,0.78,470400,5298,W,,,
134,0.1,-0.02,0.15,2.25,-5.06,4.31,-8.82,0.13,3.48,0.18,0.56,-0.2,0.78,470438,5336,W,,,
135,0.1,-0.02,0.15,2.25,-5.06,4.31,-9.62,0.1,2.79,0.18,0.56,-0.2,0.78,470477,5375,W,,,
136,0.1,-0.02,0.15,2.25,-5.06,4.31,-9.27,0.17,2.9,0.18,0.56,-0.2,0.78,470514,5412,W,,,
137,-0.09,0.02,0.04,2.25,-5.06,4.31,-9.27,0.17,2.9,0.18,0.56,-0.2,0.78,470553,5451,W,,,
138,-0.09,-0.04,0.06,2.25,-5.06,4.31,-9.27,0.17,2.9,0.18,0.56,-0.2,0.78,470592,5490,W,,,
139,-0.09,-0.04,0.06,2.25,-5.06,4.31,-9.23,0.21,2.98,0.18,0.56,-0.2,0.78,470631,5529,W,,,
140,-0.09,-0.04,0.06,2.25,-5.06,4.31,-9.27,0.17,2.9,0.18,0.56,-0.2,0.78,470670,5568,W,,,
141,-0.09,-0.04,0.06,2.25,-5.06,4.31,-9.23,0.21,3.02,0.18,0.56,-0.2,0.78,470708,5606,W,,,
142,0.01,0.04,0,2.25,-5.06,4.31,-9.23,0.21,3.02,0.18,0.56,-0.2,0.78,470747,5645,W,,,
143,0.01,0.04,0,2.25,-5.06,4.31,-9.27,0.17,2.94,0.18,0.56,-0.2,0.78,470786,5684,W,,,
144,0.01,0.04,0,2.25,-5.06,4.31,-9.23,0.17,2.94,0.18,0.56,-0.2,0.78,470824,5722,W,,,
145,0.01,0.04,0,2.25,-5.06,4.31,-9.31,0.17,2.9,0.18,0.56,-0.2,0.78,470861,5759,W,,,
146,0.04,0.13,-0.02,2.25,-5.06,4.31,-9.31,0.17,2.9,0.18,0.56,-0.2,0.78,470899,5797,W,,,
147,-0.02,-0.34,0.72,2.25,-5.06,4.31,-9.31,0.17,2.9,0.18,0.56,-0.2,0.78,470938,5836,W,,,
148,-0.02,-0.34,0.72,2.25,-5.06,4.31,-10.35,-2.16,5.13,0.18,0.56,-0.2,0.78,470976,5874,W,,,
149,-0.02,-0.34,0.72,2.25,-5.06,4.31,-10.69,-4.16,7.12,0.18,0.56,-0.2,0.78,471015,5913,W,,,
150,1.77,-0.91,0.53,2.25,-5.06,4.31,-10.69,-4.16,7.12,0.18,0.56,-0.2,0.78,471056,5954,W,,,
151,1.67,-1.09,-0.73,2.25,-5.06,4.31,-10.69,-4.16,7.12,0.18,0.56,-0.2,0.78,471096,5994,W,,,
152,1.67,-1.09,-0.73,2.25,-5.06,4.31,-9.08,-3.5,2.56,0.18,0.56,-0.2,0.78,471135,6033,W,,,
153,1.67,-1.09,-0.73,2.25,-5.06,4.31,-10.46,-2.51,2.18,0.18,0.56,-0.2,0.78,471175,6073,W,,,
154,1.67,-1.09,-0.73,2.25,-5.06,4.31,-10.35,-1.82,1.21,0.18,0.56,-0.2,0.78,471214,6112,W,,,
155,2,-0.63,-1.85,2.25,-5.06,4.31,-10.35,-1.82,1.21,0.18,0.56,-0.2,0.78,471254,6152,W,,,
156,2.29,-0.42,-2.07,2.25,-5.06,4.31,-10.35,-1.82,1.21,0.18,0.56,-0.2,0.78,471294,6192,W,,,
157,2.29,-0.42,-2.07,2.25,-5.06,4.31,-9.39,0.79,-0.36,0.18,0.56,-0.2,0.78,471333,6231,W,,,
158,2.29,-0.42,-2.07,2.25,-5.06,4.31,-11.5,1.32,0.38,0.18,0.56,-0.2,0.78,471373,6271,W,,,
159,2.29,-0.42,-2.07,2.25,-5.06,4.31,-13.72,1.82,1.83,0.18,0.56,-0.2,0.78,471411,6309,W,,,
160,2.38,0.08,-1.93,2.25,-5.06,4.31,-13.72,1.82,1.83,0.18,0.56,-0.2,0.78,471451,6349,W,,,
161,2.54,1.55,-1.28,2.25,-5.06,4.31,-13.72,1.82,1.83,0.18,0.56,-0.2,0.78,471491,6389,W,,,
162,2.54,1.55,-1.28,2.25,-5.06,4.31,-11.19,6.11,0.45,0.18,0.56,-0.2,0.78,471530,6428,W,,,
163,2.54,1.55,-1.28,2.25,-5.06,4.31,-16.05,8.1,13.86,0.18,0.56,-0.2,0.78,471568,6466,W,,,
164,2.54,1.55,-1.28,2.25,-5.06,4.31,-10.73,-1.25,0.95,0.18,0.56,-0.2,0.78,471606,6504,W,,,
165,-0.06,0.58,0.06,2.25,-5.06,4.31,-10.73,-1.25,0.95,0.18,0.56,-0.2,0.78,471646,6544,W,,,
166,-0.06,0.58,0.06,2.25,-5.06,4.31,-9.93,0.17,2.21,0.18,0.56,-0.2,0.78,471685,6583,W,,,
167,-0.06,0.58,0.06,2.25,-5.06,4.31,-9.31,0.25,2.67,0.18,0.56,-0.2,0.78,471725,6623,W,,,
168,-0.06,0.58,0.06,2.25,-5.06,4.31,-9.27,0.32,2.75,0.18,0.56,-0.2,0.78,471761,6659,W,,,
169,-0.01,-0.04,0.01,2.25,-5.06,4.31,-9.27,0.32,2.75,0.18,0.56,-0.2,0.78,471801,6699,W,,,
170,0.01,-0.07,0.01,2.25,-5.06,4.31,-9.27,0.32,2.75,0.18,0.56,-0.2,0.78,471839,6737,T,,,
171,0.01,-0.07,0.01,2.25,-5.06,4.31,-9.23,0.32,2.9,0.18,0.56,-0.2,0.78,471878,6776,T,,,
172,0.01,-0.07,0.01,2.25,-5.06,4.31,-9.23,0.32,2.9,0.18,0.56,-0.2,0.78,471916,6814,T,,,
173,0.01,-0.07,0.01,25.63,21.63,-11.94,-9.23,0.32,2.9,0.18,0.56,-0.2,0.78,471955,6853,T,,,
174,-0.01,-0.05,0.02,25.63,21.63,-11.94,-9.23,0.32,2.9,0.18,0.56,-0.2,0.78,471995,6893,T,,,
175,-0.01,-0.05,0.02,25.63,21.63,-11.94,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472036,6934,T,,,
176,-0.01,-0.05,0.02,25.63,21.63,-11.94,-9.31,0.32,2.79,0.18,0.56,-0.2,0.78,472076,6974,T,,,
177,-0.01,-0.05,0.02,25.63,21.63,-11.94,-9.16,0.36,2.98,0.18,0.56,-0.2,0.78,472116,7014,T,,,
178,-0.01,0,0,25.63,21.63,-11.94,-9.16,0.36,2.98,0.18,0.56,-0.2,0.78,472156,7054,T,,,
179,0,-0.01,0,25.63,21.63,-11.94,-9.16,0.36,2.98,0.18,0.56,-0.2,0.78,472196,7094,T,,,
180,0,-0.01,0,25.63,21.63,-11.94,-9.27,0.32,2.86,0.18,0.56,-0.2,0.78,472237,7135,T,,,
181,0,-0.01,0,25.63,21.63,-11.94,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472276,7174,T,,,
182,0,-0.01,0,25.63,21.63,-11.94,-9.2,0.36,2.98,0.18,0.56,-0.2,0.78,472316,7214,T,,,
183,0,-0.01,0,25.56,21.88,-14.25,-9.2,0.36,2.98,0.18,0.56,-0.2,0.78,472355,7253,T,,,
184,0,-0.01,0,25.56,21.88,-14.25,-9.27,0.36,2.9,0.18,0.56,-0.2,0.78,472395,7293,T,,,
185,0,-0.01,0,25.56,21.88,-14.25,-9.27,0.36,2.94,0.18,0.56,-0.2,0.78,472435,7333,T,,,
186,0,-0.01,0,25.56,21.88,-14.25,-9.23,0.36,3.02,0.18,0.56,-0.2,0.78,472475,7373,T,,,
187,0,-0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.98,0.18,0.56,-0.2,0.78,472513,7411,T,,,
188,0.02,0,-0.01,25.56,21.88,-14.25,-9.23,0.36,2.98,0.18,0.56,-0.2,0.78,472554,7452,T,,,
189,0.02,0,-0.01,25.56,21.88,-14.25,-9.23,0.4,3.02,0.18,0.56,-0.2,0.78,472595,7493,T,,,
190,0,0,-0.01,25.56,21.88,-14.25,-9.23,0.4,3.02,0.18,0.56,-0.2,0.78,472636,7534,T,,,
191,0,0,-0.01,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472676,7574,T,,,
192,0,0,-0.01,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472715,7613,T,,,
193,0.01,-0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472755,7653,T,,,
194,0,0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472796,7694,T,,,
195,0,0.01,0,25.56,21.88,-14.25,-9.27,0.36,2.94,0.18,0.56,-0.2,0.78,472836,7734,T,,,
196,0,0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472876,7774,T,,,
197,0,0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472914,7812,T,,,
198,0.01,-0.01,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472954,7852,T,,,
199,0.01,0,0,25.56,21.88,-14.25,-9.23,0.36,2.94,0.18,0.56,-0.2,0.78,472994,7892,T,,,
200,0.01,0,0,25.56,21.88,-14.25,-9.23,0.36,2.98,0.18,0.56,-0.2,0.78,473035,7933,T,,,
201,0.01,0,0,25.56,21.88,-14.25,-9.23,0.36,2.98,0.18,0.56,-0.2,0.78,473076,7974,T,,,
