,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label
0,0,0.02,0,0,-34.94,42.19,-8.43,1.97,4.51,0.52,-0.06,-0.85,0.05,107167,0,W
1,0,0.03,0,0,-34.94,42.19,-8.43,1.97,4.51,0.52,-0.06,-0.85,0.05,107207,40,W
2,0,0.03,0,0,-34.94,42.19,-8.47,1.93,4.47,0.52,-0.06,-0.85,0.05,107247,80,W
3,0,0.03,0,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107286,119,W
4,-0.01,0,0,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107326,159,W
5,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107367,200,W
6,0,0.02,-0.01,0,-34.94,42.19,-8.43,1.93,4.47,0.52,-0.06,-0.85,0.05,107407,240,W
7,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107448,281,W
8,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.89,4.43,0.52,-0.06,-0.85,0.05,107487,320,W
9,0,0.03,-0.01,0,-34.94,42.19,-8.47,1.89,4.43,0.52,-0.06,-0.85,0.05,107527,360,W
10,0,0.03,-0.01,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107568,401,W
11,-0.01,0.02,-0.02,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107609,442,W
12,-0.01,0.02,-0.02,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107649,482,W
13,-0.01,0.02,-0.02,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107687,520,W
14,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107728,561,W
15,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107768,601,W
16,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107808,641,W
17,0,0.01,-0.01,0,-34.94,42.19,-8.51,1.85,4.4,0.52,-0.06,-0.85,0.05,107849,682,W
18,0,0.01,-0.01,0,-34.94,42.19,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107888,721,W
19,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107927,760,W
20,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107967,800,W
21,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108007,840,W
22,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108047,880,W
23,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108086,919,W
24,0,0.01,0,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108126,959,W
25,0,0.01,0,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108168,1001,W
26,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108209,1042,W
27,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108249,1082,W
28,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108288,1121,W
29,0,0,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108328,1161,W
30,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108368,1201,W
31,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.89,4.43,0.52,-0.06,-0.85,0.05,108408,1241,W
32,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108448,1281,W
33,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,108487,1320,W
34,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.53,0.02,-0.82,0.21,108527,1360,W
35,0,0.01,-0.01,1.38,-35.38,43.31,-8.66,1.82,4.32,0.53,0.02,-0.82,0.21,108567,1400,W
36,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.66,1.82,4.32,0.53,0.02,-0.82,0.21,108607,1440,W
37,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.7,1.78,4.32,0.53,0.02,-0.82,0.21,108646,1479,W
38,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108685,1518,W
39,-0.01,-0.04,-0.07,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108726,1559,W
40,0,-0.03,-0.04,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108767,1600,W
41,0,-0.03,-0.04,1.38,-35.38,43.31,-8.7,1.55,4.13,0.53,0.02,-0.82,0.21,108807,1640,W
42,0,-0.03,-0.04,1.38,-35.38,43.31,-8.58,1.43,4.21,0.53,0.02,-0.82,0.21,108847,1680,W
43,0,-0.03,-0.04,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108886,1719,W
44,0.05,-0.06,-0.01,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108926,1759,W
45,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108966,1799,W
46,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.66,1.78,4.55,0.53,0.02,-0.82,0.21,109007,1840,W
47,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109046,1879,W
48,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.58,1.82,4.47,0.53,0.02,-0.82,0.21,109084,1917,W
49,-0.01,-0.02,0.05,1.38,-35.38,43.31,-8.58,1.82,4.47,0.53,0.02,-0.82,0.21,109124,1957,W
50,-0.01,-0.02,0.05,1.38,-35.38,43.31,-8.54,1.82,4.55,0.53,0.02,-0.82,0.21,109166,1999,W
51,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.54,1.82,4.55,0.53,0.02,-0.82,0.21,109206,2039,W
52,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109246,2079,W
53,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109284,2117,W
54,-0.02,-0.03,0.09,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109324,2157,W
55,-0.09,-0.06,0.22,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109364,2197,W
56,-0.09,-0.06,0.22,1.38,-35.38,43.31,-8.77,1.85,4.24,0.53,0.02,-0.82,0.21,109405,2238,W
57,-0.09,-0.06,0.22,1.38,-35.38,43.31,-9,1.82,4.09,0.53,0.02,-0.82,0.21,109446,2279,W
58,-0.09,-0.06,0.22,1.38,-35.38,43.31,-10.92,1.43,5.01,0.53,0.02,-0.82,0.21,109484,2317,W
59,0.48,-1.09,1.9,1.38,-35.38,43.31,-10.92,1.43,5.01,0.53,0.02,-0.82,0.21,109524,2357,W
60,0.48,-1.09,1.9,1.38,-35.38,43.31,-12.45,3.69,5.51,0.53,0.02,-0.82,0.21,109565,2398,W
61,0.19,-3.88,3.57,1.38,-35.38,43.31,-12.45,3.69,5.51,0.53,0.02,-0.82,0.21,109606,2439,W
62,0.19,-3.88,3.57,1.38,-35.38,43.31,-8.93,-1.63,2.52,0.53,0.02,-0.82,0.21,109645,2478,W
63,0.19,-3.88,3.57,1.38,-35.38,43.31,-10.08,-3.93,0.26,0.53,0.02,-0.82,0.21,109684,2517,W
64,-0.01,1.08,-0.72,1.38,-35.38,43.31,-10.08,-3.93,0.26,0.53,0.02,-0.82,0.21,109726,2559,W
65,-0.7,1.35,-1.7,1.38,-35.38,43.31,-10.08,-3.93,0.26,0.53,0.02,-0.82,0.21,109767,2600,W
66,-0.7,1.35,-1.7,1.38,-35.38,43.31,-8.01,1.39,4.21,0.53,0.02,-0.82,0.21,109807,2640,W
67,-0.7,1.35,-1.7,1.38,-35.38,43.31,-8.62,3.46,5.2,0.53,0.02,-0.82,0.21,109847,2680,W
68,-0.7,1.35,-1.7,1.38,-35.38,43.31,-9.2,5,5.7,0.53,0.02,-0.82,0.21,109886,2719,W
69,0.37,1.51,-2.68,1.38,-35.38,43.31,-9.2,5,5.7,0.53,0.02,-0.82,0.21,109926,2759,W
70,0.47,1.75,-1.96,1.38,-35.38,43.31,-9.2,5,5.7,0.53,0.02,-0.82,0.21,109966,2799,W
71,0.47,1.75,-1.96,1.38,-35.38,43.31,-7.82,3.65,3.25,0.53,0.02,-0.82,0.21,110007,2840,W
72,0.47,1.75,-1.96,1.38,-35.38,43.31,-14.75,7.41,6.89,0.53,0.02,-0.82,0.21,110046,2879,W
73,0.47,1.75,-1.96,1.38,-35.38,43.31,-7.97,6.11,5.32,0.53,0.02,-0.82,0.21,110085,2918,W
74,0.18,0.36,-0.97,1.38,-35.38,43.31,-7.97,6.11,5.32,0.53,0.02,-0.82,0.21,110125,2958,W
75,0.18,0.36,-0.97,1.38,-35.38,43.31,-5.63,8.21,6.08,0.53,0.02,-0.82,0.21,110166,2999,W
76,0.13,-0.47,0.51,1.38,-35.38,43.31,-5.63,8.21,6.08,0.53,0.02,-0.82,0.21,110205,3038,W
77,0.13,-0.47,0.51,1.38,-35.38,43.31,-9.92,1.43,4.66,0.53,0.02,-0.82,0.21,110245,3078,W
78,0.13,-0.47,0.51,1.38,-35.38,43.31,-9.96,-1.17,-0.81,0.53,0.02,-0.82,0.21,110283,3116,W
79,0.91,-2.11,1.68,1.38,-35.38,43.31,-9.96,-1.17,-0.81,0.53,0.02,-0.82,0.21,110325,3158,W
