,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,,0
0,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2551,0,S,,5410,5410
1,0,0,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,2588,37,S,,2520,7930
2,0,0,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,2627,76,S,,6470,14400
3,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2666,115,S,,2580,16980
4,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2703,152,S,,6010,22990
5,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2741,190,S,,2540,25530
6,0,0.01,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2780,229,S,,5160,30690
7,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2819,268,S,,1160,31850
8,0,0,0,-56.44,20.13,58.94,-9.58,0.17,2.21,0.01,0.62,0.01,0.78,2859,308,S,,,
9,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2897,346,S,,,
10,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2933,382,S,,,
11,0.01,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,2972,421,S,,,
12,0.01,0,0,-56.44,20.13,58.94,-9.54,0.17,2.18,0.01,0.62,0.01,0.78,3010,459,S,,,
13,0.01,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3049,498,S,,,
14,0.01,0,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3086,535,S,,,
15,0,-0.01,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3124,573,S,,,
16,0,-0.01,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3163,612,S,,,
17,0,-0.01,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3201,650,S,,,
18,0,-0.01,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3238,687,S,,,
19,0,0,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3278,727,S,,,
20,0,0,0,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3317,766,S,,,
21,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3355,804,S,,,
22,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3393,842,S,,,
23,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.25,0.01,0.62,0.01,0.78,3431,880,S,,,
24,0,0,0,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3470,919,S,,,
25,0,0.01,-0.01,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3509,958,S,,,
26,0,0.01,-0.01,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3548,997,S,,,
27,0,0.01,-0.01,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3586,1035,S,,,
28,0,0,-0.02,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3623,1072,S,,,
29,0,0,-0.02,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3662,1111,S,,,
30,0,-0.02,-0.01,-56.44,20.13,58.94,-9.54,0.13,2.21,0.01,0.62,0.01,0.78,3702,1151,S,,,
31,0,-0.02,-0.01,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3739,1188,S,,,
32,0,-0.02,-0.03,-56.44,20.13,58.94,-9.54,0.17,2.21,0.01,0.62,0.01,0.78,3778,1227,S,,,
33,0,-0.02,-0.03,-56.44,20.13,58.94,-9.54,0.13,2.25,0.01,0.62,0.01,0.78,3818,1267,S,,,
34,0,-0.02,-0.03,-56.44,20.13,58.94,-9.5,0.1,2.25,0.01,0.62,0.01,0.78,3858,1307,S,,,
35,0,-0.02,-0.03,-56.44,20.13,58.94,-9.46,0.1,2.29,0.01,0.62,0.01,0.78,3898,1347,S,,,
36,0,-0.02,-0.03,-56.44,20.13,58.94,-9.54,0.06,2.18,0.01,0.62,0.01,0.78,3935,1384,S,,,
37,0.02,0.01,0.01,-56.44,20.13,58.94,-9.54,0.06,2.18,0.01,0.62,0.01,0.78,3974,1423,S,,,
38,0.02,0.01,0.01,-56.44,20.13,58.94,-9.5,0.06,2.21,0.01,0.62,0.01,0.78,4012,1461,S,,,
39,0.02,0.01,0.01,-56.44,20.13,58.94,-9.54,0.06,2.21,0.01,0.62,0.01,0.78,4051,1500,S,,,
