,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,,0
0,0,0,0,-47.69,20.44,65.25,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162142,0,S,,6220,6220
1,0,0,0,-47.69,20.44,65.25,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162183,41,S,,2370,8590
2,0,0,0,-47.69,20.44,65.25,-9.62,0.25,1.83,0.14,0.62,-0.14,0.76,162225,83,S,,8800,17390
3,0,0,0,-47.69,20.44,65.25,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162264,122,S,,3320,20710
4,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162305,163,S,,5060,25770
5,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162344,202,S,,,
6,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162385,243,S,,,
7,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162425,283,S,,,
8,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162463,321,S,,,
9,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162504,362,S,,,
10,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162545,403,S,,,
11,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162585,443,S,,,
12,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162625,483,S,,,
13,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162663,521,S,,,
14,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162704,562,S,,,
15,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162744,602,S,,,
16,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,162784,642,S,,,
17,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162825,683,S,,,
18,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162864,722,S,,,
19,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162905,763,S,,,
20,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162945,803,S,,,
21,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,162984,842,S,,,
22,0,0,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,163025,883,S,,,
23,0,0,0,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,163064,922,S,,,
24,0.01,0,-0.01,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,163104,962,S,,,
25,0.01,0,-0.01,-48.13,20,69.5,-9.66,0.25,1.79,0.14,0.62,-0.14,0.76,163144,1002,W,,,
26,0.01,0,-0.01,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,163185,1043,W,,,
27,0.01,0.01,-0.01,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,163225,1083,W,,,
28,0.01,0.01,-0.01,-48.13,20,69.5,-9.62,0.21,1.79,0.14,0.62,-0.14,0.76,163263,1121,W,,,
29,0,0.01,0,-48.13,20,69.5,-9.62,0.21,1.79,0.14,0.62,-0.14,0.76,163304,1162,W,,,
30,0,0.01,0,-48.13,20,69.5,-9.62,0.25,1.79,0.14,0.62,-0.14,0.76,163344,1202,W,,,
31,0,0.01,0,-48.13,20,69.5,-9.62,0.25,1.75,0.14,0.62,-0.14,0.76,163384,1242,W,,,
32,0,0.01,0,-48.13,20,69.5,-9.7,0.25,1.71,0.14,0.62,-0.14,0.76,163424,1282,W,,,
33,0,0.01,0,-48.13,20,69.5,-9.7,0.21,1.75,0.14,0.62,-0.14,0.76,163462,1320,W,,,
34,-0.08,-0.32,0.1,-48.13,20,69.5,-9.7,0.21,1.75,0.14,0.62,-0.14,0.76,163502,1360,W,,,
35,-0.08,-0.32,0.1,-48.13,20,69.5,-10.16,0.06,1.71,0.14,0.62,-0.14,0.76,163544,1402,W,,,
36,0.18,-1.34,0.57,-48.13,20,69.5,-10.16,0.06,1.71,0.14,0.62,-0.14,0.76,163584,1442,W,,,
37,0.18,-1.34,0.57,-48.13,20,69.5,-9.23,-3.31,0.87,0.14,0.62,-0.14,0.76,163624,1482,W,,,
38,0.18,-1.34,0.57,-48.13,20,69.5,-8.55,-4.65,0.3,0.14,0.62,-0.14,0.76,163663,1521,W,,,
39,0.9,0.1,-0.25,-48.13,20,69.5,-8.55,-4.65,0.3,0.14,0.62,-0.14,0.76,163704,1562,W,,,
40,0.65,0.1,-0.45,-48.13,20,69.5,-8.55,-4.65,0.3,0.14,0.62,-0.14,0.76,163745,1603,W,,,
41,0.65,0.1,-0.45,-48.13,20,69.5,-10.04,-1.21,3.63,0.14,0.62,-0.14,0.76,163785,1643,W,,,
42,0.65,0.1,-0.45,-48.13,20,69.5,-9.5,-1.32,2.59,0.14,0.62,-0.14,0.76,163827,1685,W,,,
43,0.65,0.1,-0.45,-48.13,20,69.5,-9.43,-0.98,2.71,0.14,0.62,-0.14,0.76,163866,1724,W,,,
44,0.65,0.1,-0.45,-61.5,4.63,69.75,-9.43,-0.98,2.71,0.14,0.62,-0.14,0.76,163906,1764,W,,,
45,0.08,0.36,-0.73,-61.5,4.63,69.75,-9.43,-0.98,2.71,0.14,0.62,-0.14,0.76,163945,1803,W,,,
46,0.08,0.36,-0.73,-61.5,4.63,69.75,-9.01,0.55,3.36,0.14,0.62,-0.14,0.76,163985,1843,W,,,
47,0.08,0.36,-0.73,-61.5,4.63,69.75,-9.46,0.71,3.29,0.14,0.62,-0.14,0.76,164026,1884,W,,,
48,0.08,0.36,-0.73,-61.5,4.63,69.75,-10.27,1.25,3.9,0.14,0.62,-0.14,0.76,164065,1923,W,,,
49,0.08,0.36,-0.73,-56.94,-7.56,64.75,-10.27,1.25,3.9,0.14,0.62,-0.14,0.76,164104,1962,W,,,
50,0.08,0.36,-0.73,-56.94,-7.56,64.75,-8.05,3.43,2.59,0.14,0.62,-0.14,0.76,164144,2002,W,,,
51,0.08,0.36,-0.73,-56.94,-7.56,64.75,-7.59,4.96,2.25,0.14,0.62,-0.14,0.76,164185,2043,W,,,
52,0.08,0.36,-0.73,-56.94,-7.56,64.75,-10.46,1.17,2.98,0.14,0.62,-0.14,0.76,164225,2083,W,,,
53,0.08,0.36,-0.73,-56.94,-7.56,64.75,-10.12,-2.2,-0.59,0.14,0.62,-0.14,0.76,164263,2121,W,,,
54,0.31,0.05,0.72,-56.94,-7.56,64.75,-10.12,-2.2,-0.59,0.14,0.62,-0.14,0.76,164305,2163,W,,,
55,0.31,0.05,0.72,-56.94,-7.56,64.75,-9.81,0.32,2.82,0.14,0.62,-0.14,0.76,164347,2205,W,,,
56,0.06,-0.05,0.02,-56.94,-7.56,64.75,-9.81,0.32,2.82,0.14,0.62,-0.14,0.76,164386,2244,W,,,
57,0.06,-0.05,0.02,-56.94,-7.56,64.75,-9.23,0.1,2.18,0.14,0.62,-0.14,0.76,164426,2284,W,,,
58,0.06,-0.05,0.02,-56.94,-7.56,64.75,-9.62,0.17,2.1,0.14,0.62,-0.14,0.76,164465,2323,W,,,
59,0.06,-0.05,0.02,-59.75,-8.13,65.88,-9.62,0.17,2.1,0.14,0.62,-0.14,0.76,164504,2362,W,,,
60,0,0,0.02,-59.75,-8.13,65.88,-9.62,0.17,2.1,0.14,0.62,-0.14,0.76,164545,2403,W,,,
61,0,0,0.02,-59.75,-8.13,65.88,-9.54,0.21,2.1,0.14,0.62,-0.14,0.76,164585,2443,W,,,
62,0,0,0.02,-59.75,-8.13,65.88,-9.5,0.21,2.14,0.14,0.62,-0.14,0.76,164625,2483,W,,,
63,0,0,0.02,-59.75,-8.13,65.88,-9.43,0.21,2.14,0.14,0.62,-0.14,0.76,164664,2522,W,,,
64,-0.04,0.14,0.02,-59.75,-8.13,65.88,-9.43,0.21,2.14,0.14,0.62,-0.14,0.76,164705,2563,W,,,
65,-0.05,0.06,0.03,-59.75,-8.13,65.88,-9.43,0.21,2.14,0.14,0.62,-0.14,0.76,164745,2603,W,,,
66,-0.05,0.06,0.03,-59.75,-8.13,65.88,-9.66,0.21,1.83,0.14,0.62,-0.14,0.76,164785,2643,W,,,
67,-0.05,0.06,0.03,-59.75,-8.13,65.88,-9.58,0.25,1.98,0.14,0.62,-0.14,0.76,164826,2684,W,,,
68,-0.05,0.06,0.03,-59.75,-8.13,65.88,-9.58,0.25,1.98,0.14,0.62,-0.14,0.76,164865,2723,W,,,
69,-0.05,0.06,0.03,-59.13,-7.81,63.25,-9.58,0.25,1.98,0.14,0.62,-0.14,0.76,164903,2761,W,,,
70,-0.09,-0.03,0.03,-59.13,-7.81,63.25,-9.58,0.25,1.98,0.14,0.62,-0.14,0.76,164943,2801,W,,,
71,-0.09,-0.03,0.03,-59.13,-7.81,63.25,-9.54,0.29,2.06,0.14,0.62,-0.14,0.76,164983,2841,W,,,
72,-0.09,-0.03,0.03,-59.13,-7.81,63.25,-9.62,0.25,1.95,0.14,0.62,-0.14,0.76,165024,2882,W,,,
73,-0.09,-0.03,0.03,-59.13,-7.81,63.25,-9.77,0.13,1.68,0.14,0.62,-0.14,0.76,165063,2921,W,,,
74,-0.01,-0.57,0.43,-59.13,-7.81,63.25,-9.77,0.13,1.68,0.14,0.62,-0.14,0.76,165104,2962,W,,,
75,-0.01,-0.57,0.43,-59.13,-7.81,63.25,-11.77,-0.9,2.71,0.14,0.62,-0.14,0.76,165145,3003,W,,,
76,0.69,-2,1.74,-59.13,-7.81,63.25,-11.77,-0.9,2.71,0.14,0.62,-0.14,0.76,165186,3044,W,,,
77,0.69,-2,1.74,-59.13,-7.81,63.25,-9.08,-6.68,2.44,0.14,0.62,-0.14,0.76,165226,3084,W,,,
78,0.69,-2,1.74,-59.13,-7.81,63.25,-8.16,-7.34,-0.36,0.14,0.62,-0.14,0.76,165267,3125,W,,,
79,0.69,-2,1.74,-59.13,-7.81,63.25,-8.97,-6.19,0.87,0.14,0.62,-0.14,0.76,165307,3165,W,,,
80,0.14,0.31,-1.22,-59.13,-7.81,63.25,-8.97,-6.19,0.87,0.14,0.62,-0.14,0.76,165347,3205,W,,,
81,0.14,0.31,-1.22,-59.13,-7.81,63.25,-10.04,-1.4,3.29,0.14,0.62,-0.14,0.76,165388,3246,W,,,
82,0.14,0.31,-1.22,-59.13,-7.81,63.25,-9.89,-0.55,4.2,0.14,0.62,-0.14,0.76,165429,3287,W,,,
83,0.14,0.31,-1.22,-59.13,-7.81,63.25,-9.5,-0.48,3.55,0.14,0.62,-0.14,0.76,165470,3328,W,,,
84,0.14,0.31,-1.22,-59.13,-7.81,63.25,-8.78,0.32,3.17,0.14,0.62,-0.14,0.76,165510,3368,W,,,
85,-0.41,0.38,-0.87,-59.13,-7.81,63.25,-8.78,0.32,3.17,0.14,0.62,-0.14,0.76,165550,3408,W,,,
86,-0.41,0.38,-0.87,-59.13,-7.81,63.25,-9.43,2.16,3.71,0.14,0.62,-0.14,0.76,165592,3450,W,,,
87,-0.66,0.36,-0.86,-59.13,-7.81,63.25,-9.43,2.16,3.71,0.14,0.62,-0.14,0.76,165633,3491,W,,,
88,-0.66,0.36,-0.86,-59.13,-7.81,63.25,-8.43,4.04,3.32,0.14,0.62,-0.14,0.76,165672,3530,W,,,
89,-0.66,0.36,-0.86,-59.13,-7.81,63.25,-7.93,4.77,2.14,0.14,0.62,-0.14,0.76,165712,3570,W,,,
90,0.24,0.33,0.35,-59.13,-7.81,63.25,-7.93,4.77,2.14,0.14,0.62,-0.14,0.76,165753,3611,W,,,
91,-0.09,-0.33,1.57,-59.13,-7.81,63.25,-7.93,4.77,2.14,0.14,0.62,-0.14,0.76,165792,3650,W,,,
92,-0.09,-0.33,1.57,-59.13,-7.81,63.25,-12.22,-3.2,-1.62,0.14,0.62,-0.14,0.76,165832,3690,W,,,
93,-0.09,-0.33,1.57,-59.13,-7.81,63.25,-12.26,0.86,4.13,0.14,0.62,-0.14,0.76,165874,3732,W,,,
94,-0.09,-0.33,1.57,-59.13,-7.81,63.25,-10.2,0.06,2.67,0.14,0.62,-0.14,0.76,165914,3772,W,,,
95,0.22,0.22,0.3,-59.13,-7.81,63.25,-10.2,0.06,2.67,0.14,0.62,-0.14,0.76,165955,3813,W,,,
96,0.1,0.18,0.19,-59.13,-7.81,63.25,-10.2,0.06,2.67,0.14,0.62,-0.14,0.76,165995,3853,W,,,
97,0.1,0.18,0.19,-59.13,-7.81,63.25,-9.81,0.21,2.1,0.14,0.62,-0.14,0.76,166035,3893,W,,,
98,0.1,0.18,0.19,-59.13,-7.81,63.25,-9.62,0.17,2.1,0.14,0.62,-0.14,0.76,166074,3932,W,,,
99,0.1,0.18,0.19,-59.13,-7.81,63.25,-9.7,0.17,1.95,0.14,0.62,-0.14,0.76,166114,3972,W,,,
100,0.1,0.18,0.19,-15.5,-14.5,40.13,-9.7,0.17,1.95,0.14,0.62,-0.14,0.76,166152,4010,W,,,
101,-0.05,0.02,0.03,-15.5,-14.5,40.13,-9.7,0.17,1.95,0.14,0.62,-0.14,0.76,166193,4051,W,,,
102,-0.05,0.02,0.03,-15.5,-14.5,40.13,-9.66,0.21,1.98,0.14,0.62,-0.14,0.76,166233,4091,W,,,
103,-0.05,0.02,0.03,-15.5,-14.5,40.13,-9.62,0.21,1.98,0.14,0.62,-0.14,0.76,166274,4132,W,,,
104,-0.05,0.02,0.03,-15.5,-14.5,40.13,-9.62,0.21,1.95,0.14,0.62,-0.14,0.76,166312,4170,W,,,
105,-0.04,-0.03,0.03,-15.5,-14.5,40.13,-9.62,0.21,1.95,0.14,0.62,-0.14,0.76,166353,4211,W,,,
106,-0.04,-0.03,0.03,-15.5,-14.5,40.13,-9.58,0.25,2.02,0.14,0.62,-0.14,0.76,166394,4252,W,,,
107,-0.02,0.03,0,-15.5,-14.5,40.13,-9.58,0.25,2.02,0.14,0.62,-0.14,0.76,166434,4292,W,,,
108,-0.02,0.03,0,-15.5,-14.5,40.13,-9.58,0.25,2.02,0.14,0.62,-0.14,0.76,166474,4332,W,,,
109,-0.02,0.03,0,-15.5,-14.5,40.13,-9.54,0.25,2.02,0.14,0.62,-0.14,0.76,166514,4372,W,,,
110,-0.02,0.03,0,-15.44,-14.88,39.5,-9.54,0.25,2.02,0.14,0.62,-0.14,0.76,166554,4412,W,,,
111,0.02,0.05,-0.03,-15.44,-14.88,39.5,-9.54,0.25,2.02,0.14,0.62,-0.14,0.76,166594,4452,W,,,
112,0.02,0.05,-0.03,-15.44,-14.88,39.5,-9.77,-0.06,1.64,0.14,0.62,-0.14,0.76,166634,4492,W,,,
113,0.02,0.05,-0.03,-15.44,-14.88,39.5,-10.08,-0.21,1.87,0.14,0.62,-0.14,0.76,166675,4533,W,,,
114,0.02,0.05,-0.03,-15.44,-14.88,39.5,-11.23,0.1,2.37,0.14,0.62,-0.14,0.76,166716,4574,W,,,
115,0.02,0.05,-0.03,-22,-13.31,45.94,-11.23,0.1,2.37,0.14,0.62,-0.14,0.76,166756,4614,W,,,
116,-1.79,-2.07,0.97,-22,-13.31,45.94,-11.23,0.1,2.37,0.14,0.62,-0.14,0.76,166798,4656,W,,,
117,-1.79,-2.07,0.97,-22,-13.31,45.94,-6.63,-8.79,-2.54,0.14,0.62,-0.14,0.76,166841,4699,W,,,
118,-0.32,-0.21,-0.62,-22,-13.31,45.94,-6.63,-8.79,-2.54,0.14,0.62,-0.14,0.76,166883,4741,W,,,
119,-0.32,-0.21,-0.62,-22,-13.31,45.94,-9.08,-3.54,1.71,0.14,0.62,-0.14,0.76,166925,4783,W,,,
120,-0.32,-0.21,-0.62,-22,-13.31,45.94,-9.58,-2.78,2.18,0.14,0.62,-0.14,0.76,166968,4826,W,,,
121,-0.32,-0.21,-0.62,-22,-13.31,45.94,-9.7,-1.63,2.79,0.14,0.62,-0.14,0.76,167009,4867,W,,,
122,0.07,0.2,-1.76,-22,-13.31,45.94,-9.7,-1.63,2.79,0.14,0.62,-0.14,0.76,167052,4910,W,,,
123,0.07,0.2,-1.76,-22,-13.31,45.94,-10.46,1.44,3.17,0.14,0.62,-0.14,0.76,167093,4951,W,,,
124,0.07,0.2,-1.76,-22,-13.31,45.94,-10.54,2.51,4.7,0.14,0.62,-0.14,0.76,167134,4992,W,,,
125,0.07,0.2,-1.76,-22,-13.31,45.94,-8.74,2.82,2.63,0.14,0.62,-0.14,0.76,167174,5032,W,,,
126,0.07,0.2,-1.76,-22,-13.31,45.94,-12.07,3.58,4.01,0.14,0.62,-0.14,0.76,167214,5072,W,,,
127,0.07,0.2,-1.76,5.13,-0.5,36.69,-12.07,3.58,4.01,0.14,0.62,-0.14,0.76,167254,5112,W,,,
128,0.07,0.2,-1.76,5.13,-0.5,36.69,-8.97,5.54,2.33,0.14,0.62,-0.14,0.76,167293,5151,W,,,
129,0.27,0.1,0.76,5.13,-0.5,36.69,-8.97,5.54,2.33,0.14,0.62,-0.14,0.76,167332,5190,W,,,
130,0.27,0.1,0.76,5.13,-0.5,36.69,-7.89,8.83,2.1,0.14,0.62,-0.14,0.76,167371,5229,W,,,
