,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,,0
269,-0.03,0.14,-0.01,-15.63,19.44,26.44,-9.7,0.17,1.45,0.2,0.61,-0.22,0.74,855317,10707,W,,,
270,-0.01,0.08,0.01,-15.63,19.44,26.44,-9.7,0.17,1.45,0.2,0.61,-0.22,0.74,855358,10747,W,,,
271,-0.01,0.02,0.04,-15.63,19.44,26.44,-9.7,0.17,1.45,0.2,0.61,-0.22,0.74,855398,10787,W,,,
272,-0.01,0.02,0.04,-15.63,19.44,26.44,-9.96,0.02,0.87,0.2,0.61,-0.22,0.74,855438,10828,W,,,
273,-0.01,0.02,0.04,-15.63,19.44,26.44,-12.72,-2.16,2.75,0.2,0.61,-0.22,0.74,855478,10869,W,,,
274,-0.01,0.02,0.04,-15.63,19.44,26.44,-15.14,-1.36,3.59,0.2,0.61,-0.22,0.74,855517,10907,W,,,
275,-0.54,-0.95,2.6,-15.63,19.44,26.44,-15.14,-1.36,3.59,0.2,0.61,-0.22,0.74,855559,10948,W,,,
276,-0.54,-0.95,2.6,-15.63,19.44,26.44,-12.26,-11.63,5.7,0.2,0.61,-0.22,0.74,855601,10989,W,,,
277,-0.14,-1.39,-1.1,-15.63,19.44,26.44,-12.26,-11.63,5.7,0.2,0.61,-0.22,0.74,855643,11029,W,,,
278,-0.14,-1.39,-1.1,-15.63,19.44,26.44,-8.63,-5.42,-0.28,0.2,0.61,-0.22,0.74,855686,11069,W,,,
279,-0.14,-1.39,-1.1,-15.63,19.44,26.44,-9.2,-2.24,1.06,0.2,0.61,-0.22,0.74,855729,11108,W,,,
280,-0.14,-1.39,-1.1,-15.63,19.44,26.44,-12.76,1.48,2.29,0.2,0.61,-0.22,0.74,855770,11149,W,,,
281,-0.14,-1.39,-1.1,-10.25,17.63,44.81,-12.76,1.48,2.29,0.2,0.61,-0.22,0.74,855810,11189,W,,,
282,-0.71,0.79,-1.9,-10.25,17.63,44.81,-12.76,1.48,2.29,0.2,0.61,-0.22,0.74,855853,11229,W,,,
283,-0.34,1.23,-1.35,-10.25,17.63,44.81,-12.76,1.48,2.29,0.2,0.61,-0.22,0.74,855895,11269,W,,,
284,-0.34,1.23,-1.35,-10.25,17.63,44.81,-10.04,8.87,2.67,0.2,0.61,-0.22,0.74,855936,11310,W,,,
285,-0.34,1.23,-1.35,-10.25,17.63,44.81,-7.44,9.63,1.29,0.2,0.61,-0.22,0.74,855976,11351,W,,,
286,-0.34,1.23,-1.35,-10.25,17.63,44.81,-7.32,10.44,1.21,0.2,0.61,-0.22,0.74,856016,11392,W,,,
287,-0.06,-0.02,0.33,-10.25,17.63,44.81,-7.32,10.44,1.21,0.2,0.61,-0.22,0.74,856057,11435,W,,,
288,1.38,0.67,1.97,-10.25,17.63,44.81,-7.32,10.44,1.21,0.2,0.61,-0.22,0.74,856098,11476,W,,,
289,1.38,0.67,1.97,-10.25,17.63,44.81,-13.72,0.32,3.13,0.2,0.61,-0.22,0.74,856138,11516,W,,,
290,1.38,0.67,1.97,-10.25,17.63,44.81,-9.39,-0.71,2.02,0.2,0.61,-0.22,0.74,856178,11556,W,,,
291,1.38,0.67,1.97,-10.25,17.63,44.81,-9.62,-0.21,2.25,0.2,0.61,-0.22,0.74,856218,11597,W,,,
292,1.38,0.67,1.97,-5.38,27.44,52.69,-9.62,-0.21,2.25,0.2,0.61,-0.22,0.74,856257,11638,W,,,
293,1.38,0.67,1.97,-5.38,27.44,52.69,-10.23,0.17,1.98,0.2,0.61,-0.22,0.74,856296,11680,W,,,
294,1.38,0.67,1.97,-5.38,27.44,52.69,-9.81,0.1,1.98,0.2,0.61,-0.22,0.74,856337,11721,W,,,
295,1.38,0.67,1.97,-5.38,27.44,52.69,-9.7,0.1,1.68,0.2,0.61,-0.22,0.74,856376,11762,W,,,
296,1.38,0.67,1.97,-5.38,27.44,52.69,-9.7,0.1,1.64,0.2,0.61,-0.22,0.74,856414,11803,W,,,
297,0,0.11,0.03,-5.38,27.44,52.69,-9.7,0.1,1.64,0.2,0.61,-0.22,0.74,856453,11844,W,,,
298,0,0.11,0.03,-5.38,27.44,52.69,-9.7,0.1,1.56,0.2,0.61,-0.22,0.74,856494,11886,W,,,
299,-0.02,0.08,0.02,-5.38,27.44,52.69,-9.7,0.1,1.56,0.2,0.61,-0.22,0.74,856531,11927,W,,,
300,-0.02,0.08,0.02,-5.38,27.44,52.69,-9.73,0.13,1.45,0.2,0.61,-0.22,0.74,856571,11966,W,,,
301,-0.02,0.08,0.02,-5.38,27.44,52.69,-9.7,0.13,1.48,0.2,0.61,-0.22,0.74,856609,12044,W,,,
302,-0.01,0.01,0.02,-5.38,27.44,52.69,-9.7,0.13,1.48,0.2,0.61,-0.22,0.74,856648,12084,W,,,
303,-0.01,0.01,0.02,-5.38,27.44,52.69,-9.66,0.1,1.48,0.2,0.61,-0.22,0.74,856688,12123,W,,,
304,-0.01,0.01,0.02,-5.38,27.44,52.69,-9.81,0.13,1.25,0.2,0.61,-0.22,0.74,856727,12162,W,,,
305,-0.01,0.01,0.02,-5.38,27.44,52.69,-10.04,-0.21,1.33,0.2,0.61,-0.22,0.74,856766,12199,W,,,
306,-0.23,-0.46,1.33,-5.38,27.44,52.69,-10.04,-0.21,1.33,0.2,0.61,-0.22,0.74,856806,12238,W,,,
307,-0.23,-0.46,1.33,-5.38,27.44,52.69,-14.29,-0.86,1.71,0.2,0.61,-0.22,0.74,856848,12278,W,,,
308,0.03,-1.28,4.44,-5.38,27.44,52.69,-14.29,-0.86,1.71,0.2,0.61,-0.22,0.74,856888,12318,W,,,
309,0.03,-1.28,4.44,-5.38,27.44,52.69,-10.42,-13.66,1.56,0.2,0.61,-0.22,0.74,856928,12356,W,,,
310,0.03,-1.28,4.44,-5.38,27.44,52.69,-3.91,-5.61,3.25,0.2,0.61,-0.22,0.74,856969,12397,W,,,
311,0.03,-1.28,4.44,7.56,26.94,44.88,-3.91,-5.61,3.25,0.2,0.61,-0.22,0.74,857008,12437,W,,,
312,-0.28,-0.78,-3.2,7.56,26.94,44.88,-3.91,-5.61,3.25,0.2,0.61,-0.22,0.74,857047,12477,W,,,
313,1.47,0.15,-3.95,7.56,26.94,44.88,-3.91,-5.61,3.25,0.2,0.61,-0.22,0.74,857088,12517,W,,,
314,1.47,0.15,-3.95,7.56,26.94,44.88,-12.61,3.28,1.83,0.2,0.61,-0.22,0.74,857127,12555,W,,,
315,1.47,0.15,-3.95,7.56,26.94,44.88,-14.56,5.61,2.4,0.2,0.61,-0.22,0.74,857165,12595,W,,,
316,-0.14,0.78,-2.3,7.56,26.94,44.88,-14.56,5.61,2.4,0.2,0.61,-0.22,0.74,857205,12634,W,,,
317,-1.51,1.32,-2.03,7.56,26.94,44.88,-14.56,5.61,2.4,0.2,0.61,-0.22,0.74,857245,12675,W,,,
318,-1.51,1.32,-2.03,7.56,26.94,44.88,-10.61,10.67,6.46,0.2,0.61,-0.22,0.74,857285,12716,W,,,
319,-1.51,1.32,-2.03,7.56,26.94,44.88,-8.63,9.02,3.86,0.2,0.61,-0.22,0.74,857325,12756,W,,,
320,-1.51,1.32,-2.03,7.56,26.94,44.88,-11.23,8.14,4.74,0.2,0.61,-0.22,0.74,857363,12796,W,,,
321,-0.8,-0.56,0.97,7.56,26.94,44.88,-11.23,8.14,4.74,0.2,0.61,-0.22,0.74,857404,12837,W,,,
322,0.48,0.22,1.66,7.56,26.94,44.88,-11.23,8.14,4.74,0.2,0.61,-0.22,0.74,857444,12879,W,,,
323,0.48,0.22,1.66,7.56,26.94,44.88,-13.57,1.32,5.32,0.2,0.61,-0.22,0.74,857485,12918,W,,,
324,0.17,0.41,0.88,7.56,26.94,44.88,-13.57,1.32,5.32,0.2,0.61,-0.22,0.74,857524,12957,W,,,
325,0.17,0.41,0.88,7.56,26.94,44.88,-10.54,0.21,1.75,0.2,0.61,-0.22,0.74,857562,12997,W,,,
326,0.03,-0.02,0.09,7.56,26.94,44.88,-10.54,0.21,1.75,0.2,0.61,-0.22,0.74,857601,13038,W,,,
327,0.03,-0.02,0.09,7.56,26.94,44.88,-9.5,-0.09,1.98,0.2,0.61,-0.22,0.74,857640,13078,W,,,
328,0.03,-0.02,0.09,7.56,26.94,44.88,-9.54,-0.02,2.1,0.2,0.61,-0.22,0.74,857681,13119,W,,,
329,0.03,-0.02,0.09,7.56,26.94,44.88,-9.62,-0.02,1.83,0.2,0.61,-0.22,0.74,857721,13157,W,,,
330,0.03,-0.02,0.09,7.56,26.94,44.88,-9.62,0.02,1.79,0.2,0.61,-0.22,0.74,857759,13197,W,,,
331,0.03,0.14,0.05,7.56,26.94,44.88,-9.62,0.02,1.79,0.2,0.61,-0.22,0.74,857797,13237,W,,,
332,0.03,0.14,0.05,7.56,26.94,44.88,-9.58,0.06,1.71,0.2,0.61,-0.22,0.74,857836,13277,W,,,
333,0.03,0.14,0.05,7.56,26.94,44.88,-9.7,0.1,1.71,0.2,0.61,-0.22,0.74,857875,13316,W,,,
334,0.03,0.14,0.05,7.56,26.94,44.88,-9.7,0.1,1.56,0.2,0.61,-0.22,0.74,857913,13356,W,,,
335,-0.02,0.15,0.02,7.56,26.94,44.88,-9.7,0.1,1.56,0.2,0.61,-0.22,0.74,857952,13396,W,,,
336,-0.02,0.15,0.02,7.56,26.94,44.88,-9.73,0.13,1.41,0.2,0.61,-0.22,0.74,857991,13436,W,,,
337,-0.02,0.15,0.02,7.56,26.94,44.88,-9.73,0.1,1.33,0.2,0.61,-0.22,0.74,858031,13476,W,,,
338,-0.02,0.15,0.02,7.56,26.94,44.88,-9.89,0.17,1.06,0.2,0.61,-0.22,0.74,858071,13517,W,,,
339,-0.02,0.15,0.02,7.56,26.94,44.88,-10.42,-0.21,1.21,0.2,0.61,-0.22,0.74,858108,13555,W,,,
340,-0.55,0.04,2.09,7.56,26.94,44.88,-10.42,-0.21,1.21,0.2,0.61,-0.22,0.74,858147,13595,W,,,
341,-0.55,0.04,2.09,7.56,26.94,44.88,-17.74,-0.86,0.18,0.2,0.61,-0.22,0.74,858187,13635,W,,,
342,-0.55,0.04,2.09,7.56,26.94,44.88,-22.03,-0.02,0.64,0.2,0.61,-0.22,0.74,858227,13676,W,,,
343,-0.55,0.04,2.09,7.56,26.94,44.88,-4.75,-8.41,-0.93,0.2,0.61,-0.22,0.74,858266,13715,W,,,
344,-0.55,0.04,2.09,-35,23.94,103,-4.75,-8.41,-0.93,0.2,0.61,-0.22,0.74,858305,13753,W,,,
345,0.06,0,-1.99,-35,23.94,103,-4.75,-8.41,-0.93,0.2,0.61,-0.22,0.74,858347,13792,W,,,
346,0.06,0,-1.99,-35,23.94,103,-5.37,-2.74,1.6,0.2,0.61,-0.22,0.74,858389,13833,W,,,
347,0.06,0,-1.99,-35,23.94,103,-11,1.74,3.63,0.2,0.61,-0.22,0.74,858430,13872,W,,,
348,0.06,0,-1.99,-35,23.94,103,-12.64,5.61,3.82,0.2,0.61,-0.22,0.74,858471,13912,W,,,
349,0.06,0,-1.99,-35,23.94,103,-11.8,7.64,3.59,0.2,0.61,-0.22,0.74,858512,13950,W,,,
350,-2.14,1.03,-1.59,-35,23.94,103,-11.8,7.64,3.59,0.2,0.61,-0.22,0.74,858553,13990,W,,,
351,-4.04,0.93,-0.87,-35,23.94,103,-11.8,7.64,3.59,0.2,0.61,-0.22,0.74,858595,14031,W,,,
352,-4.04,0.93,-0.87,-35,23.94,103,-10.69,8.33,8.38,0.2,0.61,-0.22,0.74,858636,14071,W,,,
353,-4.04,0.93,-0.87,-35,23.94,103,-2.8,8.68,2.9,0.2,0.61,-0.22,0.74,858678,14111,W,,,
354,-4.04,0.93,-0.87,-35,23.94,103,-15.63,1.4,1.21,0.2,0.61,-0.22,0.74,858720,14150,W,,,
355,-4.04,0.93,-0.87,-35,23.94,103,-8.78,-0.09,2.06,0.2,0.61,-0.22,0.74,858760,14191,W,,,
356,0.07,-0.25,0.25,-35,23.94,103,-8.78,-0.09,2.06,0.2,0.61,-0.22,0.74,858803,14233,W,,,
357,0.09,0.29,0.16,-35,23.94,103,-8.78,-0.09,2.06,0.2,0.61,-0.22,0.74,858844,14274,W,,,
358,0.09,0.29,0.16,-35,23.94,103,-9.62,0.13,1.98,0.2,0.61,-0.22,0.74,858884,14315,W,,,
359,0.09,0.29,0.16,-35,23.94,103,-9.58,0.1,1.91,0.2,0.61,-0.22,0.74,858924,14354,W,,,
360,0.09,0.29,0.16,-35,23.94,103,-9.7,0.21,1.83,0.2,0.61,-0.22,0.74,858962,14395,W,,,
361,0.03,0.11,0.04,-35,23.94,103,-9.7,0.21,1.83,0.2,0.61,-0.22,0.74,859003,14436,W,,,
362,0.03,0.13,-0.01,-35,23.94,103,-9.7,0.21,1.83,0.2,0.61,-0.22,0.74,859043,14477,W,,,
363,0.03,0.13,-0.01,-35,23.94,103,-9.62,0.21,1.75,0.2,0.61,-0.22,0.74,859083,14517,W,,,
364,0.03,0.13,-0.01,-35,23.94,103,-9.66,0.21,1.71,0.2,0.61,-0.22,0.74,859124,14557,W,,,
365,0.03,0.13,-0.01,-35,23.94,103,-9.66,0.25,1.68,0.2,0.61,-0.22,0.74,859163,14597,W,,,
366,0.01,0.14,-0.02,-35,23.94,103,-9.66,0.25,1.68,0.2,0.61,-0.22,0.74,859204,14638,W,,,
367,-0.01,0.14,-0.02,-35,23.94,103,-9.66,0.25,1.68,0.2,0.61,-0.22,0.74,859244,14679,W,,,
368,-0.01,0.14,-0.02,-35,23.94,103,-9.7,0.21,1.52,0.2,0.61,-0.22,0.74,859285,14720,W,,,
369,-0.01,0.14,-0.02,-35,23.94,103,-9.66,0.21,1.37,0.2,0.61,-0.22,0.74,859326,14760,W,,,
370,-0.01,0.14,-0.02,-35,23.94,103,-9.73,0.17,1.29,0.2,0.61,-0.22,0.74,859366,14799,W,,,
371,-0.01,0.14,-0.02,-53.31,-5.31,85,-9.73,0.17,1.29,0.2,0.61,-0.22,0.74,859406,14839,W,,,
372,-0.01,0.14,-0.02,-53.31,-5.31,85,-9.73,0.21,1.29,0.2,0.61,-0.22,0.74,859447,14879,W,,,
373,-0.18,-0.54,0.27,-53.31,-5.31,85,-9.73,0.21,1.29,0.2,0.61,-0.22,0.74,859487,14918,W,,,
374,-0.18,-0.54,0.27,-53.31,-5.31,85,-10.77,6.8,-0.89,0.2,0.61,-0.22,0.74,859527,14959,W,,,
375,-0.18,-0.54,0.27,-53.31,-5.31,85,-12.26,5.61,-4.49,0.2,0.61,-0.22,0.74,859569,14997,W,,,
376,-0.18,-0.54,0.27,-52.88,-7.63,68.56,-12.26,5.61,-4.49,0.2,0.61,-0.22,0.74,859610,15036,W,,,
377,-5.97,0.2,0.74,-52.88,-7.63,68.56,-12.26,5.61,-4.49,0.2,0.61,-0.22,0.74,859652,15075,W,,,
378,-3.92,0.66,0.54,-52.88,-7.63,68.56,-12.26,5.61,-4.49,0.2,0.61,-0.22,0.74,859693,15116,W,,,
379,-3.92,0.66,0.54,-52.88,-7.63,68.56,-8.13,-3.77,0.91,0.2,0.61,-0.22,0.74,859735,15154,W,,,
380,-3.92,0.66,0.54,-52.88,-7.63,68.56,-10.12,-5.57,5.58,0.2,0.61,-0.22,0.74,859774,15193,W,,,
381,-3.92,0.66,0.54,-52.88,-7.63,68.56,-8.59,-4.31,4.09,0.2,0.61,-0.22,0.74,859813,15233,W,,,
382,0.1,-0.95,0.53,-52.88,-7.63,68.56,-8.59,-4.31,4.09,0.2,0.61,-0.22,0.74,859854,15272,W,,,
383,0.1,-0.95,0.53,-52.88,-7.63,68.56,-6.98,-7.11,5.43,0.2,0.61,-0.22,0.74,859894,15314,W,,,
384,-0.02,0.12,0.16,-52.88,-7.63,68.56,-6.98,-7.11,5.43,0.2,0.61,-0.22,0.74,859935,15352,T,,,
385,-0.02,0.12,0.16,-52.88,-7.63,68.56,-9.96,0.02,1.37,0.2,0.61,-0.22,0.74,859975,15392,T,,,
386,-0.02,0.12,0.16,-52.88,-7.63,68.56,-9.77,-0.09,1.45,0.2,0.61,-0.22,0.74,860014,15431,T,,,
387,-0.02,0.12,0.16,-42.94,-3,24.13,-9.77,-0.09,1.45,0.2,0.61,-0.22,0.74,860054,15472,T,,,
388,0,0.09,0.05,-42.94,-3,24.13,-9.77,-0.09,1.45,0.2,0.61,-0.22,0.74,860095,15512,T,,,
389,0,0.09,0.05,-42.94,-3,24.13,-9.77,-0.02,1.56,0.2,0.61,-0.22,0.74,860135,15550,T,,,
390,0,0.09,0.05,-42.94,-3,24.13,-9.62,-0.06,1.68,0.2,0.61,-0.22,0.74,860175,15590,T,,,
391,0,0.09,0.05,-42.94,-3,24.13,-9.58,-0.06,1.71,0.2,0.61,-0.22,0.74,860215,15631,T,,,
392,0,0.09,0.05,-43.06,-1.06,24.38,-9.58,-0.06,1.71,0.2,0.61,-0.22,0.74,860254,15671,T,,,
393,0,-0.07,0.01,-43.06,-1.06,24.38,-9.58,-0.06,1.71,0.2,0.61,-0.22,0.74,860294,15712,T,,,
394,0,-0.07,0.01,-43.06,-1.06,24.38,-9.58,-0.02,1.75,0.2,0.61,-0.22,0.74,860334,15749,T,,,
395,0,-0.07,0.01,-43.06,-1.06,24.38,-9.66,0.02,1.71,0.2,0.61,-0.22,0.74,860375,15791,T,,,
396,0,-0.07,0.01,-43.06,-1.06,24.38,-9.62,0.02,1.71,0.2,0.61,-0.22,0.74,860413,15832,T,,,
397,0,-0.07,0.01,-42.44,-2.06,22.25,-9.62,0.02,1.71,0.2,0.61,-0.22,0.74,860451,15873,T,,,
398,0,-0.01,0.02,-42.44,-2.06,22.25,-9.62,0.02,1.71,0.2,0.61,-0.22,0.74,860491,15915,T,,,
399,0,-0.01,0.02,-42.44,-2.06,22.25,-9.66,0.02,1.71,0.2,0.61,-0.22,0.74,860533,15954,T,,,
400,0,-0.01,0.02,-42.44,-2.06,22.25,-9.62,0.06,1.71,0.2,0.61,-0.22,0.74,860573,15995,T,,,
401,0,-0.01,0.02,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860611,16035,T,,,
402,0,0,0.02,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860651,16075,T,,,
403,0,0,0.02,-42.44,-2.06,22.25,-9.62,0.06,1.71,0.2,0.61,-0.22,0.74,860692,16116,T,,,
404,0,0.01,0,-42.44,-2.06,22.25,-9.62,0.06,1.71,0.2,0.61,-0.22,0.74,860732,16155,T,,,
405,0,0.01,0,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860772,16194,T,,,
406,0,0.01,0,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860810,16235,T,,,
407,0,0.02,0,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860851,16276,T,,,
408,0,-0.01,-0.01,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860890,16316,T,,,
409,0,-0.03,-0.01,-42.44,-2.06,22.25,-9.66,0.06,1.71,0.2,0.61,-0.22,0.74,860931,16356,T,,,
410,0,-0.03,-0.01,-42.44,-2.06,22.25,-9.62,0.06,1.71,0.2,0.61,-0.22,0.74,860972,16395,T,,,
411,0,-0.03,-0.01,-42.44,-2.06,22.25,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,861010,16435,T,,,
412,0,0.02,-0.01,-42.44,-2.06,22.25,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,861051,16474,T,,,
413,0,0.11,-0.01,-42.44,-2.06,22.25,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,861091,16514,T,,,
414,0,0.11,-0.01,-42.44,-2.06,22.25,-9.66,0.06,1.64,0.2,0.61,-0.22,0.74,861131,16553,T,,,
415,0,0.11,-0.01,-42.44,-2.06,22.25,-9.66,0.06,1.6,0.2,0.61,-0.22,0.74,861172,16593,T,,,
416,0,0.11,-0.01,-42.44,-2.06,22.25,-9.7,0.1,1.52,0.2,0.61,-0.22,0.74,861210,16633,T,,,
417,0.07,0.09,0.01,-42.44,-2.06,22.25,-9.7,0.1,1.52,0.2,0.61,-0.22,0.74,861251,16673,T,,,
418,0.02,0,0,-42.44,-2.06,22.25,-9.7,0.1,1.52,0.2,0.61,-0.22,0.74,861291,16712,T,,,
419,0.02,0,0,-42.44,-2.06,22.25,-9.66,0.1,1.56,0.2,0.61,-0.22,0.74,861332,16751,T,,,
420,0,0.02,-0.03,-42.44,-2.06,22.25,-9.66,0.1,1.56,0.2,0.61,-0.22,0.74,861372,16791,T,,,
421,0,0.02,-0.03,-42.44,-2.06,22.25,-9.7,0.1,1.45,0.2,0.61,-0.22,0.74,861411,16830,T,,,
422,0,0.01,-0.04,-42.44,-2.06,22.25,-9.7,0.1,1.45,0.2,0.61,-0.22,0.74,861451,16870,T,,,
423,0,0.01,-0.04,-42.44,-2.06,22.25,-9.66,0.06,1.52,0.2,0.61,-0.22,0.74,861492,16912,T,,,
424,-0.01,-0.04,-0.04,-42.44,-2.06,22.25,-9.66,0.06,1.52,0.2,0.61,-0.22,0.74,861532,16950,T,,,
425,-0.01,-0.04,-0.04,-42.44,-2.06,22.25,-9.62,0.06,1.64,0.2,0.61,-0.22,0.74,861573,16991,T,,,
426,-0.01,-0.04,-0.04,-42.44,-2.06,22.25,-9.77,0.02,1.45,0.2,0.61,-0.22,0.74,861612,17030,T,,,
427,-0.04,-0.04,-0.07,-42.44,-2.06,22.25,-9.77,0.02,1.45,0.2,0.61,-0.22,0.74,861652,17070,T,,,
428,-0.01,-0.11,-0.12,-42.44,-2.06,22.25,-9.77,0.02,1.45,0.2,0.61,-0.22,0.74,861693,17110,T,,,
429,-0.04,-0.24,-0.13,-42.44,-2.06,22.25,-9.77,0.02,1.45,0.2,0.61,-0.22,0.74,861733,17147,T,,,
430,-0.04,-0.24,-0.13,-42.44,-2.06,22.25,-10.31,2.36,3.71,0.2,0.61,-0.22,0.74,861774,17186,T,,,
431,-0.04,-0.24,-0.13,-42.44,-2.06,22.25,-11.5,1.67,4.39,0.2,0.61,-0.22,0.74,861817,17226,T,,,
432,-0.04,-0.24,-0.13,-42.44,-2.06,22.25,-8.32,0.52,2.52,0.2,0.61,-0.22,0.74,861857,17266,T,,,
433,-2.72,-0.07,0.52,-42.44,-2.06,22.25,-8.32,0.52,2.52,0.2,0.61,-0.22,0.74,861898,17305,T,,,
434,-2.72,-0.07,0.52,-42.44,-2.06,22.25,-8.59,0.44,4.55,0.2,0.61,-0.22,0.74,861939,17343,W,,,
435,-3.25,-0.25,0.51,-42.44,-2.06,22.25,-8.59,0.44,4.55,0.2,0.61,-0.22,0.74,861980,17384,W,,,
436,-3.25,-0.25,0.51,-42.44,-2.06,22.25,-9.46,-1.44,3.48,0.2,0.61,-0.22,0.74,862021,17425,W,,,
437,-3.25,-0.25,0.51,-42.44,-2.06,22.25,-9.58,-1.17,2.79,0.2,0.61,-0.22,0.74,862061,17464,W,,,
438,-2.7,-0.6,0.79,-42.44,-2.06,22.25,-9.58,-1.17,2.79,0.2,0.61,-0.22,0.74,862102,17503,W,,,
439,-2.38,-0.28,0.34,-42.44,-2.06,22.25,-9.58,-1.17,2.79,0.2,0.61,-0.22,0.74,862143,17541,W,,,
440,-2.19,-0.13,0.08,-42.44,-2.06,22.25,-9.58,-1.17,2.79,0.2,0.61,-0.22,0.74,862183,17583,W,,,
441,-2.19,-0.13,0.08,-42.44,-2.06,22.25,-8.05,3.01,0.07,0.2,0.61,-0.22,0.74,862224,17623,W,,,
442,-2.19,-0.13,0.08,-42.44,-2.06,22.25,-6.32,5.27,-3.38,0.2,0.61,-0.22,0.74,862264,17663,W,,,
443,-2.19,-0.13,0.08,-55.25,13.06,39.94,-6.32,5.27,-3.38,0.2,0.61,-0.22,0.74,862304,17702,W,,,
444,-0.46,-0.73,1.12,-55.25,13.06,39.94,-6.32,5.27,-3.38,0.2,0.61,-0.22,0.74,862346,17743,W,,,
445,-0.46,-0.73,1.12,-55.25,13.06,39.94,-10.08,-0.29,1.71,0.2,0.61,-0.22,0.74,862387,17783,W,,,
446,-0.46,-0.73,1.12,-55.25,13.06,39.94,-9.7,-0.02,1.83,0.2,0.61,-0.22,0.74,862430,17823,W,,,
447,-0.46,-0.73,1.12,-55.25,13.06,39.94,-9.89,0.17,1.75,0.2,0.61,-0.22,0.74,862471,17864,W,,,
448,-0.46,-0.73,1.12,-55.25,13.06,39.94,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,862510,17904,W,,,
449,0.04,0.19,-0.02,-55.25,13.06,39.94,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,862551,17943,W,,,
450,0.01,0.24,-0.02,-55.25,13.06,39.94,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,862590,17983,W,,,
451,0.03,0.13,0,-55.25,13.06,39.94,-9.66,0.1,1.71,0.2,0.61,-0.22,0.74,862630,18023,W,,,
452,0.03,0.13,0,-55.25,13.06,39.94,-9.77,0.06,1.25,0.2,0.61,-0.22,0.74,862670,18063,W,,,
453,0.03,0.13,0,-55.25,13.06,39.94,-9.7,0.06,1.33,0.2,0.61,-0.22,0.74,862708,18101,W,,,
454,0.01,-0.01,0.03,-55.25,13.06,39.94,-9.7,0.06,1.33,0.2,0.61,-0.22,0.74,862748,18141,W,,,
455,0,0.04,0.02,-55.25,13.06,39.94,-9.7,0.06,1.33,0.2,0.61,-0.22,0.74,862788,18180,W,,,
456,0,0.04,0.02,-55.25,13.06,39.94,-9.73,0.13,1.21,0.2,0.61,-0.22,0.74,862828,18220,W,,,
457,0,0.04,0.02,-55.25,13.06,39.94,-9.73,0.1,1.25,0.2,0.61,-0.22,0.74,862869,18260,W,,,
458,0,0.04,0.02,-55.25,13.06,39.94,-9.77,0.13,1.14,0.2,0.61,-0.22,0.74,862907,18298,W,,,
459,-0.01,0.02,0,-55.25,13.06,39.94,-9.77,0.13,1.14,0.2,0.61,-0.22,0.74,862947,18337,W,,,
460,-0.01,0.02,0,-55.25,13.06,39.94,-9.77,0.13,1.14,0.2,0.61,-0.22,0.74,862988,18378,W,,,
461,-0.01,0.02,0,-55.25,13.06,39.94,-9.85,0.06,0.87,0.2,0.61,-0.22,0.74,863028,18419,W,,,
462,-0.93,0.11,3.55,-55.25,13.06,39.94,-9.85,0.06,0.87,0.2,0.61,-0.22,0.74,863068,18460,W,,,
463,-0.93,0.11,3.55,-55.25,13.06,39.94,-13.34,-0.98,1.45,0.2,0.61,-0.22,0.74,863107,18498,W,,,
464,-1.61,-1.18,2.97,-55.25,13.06,39.94,-13.34,-0.98,1.45,0.2,0.61,-0.22,0.74,863149,18539,W,,,
465,-1.61,-1.18,2.97,-55.25,13.06,39.94,-7.55,-9.33,2.37,0.2,0.61,-0.22,0.74,863190,18580,W,,,
466,-1.61,-1.18,2.97,-55.25,13.06,39.94,-4.56,-7.57,2.52,0.2,0.61,-0.22,0.74,863232,18621,W,,,
467,-1.61,-1.18,2.97,-55.25,13.06,39.94,-8.47,-8.68,1.56,0.2,0.61,-0.22,0.74,863271,18661,W,,,
468,-1.61,-1.18,2.97,-55.25,13.06,39.94,-10.23,-4.5,1.95,0.2,0.61,-0.22,0.74,863312,18700,W,,,
469,-1.61,-1.18,2.97,-71.81,0.19,50.13,-10.23,-4.5,1.95,0.2,0.61,-0.22,0.74,863354,18742,W,,,
470,0.21,-0.01,-1.85,-71.81,0.19,50.13,-10.23,-4.5,1.95,0.2,0.61,-0.22,0.74,863395,18781,W,,,
471,-0.46,0.67,-1.53,-71.81,0.19,50.13,-10.23,-4.5,1.95,0.2,0.61,-0.22,0.74,863436,18820,W,,,
