,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
0,-0.48,-0.02,-1.19,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.21,0.55,-0.73,0.35,263163,2510,W,-2.464704947893717,0.5411662729514556,-2.5386382467466984,2.3349481510338075,-2.911920037316486,-0.9225911824445792,-0.024999999999999998,0.014285714285714285,-0.05071428571428571,0.0,0.0,0.0,0.0017857142857142857,-0.001020408163265306,0.0036224489795918364,0.0,0.0,0.0
1,-0.83,0.18,-1.9,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.21,0.55,-0.73,0.35,263177,2524,W,-2.679591724943013,0.1504955320996251,-2.799118939567135,3.051472385947108,-2.7259371776949077,-0.8953630630659885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048689138576779015,-0.0019550561797752803,-0.0008913857677902621
2,-0.83,0.18,-1.9,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.29,0.47,-0.7,0.46,263192,2539,W,-2.8297401850453734,-0.2272377680307268,-2.993778021648733,-2.9653897832195453,-2.740606395228099,-0.8249745808659107,0.0,0.0,0.0,-0.0073033707865168525,-0.029325842696629207,-0.013370786516853932,-0.00017556179775280907,-9.129213483146067e-05,-0.0002668539325842696,8.206034591591968e-05,0.0003295038505239237,0.0001502335563691453
3,-0.83,0.18,-1.9,-13.44,3.0,4.5,-4.18,-8.02,1.12,0.29,0.47,-0.7,0.46,263281,2628,W,-2.9427241951991343,-0.4370923552413023,-3.127088292852592,-2.9345964461548304,-2.8413305253843504,-0.7465883711010609,-0.015625000000000007,-0.008125,-0.023749999999999993,0.0,0.0,0.0,0.0009765625000000004,0.0005078125,0.0014843749999999996,-0.0004013157894736844,-0.0012105263157894735,0.0005526315789473683
4,-1.08,0.05,-2.28,-13.44,3.0,4.5,-4.18,-8.02,1.12,0.29,0.47,-0.7,0.46,263297,2644,W,-3.057755329113118,0.3290652956146184,3.054652980053665,-2.963785806576256,-2.975527389160048,-0.7242621510414751,0.0,0.0,0.0,-0.006421052631578951,-0.019368421052631576,0.008842105263157892,-0.00012563667232597618,2.037351443123939e-05,-0.00013242784380305606,6.759002770083106e-05,0.0002038781163434903,-9.307479224376729e-05
5,-1.08,0.05,-2.28,-13.44,3.0,4.5,-4.79,-9.86,1.96,0.29,0.47,-0.7,0.46,263392,2739,W,3.086857732974213,0.4109238992971303,2.93841190406047,-3.00610968249503,-3.1175819749830667,-0.7949478277079969,-0.011935483870967737,0.001935483870967742,-0.012580645161290326,0.0,0.0,0.0,0.00038501560874089477,-6.243496357960458e-05,0.00040582726326742987,-0.0005890603085553996,-0.0023562412342215985,-0.0007433380084151472
6,-1.45,0.11,-2.67,-13.44,3.0,4.5,-4.79,-9.86,1.96,0.29,0.47,-0.7,0.46,263423,2770,W,2.934501228720623,-0.0054851401143382,2.7883993857406195,-3.0600974990063774,3.030590942423231,-0.9567582566155496,0.0,0.0,0.0,-0.01826086956521739,-0.07304347826086956,-0.023043478260869565,0.0,0.0,0.0,-0.002416751490475498,0.004848044205322088,-0.0003024574669187142
7,-1.45,0.11,-2.67,-13.44,3.0,4.5,-5.21,-11.54,1.43,0.29,0.47,-0.7,0.46,263446,2793,W,2.803463047337996,-0.4976499721617613,2.6224261887600746,-3.1345635715886755,2.911638902717245,-1.1865047041462993,0.0,0.0,0.0,-0.07384615384615384,0.038461538461538464,-0.029999999999999992,0.0,0.0,0.0,0.005973513665821358,-0.002665539588616518,0.0020512820512820504
8,-1.45,0.11,-2.67,-13.44,3.0,4.5,-6.17,-11.04,1.04,0.29,0.47,-0.7,0.46,263459,2806,W,2.7431985916506734,-1.0159565639566357,2.464405719763751,3.0501094326442915,2.8123370469077607,-1.4529840797713116,0.0,0.0,0.0,0.003809523809523813,0.0038095238095237284,-0.003333333333333336,0.0009999999999999998,0.0010476190476190477,0.0016904761904761904,-0.00018140589569161014,-0.0001814058956916061,0.00015873015873015887
9,-1.45,0.11,-2.67,-13.44,3.0,4.5,-6.09,-10.96,0.97,0.29,0.47,-0.7,0.46,263480,2827,W,2.7987907036737,-1.5596621617444155,2.330229431280106,2.931312408886716,2.7327880276692764,-1.7294772547912225,0.020999999999999998,0.022000000000000002,0.0355,0.0,0.0,0.0,-0.00105,-0.0011,-0.0017749999999999999,-0.0018157894736842116,0.0005000000000000034,-0.002736842105263158
10,-1.03,0.55,-1.96,-13.44,3.0,4.5,-6.09,-10.96,0.97,0.29,0.47,-0.7,0.46,263500,2847,W,2.937404736710674,-2.127951284520133,2.235222642297087,2.8038287720049477,2.6731599603036527,-1.9854107527196505,0.0,0.0,0.0,-0.03631578947368423,0.010000000000000068,-0.05473684210526316,-0.0016917293233082705,-0.005488721804511278,0.0009774436090225565,0.0019113573407202227,-0.0005263157894736878,0.002880886426592798
11,-1.03,0.55,-1.96,-13.44,3.0,4.5,-6.78,-10.77,-0.07,0.29,0.47,-0.7,0.46,263519,2866,W,3.0208239568314834,-2.713552285710228,2.187185322571558,2.6835912974896443,2.634409184655296,-2.166006770376159,-0.03214285714285714,-0.10428571428571429,0.018571428571428572,0.0,0.0,0.0,0.0022959183673469385,0.007448979591836735,-0.001326530612244898,-0.0003726708074534165,0.0018944099378881971,0.0007142857142857143
