,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
0,0.01,0.11,0.02,53.56,-65.56,10.88,4.36,8.86,0.81,0.59,0.32,0.6,0.43,1107527,326,W,-1.194791758676936,-0.9015669846510888,0.5235732420548708,-0.4045704546226037,-0.346572409220482,-0.2751410008277942,0.0,0.0,0.0,-0.0007894736842105329,0.0021052631578947385,0.002105263157894736,0.0,0.0,0.0,2.0775623268698235e-05,-5.540166204986154e-05,-5.540166204986147e-05
1,0.01,0.11,0.02,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.6,0.43,1107565,364,W,-1.6378703193630682,-1.249578163852975,0.1927694943701821,-0.4136557813589515,-0.3474515838695244,-0.2338754352304823,0.0,0.0,0.0,0.0,0.0,0.0,-1.2820512820512822e-05,-7.051282051282051e-05,2.5641025641025636e-05,0.0,0.0,0.0
2,0.01,0.11,0.02,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.61,0.43,1107604,403,W,-2.004964321078329,-1.5929075353483684,-0.1837344073583854,-0.4144704405156662,-0.348752359178566,-0.204116506532867,-0.0005,-0.00275,0.0009999999999999998,0.0,0.0,0.0,1.25e-05,6.874999999999999e-05,-2.4999999999999994e-05,-0.00010000000000000009,5.000000000000004e-05,0.0
3,-0.01,0.0,0.06,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.61,0.43,1107644,443,W,-2.245158020806875,-1.9258765586762487,-0.5967250120959252,-0.4030643236167284,-0.350004691966616,-0.1847244323352242,0.0,0.0,0.0,-0.0040000000000000036,0.0020000000000000018,0.0,0.0,0.0,0.0,8.124999999999993e-05,-0.00015000000000000012,2.500000000000002e-05
4,-0.01,0.0,0.06,53.56,-65.56,10.88,4.17,9.02,0.89,0.59,0.32,0.61,0.43,1107684,483,W,-2.2635098496502417,-2.242188615294806,-1.0349809782650974,-0.3787447933221476,-0.3517988390537517,-0.1760760691791442,0.0,0.0,0.0,-0.0007500000000000062,-0.0040000000000000036,0.0010000000000000009,0.0,0.0,0.0,3.8486842105263475e-05,0.00015263157894736856,-5.263157894736919e-06
5,-0.01,0.0,0.06,53.56,-65.56,10.88,4.14,8.86,0.93,0.59,0.32,0.61,0.43,1107724,523,W,-2.068129140760228,-2.5334878436165886,-1.4880392798141668,-0.3464306990106256,-0.3555173660642514,-0.1816386777607573,0.0,0.0,0.0,0.0007894736842105329,0.0021052631578947385,0.0007894736842105241,6.578947368421053e-06,-2.6315789473684212e-05,-5.921052631578947e-05,-2.0775623268698235e-05,-5.540166204986154e-05,-2.0775623268698005e-05
6,-0.01,0.0,0.06,53.56,-65.56,10.88,4.17,8.94,0.96,0.59,0.32,0.61,0.43,1107762,561,W,-1.9829307240662315,-2.7911059808082346,-1.9502318171492483,-0.3150404111518385,-0.3617875788843068,-0.2049988137721231,0.00025,-0.001,-0.00225,0.0,0.0,0.0,-6.25e-06,2.5e-05,5.625e-05,4.761904761904766e-05,2.380952380952436e-05,4.761904761904766e-05
7,0.0,-0.04,-0.03,53.56,-65.56,10.88,4.17,8.94,0.96,0.59,0.32,0.61,0.43,1107802,601,W,-2.095327284290329,-2.995597942173907,-2.418859569790873,-0.2929144694651928,-0.3695802083329214,-0.2476944358275838,0.0,0.0,0.0,0.0019047619047619065,0.0009523809523809744,0.0019047619047619065,-1.7421602787456446e-05,5.80720092915215e-06,-5.80720092915215e-06,-4.5351473922902536e-05,-2.2675736961451773e-05,-4.5351473922902536e-05
8,0.0,-0.04,-0.03,53.56,-65.56,10.88,4.25,8.98,1.04,0.59,0.32,0.61,0.43,1107844,643,W,-2.305820078981505,-3.10945370291562,-2.891591172174377,-0.2841979215032455,-0.3764367189742644,-0.3060721869523035,-0.0007317073170731707,0.0002439024390243903,-0.0002439024390243903,0.0,0.0,0.0,1.784651992861392e-05,-5.948839976204641e-06,5.948839976204641e-06,6.87929956222641e-05,-7.504690431519762e-05,0.0
9,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.25,8.98,1.04,0.59,0.32,0.61,0.43,1107885,684,W,-2.550534890633464,-3.098099266658279,2.9175612671246958,-0.2883375525011544,-0.3793830931102602,-0.3707898298450453,0.0,0.0,0.0,0.0028205128205128285,-0.0030769230769231025,0.0,0.0,0.0,0.0,-4.667981591058532e-05,8.38264299802863e-06,-2.5641025641025663e-05
10,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.36,8.86,1.04,0.59,0.32,0.61,0.43,1107924,723,W,-2.7949656321869094,-2.985393757003235,2.444066790144398,-0.3007898042706168,-0.3763725833867856,-0.432438468898517,0.0,0.0,0.0,0.0010000000000000009,-0.002749999999999986,-0.0010000000000000009,-6.250000000000001e-06,6.249999999999999e-06,2.5e-05,-2.500000000000002e-05,6.874999999999965e-05,2.500000000000002e-05
11,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.4,8.75,1.0,0.59,0.32,0.61,0.43,1107964,763,W,-3.028320160204946,-2.9264349964715075,1.969222302148976,-0.3164507301616797,-0.3675836018515484,-0.4885173299047374,-0.00025000000000000006,0.00024999999999999995,0.001,0.0,0.0,0.0,6.250000000000001e-06,-2.5e-05,-3.125e-05,0.0,0.0,0.0
12,-0.04,-0.02,0.0,53.56,-65.56,10.88,4.4,8.75,1.0,0.59,0.32,0.61,0.43,1108004,803,W,3.020962497199156,-3.036952838524073,1.488534419227178,-0.3302061182546476,-0.3558885071695431,-0.5368628963625653,0.0,-0.00075,-0.00025,0.0,0.0,0.0,0.0,1.8750000000000002e-05,6.25e-06,2.4390243902439046e-05,4.878048780487809e-05,-4.268292682926826e-05
13,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.4,8.75,1.0,0.59,0.32,0.61,0.43,1108044,843,W,2.7451591378169447,2.981127497718793,1.1714549767157365,-0.3320091969516865,-0.345529400220427,-0.5637137815093305,0.0,0.0,0.0,0.0009756097560975618,0.0019512195121951237,-0.0017073170731707306,0.0,0.0,0.0,-2.3795359904818582e-05,-7.138607971445628e-05,1.7846519928613873e-05
14,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.44,8.83,0.93,0.59,0.32,0.61,0.43,1108085,884,W,2.3822696100339176,2.62364757636966,3.088400130898462,-0.3065704244586111,-0.3391229115125712,-0.5388953775077059,0.0,0.0,0.0,0.0,-0.0009756097560975835,-0.0009756097560975618,0.0,0.0,0.0,-2.4390243902439046e-05,4.8185603807258696e-05,2.3795359904818582e-05
15,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.44,8.79,0.89,0.59,0.32,0.61,0.43,1108126,925,W,1.8774914147284791,2.209179897730128,2.907464842752131,-0.2427697044965671,-0.3358890889949945,-0.4219631580348677,0.0,0.0,0.0,-0.0010000000000000009,0.001000000000000023,0.0,0.0,0.0,0.0,2.500000000000002e-05,-2.5000000000000574e-05,0.0
16,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.4,8.83,0.89,0.59,0.32,0.61,0.43,1108166,965,W,1.1084066899757512,1.7158482774679318,2.5581892654555083,-0.1537884032077495,-0.3340504517861076,-0.216262105421803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.374999999999968e-05,4.375000000000018e-05,-4.999999999999998e-05
17,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.4,8.83,0.89,0.59,0.31,0.6,0.44,1108206,1005,W,0.0675789492004095,0.9441739517254862,2.19762343118732,-0.0830691314403824,-0.3347438302637877,-0.0356882794996896,0.0,0.0,0.0,0.003749999999999987,0.0017500000000000072,-0.001999999999999999,4.26829268292683e-05,4.26829268292683e-05,-6.0975609756097564e-06,-9.374999999999968e-05,-4.375000000000018e-05,4.999999999999998e-05
18,-0.04,-0.05,-0.01,53.56,-65.56,10.88,4.55,8.9,0.81,0.59,0.31,0.6,0.44,1108246,1045,W,-0.7664491884450131,-0.8909717787751558,1.83233629452387,-0.0683926242081825,-0.3423819996485505,0.0263975133562269,0.001707317073170732,0.001707317073170732,-0.00024390243902439024,0.0,0.0,0.0,-4.1641879833432486e-05,-4.1641879833432486e-05,5.9488399762046405e-06,0.0003627267041901189,-4.3777360850531765e-05,0.00021263289555972472
19,0.03,0.02,-0.02,53.56,-65.56,10.88,4.55,8.9,0.81,0.59,0.31,0.6,0.44,1108287,1086,W,-1.3346324851878768,-1.9867922888509728,1.4520686704751475,-0.1140034752171387,-0.3607791591882225,-0.0130079586037833,0.0,0.0,0.0,0.014871794871794873,-0.0017948717948718022,0.008717948717948714,0.0,0.0,0.0,-4.3946157306481245e-05,0.00014723692861344726,-0.0002235371466140696
20,0.03,0.02,-0.02,53.56,-65.56,10.88,5.13,8.83,1.15,0.59,0.31,0.6,0.44,1108326,1125,W,-1.7785392797853514,-2.6022118632406666,1.052935867584407,-0.2013583198355566,-0.3896237549894622,-0.1067946464625898,0.0,0.0,0.0,0.013157894736842105,0.003947368421052641,0.0,-9.62772785622593e-05,-0.00013478818998716304,0.00023106546854942235,-0.00034626038781163435,-0.00010387811634349056,0.0
21,0.03,0.02,-0.02,53.56,-65.56,10.88,5.63,8.98,1.15,0.59,0.31,0.6,0.44,1108364,1163,W,-2.158837003707295,-3.1278256880231536,0.638364806360664,-0.308966327785535,-0.4232556724096087,-0.221012776746481,-0.0036585365853658534,-0.005121951219512195,0.00878048780487805,0.0,0.0,0.0,5.874479476502081e-05,0.00021029149315883404,-9.83045806067817e-05,0.0,0.0,0.0
22,-0.12,-0.19,0.34,53.56,-65.56,10.88,5.63,8.98,1.15,0.59,0.31,0.6,0.44,1108405,1204,W,-2.4951917024737624,2.6556634378035677,0.2129262853351114,-0.4202469716224091,-0.4518275212774113,-0.3377202345582464,-0.0012500000000000005,0.0035000000000000005,0.00475,0.0,0.0,0.0,3.1250000000000014e-05,-8.750000000000001e-05,-0.00011875,-0.0002560975609756097,-0.0003048780487804878,-1.829268292682915e-05
23,-0.17,-0.05,0.53,53.56,-65.56,10.88,5.63,8.98,1.15,0.59,0.31,0.6,0.44,1108445,1244,W,-2.790192141349812,2.1473119470190154,-0.2133858942617969,-0.524211118331132,-0.4634391793154409,-0.4481845279913226,0.0,0.0,0.0,-0.010243902439024389,-0.012195121951219513,-0.000731707317073166,0.0,0.0,0.0,0.00010960737656157074,0.00011451516954193889,-6.543723973825242e-06
24,-0.17,-0.05,0.53,53.56,-65.56,10.88,5.21,8.48,1.12,0.59,0.31,0.6,0.44,1108486,1285,W,-3.043450227945872,1.594318931234351,-0.6260436082089539,-0.6159223598586607,-0.4495957635505587,-0.5485573775728405,0.0,0.0,0.0,-0.005749999999999989,-0.007500000000000018,-0.0010000000000000009,0.0,0.0,0.0,-6.019736842105326e-05,0.00020723684210526434,-1.3157894736842095e-06
