,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
0,0.0,-0.01,0.01,48.94,-62.31,9.81,4.36,9.14,0.58,0.22,-0.38,0.52,0.74,128533,313,W,-1.9714789599913165,-2.3982444496668758,-0.4606778061881977,-0.3640106617212683,-0.3499356454220456,-0.1020592159669441,0.0,0.0,0.0,-0.001081081081081082,0.002162162162162164,0.003243243243243243,-1.386001386001386e-05,-5.544005544005544e-05,-6.93000693000693e-06,2.9218407596785998e-05,-5.8436815193571996e-05,-8.765522279035793e-05
1,0.0,-0.01,0.01,48.94,-62.31,9.81,4.32,9.22,0.7,0.22,-0.38,0.52,0.74,128570,350,W,-2.0953031881605386,-2.7326343288044788,-1.027933882094996,-0.3582741368575762,-0.3574129148638262,-0.267130282814614,-0.0005128205128205128,-0.0020512820512820513,-0.0002564102564102564,0.0,0.0,0.0,1.3149243918474688e-05,5.259697567389875e-05,6.574621959237344e-06,-1.923076923076939e-05,-7.05128205128213e-05,0.0
2,-0.02,-0.09,0.0,48.94,-62.31,9.81,4.32,9.22,0.7,0.22,-0.38,0.52,0.74,128609,389,W,-2.272507555525658,-3.0716699128707043,-1.520413676517344,-0.3492057890138119,-0.3632917831175258,-0.4458540874221124,0.0,0.0,0.0,-0.0007500000000000062,-0.00275000000000003,0.0,0.0,0.0,0.0,1.8750000000000154e-05,4.435975609756225e-05,1.8292682926829285e-05
3,-0.02,-0.09,0.0,48.94,-62.31,9.81,4.29,9.11,0.7,0.22,-0.38,0.52,0.74,128649,429,W,-2.5168955299996734,2.875317807499003,-1.9675522131332253,-0.3356469506283276,-0.366603028506395,-0.6210255507271697,0.0,0.0,0.0,0.0,-0.0009756097560975402,0.0007317073170731714,0.0,0.0,0.0,1.925545571245202e-05,4.946930085475332e-05,-0.00013979773944080903
4,-0.02,-0.09,0.0,48.94,-62.31,9.81,4.29,9.07,0.73,0.22,-0.38,0.52,0.74,128690,470,W,-2.8196240929921106,2.5505009741947706,-2.397372187398723,-0.3196336351900051,-0.3678564454535981,-0.7757918745198383,0.0,0.0,0.0,0.0007894736842105329,0.001052631578947346,-0.004999999999999998,-2.6315789473684205e-05,2.6315789473684205e-05,-5.921052631578947e-05,-2.0775623268698235e-05,-2.770083102493016e-05,0.00013157894736842102
5,-0.02,-0.09,0.0,48.94,-62.31,9.81,4.32,9.11,0.54,0.22,-0.38,0.52,0.74,128728,508,W,3.119636295746276,2.2494993435732504,-2.825469659593011,-0.3051576778478405,-0.3682756504404448,-0.8894560652906789,-0.0009999999999999998,0.0009999999999999998,-0.00225,0.0,0.0,0.0,2.4999999999999994e-05,-2.4999999999999994e-05,5.625e-05,5.000000000000004e-05,-2.499999999999947e-05,-5.000000000000001e-05
6,-0.06,-0.05,-0.09,48.94,-62.31,9.81,4.32,9.11,0.54,0.22,-0.38,0.52,0.74,128768,548,W,2.7512045034721875,1.9956001049266967,3.0234239848058504,-0.2967735224346923,-0.3685062595241639,-0.9225379228380296,0.0,0.0,0.0,0.0020000000000000018,-0.0009999999999999788,-0.0020000000000000005,1.2195121951219511e-05,6.097560975609757e-06,1.8292682926829268e-05,-5.000000000000004e-05,2.499999999999947e-05,5.000000000000001e-05
7,-0.06,-0.05,-0.09,48.94,-62.31,9.81,4.4,9.07,0.46,0.22,-0.38,0.52,0.74,128808,588,W,2.3707576322542687,1.8649118735226096,2.584925002792758,-0.2977209284683926,-0.3678170561655779,-0.7908774033836639,0.00048780487804878043,0.0002439024390243903,0.0007317073170731707,0.0,0.0,0.0,-1.189767995240928e-05,-5.948839976204641e-06,-1.784651992861392e-05,5.0031269543464706e-05,-5.0031269543464706e-05,-1.8761726078799266e-05
8,-0.04,-0.04,-0.06,48.94,-62.31,9.81,4.4,9.07,0.46,0.22,-0.38,0.52,0.74,128849,629,W,1.9828506868210984,2.058395504710731,2.149776666458393,-0.308032690411428,-0.3648872246247323,-0.412502100921484,0.0,0.0,0.0,0.002051282051282053,-0.002051282051282053,-0.0007692307692307699,0.0,0.0,0.0,-2.6298487836949982e-05,5.259697567389879e-05,3.9447731755424094e-05
9,-0.04,-0.04,-0.06,48.94,-62.31,9.81,4.48,8.99,0.43,0.22,-0.38,0.52,0.74,128888,668,W,1.5873246608837586,2.454739540069419,1.724349349421283,-0.3247406597117486,-0.3590551761155652,-0.030828409250947,0.0,0.0,0.0,0.0010256410256410037,0.0,0.0007692307692307699,3.1269543464665416e-05,0.0,3.75234521575985e-05,-2.6298487836948813e-05,0.0,-1.9723865877712047e-05
