,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,,0
0,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51146,0,S,,5690,5690
1,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51185,39,S,,1870,7560
2,0,0.01,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51223,77,S,,7420,14980
3,0,0.01,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51262,116,S,,1060,16040
4,0,0.01,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51299,153,S,,,
5,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51338,192,S,,,
6,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51379,233,S,,,
7,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51418,272,S,,,
8,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51457,311,S,,,
9,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51493,347,S,,,
10,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51532,386,S,,,
11,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51571,425,S,,,
12,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51610,464,S,,,
13,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51647,501,S,,,
14,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51685,539,S,,,
15,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51723,577,S,,,
16,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,51762,616,S,,,
17,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51799,653,S,,,
18,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51837,691,S,,,
19,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51876,730,S,,,
20,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51914,768,S,,,
21,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51953,807,S,,,
22,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,51990,844,S,,,
23,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,52030,884,S,,,
24,0,0,0,-65.56,9.13,73.19,-9.39,1.09,2.25,0.04,0.61,0.04,0.79,52069,923,S,,,
25,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,52108,962,S,,,
26,0,0,0,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,52145,999,S,,,
27,0.01,0.02,-0.01,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,52184,1038,S,,,
28,0,0.01,-0.02,-65.56,9.13,73.19,-9.43,1.09,2.25,0.04,0.61,0.04,0.79,52221,1075,S,,,
29,0,0.01,-0.02,-65.56,9.13,73.19,-9.43,1.09,2.21,0.04,0.61,0.04,0.79,52260,1114,S,,,
30,0,0,-0.02,-65.56,9.13,73.19,-9.43,1.09,2.21,0.04,0.61,0.04,0.79,52297,1151,S,,,
31,0,0,-0.02,-65.56,9.13,73.19,-9.43,1.09,2.21,0.11,0.61,-0.05,0.78,52336,1190,S,,,
32,0,0,-0.02,-65.56,9.13,73.19,-9.43,1.05,2.25,0.11,0.61,-0.05,0.78,52377,1231,S,,,
33,0,-0.01,-0.02,-65.56,9.13,73.19,-9.43,1.05,2.25,0.11,0.61,-0.05,0.78,52417,1271,S,,,
34,0,-0.01,-0.02,-65.56,9.13,73.19,-9.43,1.05,2.25,0.11,0.61,-0.05,0.78,52457,1311,S,,,
35,0,-0.01,-0.02,-65.56,9.13,73.19,-9.43,1.05,2.25,0.11,0.61,-0.05,0.78,52495,1349,S,,,
36,0,-0.01,-0.02,-65.56,9.13,73.19,-9.43,1.05,2.21,0.11,0.61,-0.05,0.78,52535,1389,S,,,
37,0.02,-0.04,0,-65.56,9.13,73.19,-9.43,1.05,2.21,0.11,0.61,-0.05,0.78,52575,1429,S,,,
38,0.02,-0.04,0,-65.56,9.13,73.19,-9.39,1.05,2.29,0.11,0.61,-0.05,0.78,52613,1467,S,,,
39,0.02,-0.04,0,-65.56,9.13,73.19,-9.39,1.05,2.25,0.11,0.61,-0.05,0.78,52652,1506,S,,,
40,0.02,-0.04,0,-64.56,8.94,70.94,-9.39,1.05,2.25,0.11,0.61,-0.05,0.78,52688,1542,S,,,
41,0.02,-0.04,0,-64.56,8.94,70.94,-9.35,1.05,2.29,0.11,0.61,-0.05,0.78,52729,1583,S,,,
42,-0.02,0.01,0.02,-64.56,8.94,70.94,-9.35,1.05,2.29,0.11,0.61,-0.05,0.78,52768,1622,S,,,
43,-0.02,0.01,0.02,-64.56,8.94,70.94,-9.39,1.09,2.33,0.11,0.61,-0.05,0.78,52808,1662,S,,,
44,-0.02,0.01,0.02,-64.56,8.94,70.94,-9.39,1.09,2.29,0.11,0.61,-0.05,0.78,52845,1699,S,,,
45,-0.03,0.05,0.01,-64.56,8.94,70.94,-9.39,1.09,2.29,0.11,0.61,-0.05,0.78,52885,1739,S,,,
46,-0.03,0.03,0.01,-64.56,8.94,70.94,-9.39,1.09,2.29,0.11,0.61,-0.05,0.78,52924,1778,S,,,
