,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Sensor Time,Time,Label,,,0
32,-0.01,-0.01,-0.02,0.06,8,4.25,4.7,8.66,0.5,0.22,-0.64,-0.48,0.55,254131,1219,W,,,
33,-0.01,-0.01,-0.02,0.06,8,4.25,4.81,8.54,0.46,0.22,-0.64,-0.48,0.55,254170,1258,W,,,
34,-0.01,-0.01,-0.02,0.06,8,4.25,4.81,8.54,0.42,0.22,-0.64,-0.48,0.55,254209,1297,W,,,
35,-0.01,-0.01,-0.02,0.06,8,4.25,4.81,8.58,0.42,0.22,-0.64,-0.48,0.55,254246,1334,W,,,
36,0,0.02,0,0.06,8,4.25,4.81,8.58,0.42,0.22,-0.64,-0.48,0.55,254284,1372,W,,,
37,0,0.02,-0.01,0.06,8,4.25,4.81,8.58,0.42,0.22,-0.64,-0.48,0.55,254323,1411,W,,,
38,0,0.02,-0.01,0.06,8,4.25,4.7,8.62,0.42,0.22,-0.64,-0.48,0.55,254361,1449,W,,,
39,0,0.02,-0.01,0.06,8,4.25,4.66,8.66,0.42,0.22,-0.64,-0.48,0.55,254398,1486,W,,,
40,0,0.01,-0.02,0.06,8,4.25,4.66,8.66,0.42,0.22,-0.64,-0.48,0.55,254437,1525,W,,,
41,0.01,0.02,-0.02,0.06,8,4.25,4.66,8.66,0.42,0.22,-0.64,-0.48,0.55,254475,1563,W,,,
42,0.01,0.02,-0.02,0.06,8,4.25,4.73,8.62,0.46,0.22,-0.64,-0.48,0.55,254513,1601,W,,,
43,0.01,0.02,-0.02,0.06,8,4.25,4.73,8.62,0.42,0.22,-0.64,-0.48,0.55,254550,1638,W,,,
44,0.01,0.02,-0.02,0.06,8,4.25,4.73,8.62,0.42,0.22,-0.64,-0.48,0.55,254588,1676,W,,,
45,0.01,0.02,-0.02,0.06,8,4.25,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,254627,1715,W,,,
46,0.01,0.02,-0.03,0.06,8,4.25,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,254664,1752,W,,,
47,0.01,0.02,-0.03,0.06,8,4.25,4.7,8.66,0.46,0.22,-0.64,-0.48,0.55,254701,1789,W,,,
48,0.01,0.01,-0.03,0.06,8,4.25,4.7,8.66,0.46,0.22,-0.64,-0.48,0.55,254740,1828,W,,,
49,0.01,0.01,-0.03,0.06,8,4.25,4.66,8.62,0.5,0.22,-0.64,-0.48,0.55,254779,1867,W,,,
50,0.01,0.01,-0.02,0.06,8,4.25,4.66,8.62,0.5,0.22,-0.64,-0.48,0.55,254817,1905,W,,,
51,0.01,0.01,-0.02,0.06,8,4.25,4.66,8.7,0.5,0.22,-0.64,-0.48,0.55,254855,1943,W,,,
52,0.01,0.01,-0.02,0.06,8,4.25,4.62,8.66,0.46,0.22,-0.64,-0.48,0.55,254892,1980,W,,,
53,0,0,-0.02,0.06,8,4.25,4.62,8.66,0.46,0.22,-0.64,-0.48,0.55,254929,2017,W,,,
54,0,0,-0.02,0.06,8,4.25,4.58,8.7,0.46,0.22,-0.64,-0.48,0.55,254969,2057,W,,,
55,0,0,-0.02,0.06,8,4.25,4.54,8.66,0.5,0.22,-0.64,-0.48,0.55,255007,2095,W,,,
56,0,0,-0.02,0.06,8,4.25,4.58,8.66,0.54,0.22,-0.64,-0.48,0.55,255044,2132,W,,,
57,-0.01,-0.03,-0.02,0.06,8,4.25,4.58,8.66,0.54,0.22,-0.64,-0.48,0.55,255083,2171,W,,,
58,-0.01,-0.03,-0.02,0.06,8,4.25,4.66,8.62,0.54,0.22,-0.64,-0.48,0.55,255122,2210,W,,,
59,-0.01,-0.03,-0.02,0.06,8,4.25,4.62,8.62,0.5,0.22,-0.64,-0.48,0.55,255162,2250,W,,,
60,-0.01,-0.03,-0.02,0.06,8,4.25,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,255200,2288,W,,,
61,0.02,0.01,0,0.06,8,4.25,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,255239,2327,W,,,
62,0.02,0.01,0,0.06,8,4.25,4.58,8.66,0.5,0.22,-0.64,-0.48,0.55,255278,2366,W,,,
63,0,-0.03,0.01,0.06,8,4.25,4.58,8.66,0.5,0.22,-0.64,-0.48,0.55,255315,2403,W,,,
64,0,-0.03,0.01,0.06,8,4.25,4.62,8.62,0.46,0.22,-0.64,-0.48,0.55,255353,2441,W,,,
65,0,-0.03,0.01,0.63,7.25,3.5,4.62,8.62,0.46,0.22,-0.64,-0.48,0.55,255390,2478,W,,,
66,0,-0.01,0.01,0.63,7.25,3.5,4.62,8.62,0.46,0.22,-0.64,-0.48,0.55,255429,2517,W,,,
67,0,-0.01,0.01,0.63,7.25,3.5,4.66,8.66,0.46,0.22,-0.64,-0.48,0.55,255467,2555,W,,,
68,0,-0.01,0.01,0.63,7.25,3.5,4.58,8.7,0.46,0.22,-0.64,-0.48,0.55,255505,2593,W,,,
69,0,-0.01,0.01,0.63,7.25,3.5,4.58,8.73,0.39,0.22,-0.64,-0.48,0.55,255542,2630,W,,,
70,0,-0.02,0.01,0.63,7.25,3.5,4.58,8.73,0.39,0.22,-0.64,-0.48,0.55,255581,2669,W,,,
71,0,-0.02,0.01,0.63,7.25,3.5,4.62,8.66,0.39,0.22,-0.64,-0.48,0.55,255620,2708,W,,,
72,0,-0.02,0.01,0.63,7.25,3.5,4.66,8.66,0.39,0.22,-0.64,-0.48,0.55,255660,2748,W,,,
73,0,-0.02,0.01,0.63,7.25,3.5,4.66,8.66,0.42,0.22,-0.64,-0.48,0.55,255696,2784,W,,,
74,0,-0.01,0.01,0.63,7.25,3.5,4.66,8.66,0.42,0.22,-0.64,-0.48,0.55,255735,2823,W,,,
75,0,-0.01,0.01,0.63,7.25,3.5,4.66,8.7,0.46,0.22,-0.64,-0.48,0.55,255773,2861,W,,,
76,0,-0.01,0.01,0.63,7.25,3.5,4.66,8.66,0.46,0.22,-0.64,-0.48,0.55,255813,2901,W,,,
77,0,-0.01,0.01,0.63,7.25,3.5,4.66,8.66,0.46,0.22,-0.64,-0.48,0.55,255850,2938,W,,,
78,-0.01,-0.01,0.01,0.63,7.25,3.5,4.66,8.66,0.46,0.22,-0.64,-0.48,0.55,255889,2977,W,,,
79,-0.01,0,0.01,0.63,7.25,3.5,4.66,8.66,0.46,0.22,-0.64,-0.48,0.55,255928,3016,W,,,
80,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.66,0.42,0.22,-0.64,-0.48,0.55,255968,3056,W,,,
81,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.62,0.5,0.22,-0.64,-0.48,0.55,256005,3093,W,,,
82,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.66,0.5,0.22,-0.64,-0.48,0.55,256043,3131,W,,,
83,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.66,0.5,0.22,-0.64,-0.48,0.55,256081,3169,W,,,
84,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,256120,3208,W,,,
85,-0.01,0,0.01,0.63,7.25,3.5,4.66,8.62,0.46,0.22,-0.64,-0.48,0.55,256160,3248,W,,,
86,-0.01,0,0.01,0.63,7.25,3.5,4.7,8.62,0.42,0.22,-0.64,-0.48,0.55,256197,3285,W,,,
87,0.01,0.02,0.01,0.63,7.25,3.5,4.7,8.62,0.42,0.22,-0.64,-0.48,0.55,256235,3323,W,,,
88,0.01,0.02,0.01,0.63,7.25,3.5,4.7,8.62,0.5,0.22,-0.64,-0.48,0.55,256273,3361,W,,,
89,0.01,0.02,0.01,0.63,7.25,3.5,4.7,8.62,0.46,0.22,-0.64,-0.48,0.55,256312,3400,W,,,
90,0.01,0.02,0.01,0.63,7.25,3.5,4.7,8.7,0.5,0.22,-0.64,-0.48,0.55,256349,3437,W,,,
91,0.01,0.02,0.01,1.31,7.25,4.63,4.7,8.7,0.5,0.22,-0.64,-0.48,0.55,256387,3475,W,,,
92,0.01,0.07,-0.04,1.31,7.25,4.63,4.7,8.7,0.5,0.22,-0.64,-0.48,0.55,256423,3511,W,,,
93,0.01,0.07,-0.04,1.31,7.25,4.63,5.23,8.54,0.96,0.22,-0.64,-0.48,0.55,256462,3550,W,,,
94,0.01,0.07,-0.04,1.31,7.25,4.63,5.54,8.66,1.27,0.22,-0.64,-0.48,0.55,256499,3587,W,,,
95,-0.09,0.23,0.01,1.31,7.25,4.63,5.54,8.66,1.27,0.22,-0.64,-0.48,0.55,256538,3626,W,,,
96,-0.23,0.29,0.15,1.31,7.25,4.63,5.54,8.66,1.27,0.22,-0.64,-0.48,0.55,256576,3664,W,,,
97,-0.23,0.29,0.15,1.31,7.25,4.63,5.35,8.58,1.38,0.22,-0.64,-0.48,0.55,256614,3702,W,,,
98,-0.23,0.29,0.15,1.31,7.25,4.63,5.2,8.62,1.34,0.22,-0.64,-0.48,0.55,256651,3739,W,,,
99,-0.37,0.27,0.21,1.31,7.25,4.63,5.2,8.62,1.34,0.22,-0.64,-0.48,0.55,256691,3779,W,,,
100,-0.44,0.1,0.16,1.31,7.25,4.63,5.2,8.62,1.34,0.22,-0.64,-0.48,0.55,256730,3818,W,,,
101,-0.44,0.1,0.16,1.31,7.25,4.63,4.96,8.39,1.5,0.22,-0.64,-0.48,0.55,256768,3856,W,,,
102,-0.44,0.1,0.16,1.31,7.25,4.63,4.81,8.16,1.61,0.22,-0.64,-0.48,0.55,256805,3893,W,,,
103,-0.44,0.1,0.16,1.31,7.25,4.63,4.7,8.01,1.73,0.22,-0.64,-0.48,0.55,256842,3930,W,,,
104,-0.4,0.17,0.03,1.31,7.25,4.63,4.7,8.01,1.73,0.22,-0.64,-0.48,0.55,256881,3969,W,,,
105,-0.4,-0.02,0.03,1.31,7.25,4.63,4.7,8.01,1.73,0.22,-0.64,-0.48,0.55,256920,4008,W,,,
106,-0.4,-0.02,0.03,1.31,7.25,4.63,5,8.7,1.77,0.22,-0.64,-0.48,0.55,256958,4046,W,,,
107,-0.4,-0.02,0.03,1.31,7.25,4.63,5.08,8.7,1.88,0.22,-0.64,-0.48,0.55,256995,4083,W,,,
108,-0.15,-0.03,0.12,1.31,7.25,4.63,5.08,8.7,1.88,0.22,-0.64,-0.48,0.55,257034,4122,W,,,
109,0.03,0.08,0.09,1.31,7.25,4.63,5.08,8.7,1.88,0.22,-0.64,-0.48,0.55,257072,4160,W,,,
110,0.03,0.08,0.09,1.31,7.25,4.63,4.54,7.13,2.49,0.22,-0.64,-0.48,0.55,257111,4199,W,,,
111,0.03,0.08,0.09,1.31,7.25,4.63,4.66,7.32,2.61,0.22,-0.64,-0.48,0.55,257146,4234,W,,,
112,0.26,0.18,-0.07,1.31,7.25,4.63,4.66,7.32,2.61,0.22,-0.64,-0.48,0.55,257184,4272,W,,,
113,0.27,0.15,0,1.31,7.25,4.63,4.66,7.32,2.61,0.22,-0.64,-0.48,0.55,257222,4310,W,,,
114,0.27,0.15,0,1.31,7.25,4.63,4.81,7.86,2.88,0.22,-0.64,-0.48,0.55,257261,4349,W,,,
115,0.27,0.15,0,1.31,7.25,4.63,4.73,7.89,2.95,0.22,-0.64,-0.48,0.55,257297,4385,W,,,
116,0.32,0.13,0.17,1.31,7.25,4.63,4.73,7.89,2.95,0.22,-0.64,-0.48,0.55,257335,4423,W,,,
117,0.32,0.13,0.17,1.31,7.25,4.63,4.77,7.82,3.22,0.22,-0.64,-0.48,0.55,257373,4461,W,,,
118,0.32,0.13,0.17,1.31,7.25,4.63,4.81,7.7,3.14,0.22,-0.64,-0.48,0.55,257412,4500,W,,,
119,0.32,0.13,0.17,1.31,7.25,4.63,4.96,7.97,3.03,0.22,-0.64,-0.48,0.55,257448,4536,W,,,
120,0.59,0.6,0.14,1.31,7.25,4.63,4.96,7.97,3.03,0.22,-0.64,-0.48,0.55,257486,4574,W,,,
121,0.59,0.6,0.14,1.31,7.25,4.63,5.27,8.31,2.68,0.22,-0.64,-0.48,0.55,257524,4612,W,,,
122,0.59,0.6,0.14,1.31,7.25,4.63,5.35,9.08,2.45,0.22,-0.64,-0.48,0.55,257562,4650,W,,,
123,0.59,0.6,0.14,1.31,7.25,4.63,5.35,8.89,1.8,0.22,-0.64,-0.48,0.55,257599,4687,W,,,
124,0.32,0.29,0.21,1.31,7.25,4.63,5.35,8.89,1.8,0.22,-0.64,-0.48,0.55,257638,4726,W,,,
125,0.07,-0.26,0.19,1.31,7.25,4.63,5.35,8.89,1.8,0.22,-0.64,-0.48,0.55,257675,4763,W,,,
126,0.07,-0.26,0.19,1.31,7.25,4.63,5.58,8.58,0.58,0.22,-0.64,-0.48,0.55,257714,4802,W,,,
127,0.07,-0.26,0.19,1.31,7.25,4.63,6.07,8.5,0.5,0.22,-0.64,-0.48,0.55,257751,4839,W,,,
128,0.18,0.15,0.15,1.31,7.25,4.63,6.07,8.5,0.5,0.22,-0.64,-0.48,0.55,257789,4877,W,,,
129,0.09,-0.04,0.23,1.31,7.25,4.63,6.07,8.5,0.5,0.22,-0.64,-0.48,0.55,257827,4915,W,,,
130,0.09,-0.04,0.23,1.31,7.25,4.63,5.27,7.78,0.62,0.22,-0.64,-0.48,0.55,257865,4953,W,,,
131,0.09,-0.04,0.23,1.31,7.25,4.63,5.2,7.89,1,0.22,-0.64,-0.48,0.55,257903,4991,W,,,
132,0.09,-0.04,0.23,1.31,7.25,4.63,5.23,8.05,0.81,0.22,-0.64,-0.48,0.55,257940,5028,W,,,
133,-0.04,-0.1,0,1.31,7.25,4.63,5.23,8.05,0.81,0.22,-0.64,-0.48,0.55,257979,5067,W,,,
134,-0.04,-0.1,0,1.31,7.25,4.63,5.31,8.01,1.15,0.22,-0.64,-0.48,0.55,258018,5106,W,,,
135,-0.04,-0.1,0,1.31,7.25,4.63,5.31,7.86,1.3,0.22,-0.64,-0.48,0.55,258057,5145,W,,,
136,-0.04,-0.1,0,1.31,7.25,4.63,5.16,7.93,1.38,0.22,-0.64,-0.48,0.55,258094,5182,W,,,
137,-0.12,-0.23,-0.27,1.31,7.25,4.63,5.16,7.93,1.38,0.22,-0.64,-0.48,0.55,258132,5220,W,,,
138,-0.16,-0.26,-0.36,1.31,7.25,4.63,5.16,7.93,1.38,0.22,-0.64,-0.48,0.55,258171,5259,W,,,
139,-0.16,-0.26,-0.36,1.31,7.25,4.63,5.42,8.12,1.77,0.22,-0.64,-0.48,0.55,258210,5298,W,,,
140,-0.16,-0.26,-0.36,1.31,7.25,4.63,5.2,8.05,1.61,0.22,-0.64,-0.48,0.55,258248,5336,W,,,
141,-0.33,-0.82,-0.41,1.31,7.25,4.63,5.2,8.05,1.61,0.22,-0.64,-0.48,0.55,258288,5376,W,,,
142,-0.43,-1.16,-0.39,1.31,7.25,4.63,5.2,8.05,1.61,0.22,-0.64,-0.48,0.55,258327,5415,W,,,
143,-0.43,-1.16,-0.39,1.31,7.25,4.63,5.96,9.46,0.77,0.22,-0.64,-0.48,0.55,258365,5453,W,,,
144,-0.43,-1.16,-0.39,1.31,7.25,4.63,6.15,9.73,1.11,0.22,-0.64,-0.48,0.55,258404,5492,W,,,
145,-0.43,-1.16,-0.39,1.31,7.25,4.63,5.88,9.16,1.42,0.22,-0.64,-0.48,0.55,258442,5530,W,,,
146,-0.33,-0.14,-0.14,1.31,7.25,4.63,5.88,9.16,1.42,0.22,-0.64,-0.48,0.55,258481,5569,W,,,
147,-0.33,-0.14,-0.14,1.31,7.25,4.63,5.42,8.7,1.54,0.22,-0.64,-0.48,0.55,258521,5609,W,,,
148,-0.33,-0.14,-0.14,1.31,7.25,4.63,5.54,8.96,1.54,0.22,-0.64,-0.48,0.55,258560,5648,W,,,
149,-0.33,-0.14,-0.14,1.31,7.25,4.63,5.27,8.16,1.84,0.22,-0.64,-0.48,0.55,258597,5685,W,,,
150,-0.25,0.21,0.37,1.31,7.25,4.63,5.27,8.16,1.84,0.22,-0.64,-0.48,0.55,258637,5725,T,,,
151,-0.21,0.26,0.31,1.31,7.25,4.63,5.27,8.16,1.84,0.22,-0.64,-0.48,0.55,258674,5762,T,,,
152,-0.21,0.26,0.31,1.31,7.25,4.63,4.81,7.63,2.57,0.22,-0.64,-0.48,0.55,258713,5801,T,,,
153,-0.21,0.26,0.31,1.31,7.25,4.63,4.96,7.63,2.72,0.22,-0.64,-0.48,0.55,258750,5838,T,,,
154,-0.09,0.33,0.24,1.31,7.25,4.63,4.96,7.63,2.72,0.22,-0.64,-0.48,0.55,258789,5877,T,,,
155,-0.08,0.37,0.35,1.31,7.25,4.63,4.96,7.63,2.72,0.22,-0.64,-0.48,0.55,258828,5916,T,,,
156,-0.08,0.37,0.35,1.31,7.25,4.63,5.16,7.13,3.22,0.22,-0.64,-0.48,0.55,258866,5954,T,,,
157,-0.08,0.37,0.35,1.31,7.25,4.63,5.23,7.13,3.11,0.22,-0.64,-0.48,0.55,258903,5991,T,,,
158,-0.08,0.37,0.35,1.31,7.25,4.63,5.54,7.32,2.91,0.22,-0.64,-0.48,0.55,258940,6028,T,,,
159,-0.03,0.19,0.59,1.31,7.25,4.63,5.54,7.32,2.91,0.22,-0.64,-0.48,0.55,258979,6067,T,,,
160,-0.03,0.19,0.59,1.31,7.25,4.63,5.58,7.16,2.49,0.22,-0.64,-0.48,0.55,259017,6105,T,,,
161,-0.03,0.19,0.59,1.31,7.25,4.63,5.92,8.12,2.34,0.22,-0.64,-0.48,0.55,259056,6144,T,,,
162,-0.03,0.19,0.59,1.31,7.25,4.63,6.46,9.62,1.8,0.22,-0.64,-0.48,0.55,259093,6181,T,,,
163,0.45,0.65,0.36,1.31,7.25,4.63,6.46,9.62,1.8,0.22,-0.64,-0.48,0.55,259131,6219,T,,,
164,0.55,0.82,0.29,1.31,7.25,4.63,6.46,9.62,1.8,0.22,-0.64,-0.48,0.55,259170,6258,T,,,
165,0.55,0.82,0.29,1.31,7.25,4.63,5.58,8.05,0.58,0.22,-0.64,-0.48,0.55,259208,6296,T,,,
166,0.55,0.82,0.29,1.31,7.25,4.63,5.39,7.47,0.73,0.22,-0.64,-0.48,0.55,259245,6333,T,,,
167,0.55,0.82,0.29,1.31,7.25,4.63,5.12,6.97,0.58,0.22,-0.64,-0.48,0.55,259283,6371,T,,,
168,0.35,0.01,0.06,1.31,7.25,4.63,5.12,6.97,0.58,0.22,-0.64,-0.48,0.55,259321,6409,T,,,
169,0.35,0.01,0.06,1.31,7.25,4.63,5.61,7.47,1.07,0.22,-0.64,-0.48,0.55,259359,6447,T,,,
170,0.35,0.01,0.06,1.31,7.25,4.63,5.5,7.66,1.3,0.22,-0.64,-0.48,0.55,259396,6484,T,,,
171,0.23,-0.07,-0.1,1.31,7.25,4.63,5.5,7.66,1.3,0.22,-0.64,-0.48,0.55,259434,6522,T,,,
172,0.23,-0.07,-0.1,1.31,7.25,4.63,5.61,8.09,1.07,0.22,-0.64,-0.48,0.55,259473,6561,T,,,
173,0.23,-0.07,-0.1,1.31,7.25,4.63,5.39,7.78,1.42,0.22,-0.64,-0.48,0.55,259511,6599,T,,,
174,0.23,-0.07,-0.1,1.31,7.25,4.63,5.31,7.78,1.65,0.22,-0.64,-0.48,0.55,259548,6636,T,,,
175,0.12,-0.36,-0.29,1.31,7.25,4.63,5.31,7.78,1.65,0.22,-0.64,-0.48,0.55,259587,6675,T,,,
176,0.12,-0.36,-0.29,1.31,7.25,4.63,5.16,7.66,1.54,0.22,-0.64,-0.48,0.55,259627,6715,T,,,
177,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.16,7.66,1.54,0.22,-0.64,-0.48,0.55,259664,6752,T,,,
178,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.42,8.09,0.62,0.22,-0.64,-0.48,0.55,259702,6790,T,,,
179,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.88,8.16,0.46,0.22,-0.64,-0.48,0.55,259740,6828,T,,,
180,-0.04,-0.63,-0.46,1.31,7.25,4.63,6.04,8.2,0.35,0.22,-0.64,-0.48,0.55,259779,6867,T,,,
181,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.65,8.35,0.5,0.22,-0.64,-0.48,0.55,259820,6908,T,,,
182,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.84,8.73,0.69,0.22,-0.64,-0.48,0.55,259859,6947,T,,,
183,-0.04,-0.63,-0.46,1.31,7.25,4.63,5.92,9.2,0.2,0.22,-0.64,-0.48,0.55,259897,6985,T,,,
184,-0.16,-1.26,-0.7,1.31,7.25,4.63,5.92,9.2,0.2,0.22,-0.64,-0.48,0.55,259937,7025,T,,,
185,0.23,-0.59,-0.7,1.31,7.25,4.63,5.92,9.2,0.2,0.22,-0.64,-0.48,0.55,259976,7064,T,,,
186,0.23,-0.59,-0.7,1.31,7.25,4.63,4.62,7.47,-1.15,0.22,-0.64,-0.48,0.55,260014,7102,T,,,
187,0.23,-0.59,-0.7,1.31,7.25,4.63,4.39,6.9,-0.07,0.22,-0.64,-0.48,0.55,260052,7140,T,,,
188,0.23,-0.59,-0.7,4.94,-14.44,17.31,4.39,6.9,-0.07,0.22,-0.64,-0.48,0.55,260089,7177,T,,,
189,0.23,-0.59,-0.7,4.94,-14.44,17.31,4.5,8.62,0.69,0.22,-0.64,-0.48,0.55,260131,7219,T,,,
190,-0.32,-1.44,-0.82,4.94,-14.44,17.31,4.5,8.62,0.69,0.22,-0.64,-0.48,0.55,260172,7260,T,,,
191,-0.32,-1.44,-0.82,4.94,-14.44,17.31,5.58,8.09,2,0.22,-0.64,-0.48,0.55,260213,7301,T,,,
192,-0.32,-1.44,-0.82,4.94,-14.44,17.31,5.23,7.89,1.96,0.22,-0.64,-0.48,0.55,260252,7340,T,,,
193,-0.37,-0.4,0.12,4.94,-14.44,17.31,5.23,7.89,1.96,0.22,-0.64,-0.48,0.55,260292,7380,T,,,
194,-0.47,-0.16,0.49,4.94,-14.44,17.31,5.23,7.89,1.96,0.22,-0.64,-0.48,0.55,260332,7420,T,,,
195,-0.47,-0.16,0.49,4.94,-14.44,17.31,5.12,8.35,2.15,0.22,-0.64,-0.48,0.55,260373,7461,T,,,
196,-0.47,-0.16,0.49,4.94,-14.44,17.31,5,8.2,2.07,0.22,-0.64,-0.48,0.55,260413,7501,T,,,
197,-0.47,-0.16,0.49,4.94,-14.44,17.31,5.08,8.24,1.84,0.22,-0.64,-0.48,0.55,260452,7540,T,,,
198,-0.47,-0.16,0.49,7.81,-18.63,16.94,5.08,8.24,1.84,0.22,-0.64,-0.48,0.55,260491,7579,W,,,
199,-0.47,-0.16,0.49,7.81,-18.63,16.94,5.65,9.23,1.5,0.22,-0.64,-0.48,0.55,260531,7619,W,,,
200,-0.47,-0.16,0.49,7.81,-18.63,16.94,5.73,9.73,1.07,0.22,-0.64,-0.48,0.55,260572,7660,W,,,
201,-0.47,-0.16,0.49,7.81,-18.63,16.94,7.07,13.14,0.54,0.22,-0.64,-0.48,0.55,260612,7700,W,,,
202,-0.47,-0.16,0.49,7.81,-18.63,16.94,6.73,11.76,0.04,0.22,-0.64,-0.48,0.55,260651,7739,W,,,
203,-0.38,1.16,1.28,7.81,-18.63,16.94,6.73,11.76,0.04,0.22,-0.64,-0.48,0.55,260691,7779,W,,,
204,-0.36,1.09,1.37,7.81,-18.63,16.94,6.73,11.76,0.04,0.22,-0.64,-0.48,0.55,260731,7819,W,,,
