,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,DirecFTion,SensorFTime,FTime,Label
206,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574316,8576,FW
207,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574356,8616,FW
208,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574398,8658,FW
209,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574439,8699,FW
210,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.43,-2.81,0.62,-0.71,0.01,0.67,0.24,574480,8740,FW
211,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.85,0.58,-0.71,0.01,0.67,0.24,574523,8783,FW
212,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574563,8823,FW
213,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574604,8864,FW
214,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574646,8906,FW
215,0.36,-1.29,1.97,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574687,8947,FW
216,0.36,-1.29,1.97,146.44,-96.75,32.75,-13,-3.84,1.31,-0.71,0.01,0.67,0.24,574728,8988,FW
217,0.36,-1.29,1.97,146.44,-96.75,32.75,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574769,9029,FW
218,0.36,-1.29,1.97,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574811,9071,FW
219,0.11,-0.46,-0.2,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574853,9113,FW
220,0.11,-0.46,-0.2,119.75,-140.63,10,-1.04,-6.71,-0.11,-0.71,0.01,0.67,0.24,574896,9156,FW
221,0.11,-0.46,-0.2,119.75,-140.63,10,-4.26,-9.21,-1.87,-0.71,0.01,0.67,0.24,574940,9200,FW
222,0.11,-0.46,-0.2,119.75,-140.63,10,-9.66,-2.16,2.3,-0.71,0.01,0.67,0.24,574982,9242,FW
223,-0.03,-0.08,1.04,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582793,10366,FT
224,-0.03,-0.08,1.04,92,-84.31,-14.38,-6.83,-3.3,3.18,-0.71,0.01,0.67,0.24,582834,11490,FT
225,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.77,-5.95,-3.14,-0.71,0.01,0.67,0.24,582875,12614,FT
226,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.88,-2.92,0.93,-0.71,0.01,0.67,0.24,582918,13738,FT
227,-0.01,-0.04,0.06,84.31,-65.81,11.25,-9.09,-3.46,-0.23,-0.71,0.01,0.67,0.24,580657,14917,FW
228,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.09,-3.46,-0.23,-0.71,0.01,0.67,0.24,580699,14959,FW
229,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.32,-3.73,-0.64,-0.71,0.01,0.67,0.24,580741,15001,FW
230,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.13,-5.07,1.57,-0.71,0.01,0.67,0.24,580783,15043,FW
231,-0.19,-0.29,0.27,84.31,-65.81,11.25,-6.48,-9.55,-2.1,-0.71,0.01,0.67,0.24,580823,15083,FW
232,-0.19,-0.29,0.27,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580862,15122,FW
233,-0.14,0.29,-0.89,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580904,15164,FW
234,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580946,15206,FW
235,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-8.74,-6.14,0.04,-0.71,0.01,0.67,0.24,580989,15249,FW
236,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-9.85,-5.91,0.66,-0.71,0.01,0.67,0.24,581031,15291,FW
237,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-9.85,-5.22,0.66,-0.71,0.01,0.67,0.24,581072,15332,FW
238,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581112,15372,FW
239,-0.26,0.26,-1.27,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581154,15414,FW
240,-0.24,0.32,-1.25,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581196,15456,FW
241,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.52,-3.34,0.46,-0.71,0.01,0.67,0.24,581237,15497,FW
242,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.9,-2.31,0.7,-0.71,0.01,0.67,0.24,581280,15540,FW
243,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.71,-0.32,0.85,-0.71,0.01,0.67,0.24,581321,15581,FW
244,-0.24,0.32,-1.25,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581360,15620,FW
245,-0.01,-0.13,0.78,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581402,15662,FW
246,0.83,-0.33,2.69,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581442,15702,FW
247,0.83,-0.33,2.69,84.31,-65.81,11.25,-17.36,-4.04,2.73,-0.71,0.01,0.67,0.24,581483,15743,FW
248,0.83,-0.33,2.69,84.31,-65.81,11.25,-11.65,-4.19,1.04,-0.71,0.01,0.67,0.24,581524,15784,FW
249,0.83,-0.33,2.69,84.31,-65.81,11.25,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581564,15824,FW
250,0.83,-0.33,2.69,97.44,-56.19,-8.06,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581604,15864,FW
251,0.45,0.2,0.43,97.44,-56.19,-8.06,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581645,15905,FW
252,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.93,-3.19,-0.03,-0.71,0.01,0.67,0.24,581687,15947,FW
253,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.32,-3,0.46,-0.71,0.01,0.67,0.24,581728,15988,FW
254,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.36,-3.08,0.27,-0.71,0.01,0.67,0.24,581768,16028,FW
255,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581807,16067,FW
256,-0.06,0.03,0.02,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581847,16107,FW
257,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581888,16148,FW
258,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.39,-3.08,0.27,-0.71,0.01,0.67,0.24,581928,16188,FW
259,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.36,-3.04,0.27,-0.71,0.01,0.67,0.24,581970,16230,FW
260,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.43,-3.08,0.2,-0.71,0.01,0.67,0.24,582009,16269,FW
261,-0.07,-0.26,0.2,97.44,-56.19,-8.06,-9.43,-3.08,0.2,-0.71,0.01,0.67,0.24,582050,16310,FW
262,-0.07,-0.26,0.2,97.44,-56.19,-8.06,-9.63,-3.23,0.08,-0.71,0.01,0.67,0.24,582091,16351,FW
263,-0.09,-0.88,1.9,97.44,-56.19,-8.06,-9.63,-3.23,0.08,-0.71,0.01,0.67,0.24,582132,16392,FW
264,-0.09,-0.88,1.9,97.44,-56.19,-8.06,-11.58,-5.03,1.77,-0.71,0.01,0.67,0.24,582173,16433,FW
265,-0.09,-0.88,1.9,97.44,-56.19,-8.06,-13.38,-4.95,2.38,-0.71,0.01,0.67,0.24,582214,16474,FW
266,-0.09,-0.88,1.9,92,-84.31,-14.38,-13.38,-4.95,2.38,-0.71,0.01,0.67,0.24,582254,16514,FW
267,0.21,-0.9,0.81,92,-84.31,-14.38,-13.38,-4.95,2.38,-0.71,0.01,0.67,0.24,582297,16557,FW
268,0.21,-0.9,0.81,92,-84.31,-14.38,-3.65,-6.95,0.73,-0.71,0.01,0.67,0.24,582340,16600,FW
269,0.38,0.51,-2.57,92,-84.31,-14.38,-3.65,-6.95,0.73,-0.71,0.01,0.67,0.24,582380,16640,FW
270,0.38,0.51,-2.57,92,-84.31,-14.38,-8.51,-2.39,0.54,-0.71,0.01,0.67,0.24,582422,16682,FW
271,0.38,0.51,-2.57,92,-84.31,-14.38,-10.81,-0.97,1.54,-0.71,0.01,0.67,0.24,582461,16721,FW
272,0.51,0.55,-3.04,92,-84.31,-14.38,-10.81,-0.97,1.54,-0.71,0.01,0.67,0.24,582503,16763,FW
273,0.23,0.61,-2.67,92,-84.31,-14.38,-10.81,-0.97,1.54,-0.71,0.01,0.67,0.24,582545,16805,FW
274,0.23,0.61,-2.67,92,-84.31,-14.38,-12.3,1.6,1.46,-0.71,0.01,0.67,0.24,582586,16846,FW
275,0.23,0.61,-2.67,92,-84.31,-14.38,-11.65,0.91,1.92,-0.71,0.01,0.67,0.24,582629,16889,FW
276,0.23,0.61,-2.67,92,-84.31,-14.38,-12.57,-0.47,2.07,-0.71,0.01,0.67,0.24,582670,16930,FW
277,0.23,0.61,-2.67,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582710,16970,FW
278,-0.68,0.43,-1.27,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582752,17012,FW
279,0.12,-0.08,1.04,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582793,17053,FW
280,0.12,-0.08,1.04,92,-84.31,-14.38,-6.83,-3.3,3.18,-0.71,0.01,0.67,0.24,582834,17094,FW
281,0.12,-0.08,1.04,92,-84.31,-14.38,-12.77,-5.95,-3.14,-0.71,0.01,0.67,0.24,582875,17135,FW
282,0.12,-0.08,1.04,92,-84.31,-14.38,-12.88,-2.92,0.93,-0.71,0.01,0.67,0.24,582918,17178,FW
283,0.12,-0.08,1.04,92,-84.31,-14.38,-10.16,-3.27,-0.03,-0.71,0.01,0.67,0.24,582958,17218,FW
284,0.12,-0.08,1.04,92,-84.31,-14.38,-9.51,-2.96,0.93,-0.71,0.01,0.67,0.24,583002,17262,FW
285,0.14,-0.03,0.17,92,-84.31,-14.38,-9.51,-2.96,0.93,-0.71,0.01,0.67,0.24,583042,17302,FW
286,0.14,-0.03,0.17,92,-84.31,-14.38,-9.32,-3.11,0.35,-0.71,0.01,0.67,0.24,583083,17343,FW
287,0.14,-0.03,0.17,92,-84.31,-14.38,-9.36,-3.04,0.35,-0.71,0.01,0.67,0.24,583123,17383,FW
288,0.14,-0.03,0.17,92,-84.31,-14.38,-9.36,-2.85,0.54,-0.71,0.01,0.67,0.24,583164,17424,FW
289,0.14,-0.03,0.17,89.19,-1.44,-30.31,-9.36,-2.85,0.54,-0.71,0.01,0.67,0.24,583204,17464,FW
290,0.14,-0.03,0.17,89.19,-1.44,-30.31,-9.39,-2.92,0.46,-0.71,0.01,0.67,0.24,583245,17505,FW
291,-0.08,-0.1,0.14,89.19,-1.44,-30.31,-9.39,-2.92,0.46,-0.71,0.01,0.67,0.24,583286,17546,FW
292,-0.08,-0.1,0.14,89.19,-1.44,-30.31,-9.47,-2.81,0.5,-0.71,0.01,0.67,0.24,583328,17588,FW
293,-0.08,-0.1,0.14,89.19,-1.44,-30.31,-9.51,-2.81,0.46,-0.71,0.01,0.67,0.24,583370,17630,FW
294,-0.08,-0.1,0.14,89.19,-1.44,-30.31,-9.66,-2.89,0.46,-0.71,0.01,0.67,0.24,583409,17669,FW
295,0.01,-0.62,0.82,89.19,-1.44,-30.31,-9.66,-2.89,0.46,-0.71,0.01,0.67,0.24,583450,17710,FW
296,0.18,-0.9,1.69,89.19,-1.44,-30.31,-9.66,-2.89,0.46,-0.71,0.01,0.67,0.24,583490,17750,FW
297,0.18,-0.9,1.69,89.19,-1.44,-30.31,-11.27,-3.42,1.38,-0.71,0.01,0.67,0.24,583531,17791,FW
298,0.18,-0.9,1.69,89.19,-1.44,-30.31,-16.18,-4.15,1.46,-0.71,0.01,0.67,0.24,583572,17832,FW
299,0.18,-0.9,1.69,89.19,-1.44,-30.31,-19.74,-1.05,2,-0.71,0.01,0.67,0.24,583611,17871,FW
300,-1.82,0.31,4.18,89.19,-1.44,-30.31,-19.74,-1.05,2,-0.71,0.01,0.67,0.24,583652,17912,FW
301,-0.05,-0.8,-1.02,89.19,-1.44,-30.31,-19.74,-1.05,2,-0.71,0.01,0.67,0.24,583693,17953,FW
302,-0.05,1.08,-2.54,89.19,-1.44,-30.31,-19.74,-1.05,2,-0.71,0.01,0.67,0.24,583735,17995,FW
303,-0.05,1.08,-2.54,89.19,-1.44,-30.31,-6.68,-4.53,1.92,-0.71,0.01,0.67,0.24,583777,18037,FW
304,-0.05,1.08,-2.54,89.19,-1.44,-30.31,-11.2,-1.96,2.88,-0.71,0.01,0.67,0.24,583818,18078,FW
305,-0.05,1.08,-2.54,89.19,-1.44,-30.31,-12.65,-1.43,1.42,-0.71,0.01,0.67,0.24,583858,18118,FW
306,-0.13,1.32,-3.54,89.19,-1.44,-30.31,-12.65,-1.43,1.42,-0.71,0.01,0.67,0.24,583901,18161,FW
307,0.01,1.33,-3.2,89.19,-1.44,-30.31,-12.65,-1.43,1.42,-0.71,0.01,0.67,0.24,583943,18203,FW
308,-0.81,1.03,-2.77,89.19,-1.44,-30.31,-12.65,-1.43,1.42,-0.71,0.01,0.67,0.24,583983,18243,FW
309,-0.81,1.03,-2.77,89.19,-1.44,-30.31,-12.65,2.59,3.22,-0.71,0.01,0.67,0.24,584024,18284,FW
310,-0.81,1.03,-2.77,89.19,-1.44,-30.31,-11.31,3.51,2.84,-0.71,0.01,0.67,0.24,584067,18327,FW
311,-0.81,1.03,-2.77,89.19,-1.44,-30.31,-9.36,9.41,3.49,-0.71,0.01,0.67,0.24,584107,18367,FW
312,1.23,0.61,3.22,89.19,-1.44,-30.31,-9.36,9.41,3.49,-0.71,0.01,0.67,0.24,584147,18407,FW
313,1.23,0.61,3.22,89.19,-1.44,-30.31,-13.15,-6.18,-0.72,-0.71,0.01,0.67,0.24,584188,18448,FW
314,0.56,0.1,0.4,89.19,-1.44,-30.31,-13.15,-6.18,-0.72,-0.71,0.01,0.67,0.24,584229,18489,FW
315,0.56,0.1,0.4,89.19,-1.44,-30.31,-9.7,-3.19,0.16,-0.71,0.01,0.67,0.24,584270,18530,FW
316,0.56,0.1,0.4,89.19,-1.44,-30.31,-8.82,-3.11,1.31,-0.71,0.01,0.67,0.24,584309,18569,FW
317,0.15,0.35,0.14,89.19,-1.44,-30.31,-8.82,-3.11,1.31,-0.71,0.01,0.67,0.24,584349,18609,FW
318,0.13,0.12,0.08,89.19,-1.44,-30.31,-8.82,-3.11,1.31,-0.71,0.01,0.67,0.24,584389,18649,FW
319,0.13,0.12,0.08,89.19,-1.44,-30.31,-9.09,-3.27,0.43,-0.71,0.01,0.67,0.24,584430,18690,FW
320,0.13,0.12,0.08,89.19,-1.44,-30.31,-9.32,-3.19,0.08,-0.71,0.01,0.67,0.24,584470,18730,FW
321,0.13,0.12,0.08,89.19,-1.44,-30.31,-9.39,-3.11,0.16,-0.71,0.01,0.67,0.24,584509,18769,FW
322,-0.11,0,0.07,89.19,-1.44,-30.31,-9.39,-3.11,0.16,-0.71,0.01,0.67,0.24,584550,18810,FW
323,-0.11,0,0.07,89.19,-1.44,-30.31,-9.43,-3.11,0.12,-0.71,0.01,0.67,0.24,584591,18851,FW
324,-0.04,-0.19,0.15,89.19,-1.44,-30.31,-9.43,-3.11,0.12,-0.71,0.01,0.67,0.24,584632,18892,FW
325,-0.04,-0.19,0.15,89.19,-1.44,-30.31,-9.47,-3.08,0.16,-0.71,0.01,0.67,0.24,584673,18933,FW
326,-0.04,-0.19,0.15,89.19,-1.44,-30.31,-9.55,-3.04,0.16,-0.71,0.01,0.67,0.24,584713,18973,FW
327,-0.04,-0.19,0.15,61.5,-11,-2.06,-9.55,-3.04,0.16,-0.71,0.01,0.67,0.24,584754,19014,FW
328,-0.19,-0.56,1.37,61.5,-11,-2.06,-9.55,-3.04,0.16,-0.71,0.01,0.67,0.24,584796,19056,FW
329,-0.19,-0.56,1.37,61.5,-11,-2.06,-10.35,-3.54,1.42,-0.71,0.01,0.67,0.24,584837,19097,FW
330,-0.19,-0.56,1.37,61.5,-11,-2.06,-11.77,-4.61,1.08,-0.71,0.01,0.67,0.24,584879,19139,FW
331,-0.19,-0.56,1.37,61.5,-11,-2.06,-21.46,-3.04,0.66,-0.71,0.01,0.67,0.24,584921,19181,FW
332,-0.19,-0.56,1.37,61.5,-11,-2.06,-16.4,1.48,-0.03,-0.71,0.01,0.67,0.24,584961,19221,FW
333,0.85,-1.61,-1.34,61.5,-11,-2.06,-16.4,1.48,-0.03,-0.71,0.01,0.67,0.24,585003,19263,FW
334,-1.78,-1.02,-2.34,61.5,-11,-2.06,-16.4,1.48,-0.03,-0.71,0.01,0.67,0.24,585044,19304,FW
335,-1.78,-1.02,-2.34,61.5,-11,-2.06,-4.03,-6.75,-3.02,-0.71,0.01,0.67,0.24,585088,19348,FW
336,-1.78,-1.02,-2.34,61.5,-11,-2.06,-5.41,-2.96,-0.42,-0.71,0.01,0.67,0.24,585129,19389,FW
337,-1.78,-1.02,-2.34,61.5,-11,-2.06,-14.72,-1.05,2.07,-0.71,0.01,0.67,0.24,585171,19431,FW
338,-1.78,-1.02,-2.34,61.5,-11,-2.06,-15.29,-0.13,0.7,-0.71,0.01,0.67,0.24,585213,19473,FW
339,-1.78,-1.02,-2.34,40.56,-16.75,31.25,-15.29,-0.13,0.7,-0.71,0.01,0.67,0.24,585255,19515,FW
340,-0.04,1.58,-2.74,40.56,-16.75,31.25,-15.29,-0.13,0.7,-0.71,0.01,0.67,0.24,585298,19558,FW
341,-0.04,1.58,-2.74,40.56,-16.75,31.25,-15.64,3.43,2.8,-0.71,0.01,0.67,0.24,585340,19600,FW
342,1.1,0.73,-0.28,40.56,-16.75,31.25,-15.64,3.43,2.8,-0.71,0.01,0.67,0.24,585381,19641,FW
343,1.1,0.73,-0.28,40.56,-16.75,31.25,-7.17,11.33,2.76,-0.71,0.01,0.67,0.24,585421,19681,FW
344,1.1,0.73,-0.28,40.56,-16.75,31.25,-15.95,-4.49,3.88,-0.71,0.01,0.67,0.24,585461,19721,FW
345,1.1,0.73,-0.28,33.75,-34.56,28.88,-15.95,-4.49,3.88,-0.71,0.01,0.67,0.24,585501,19761,FW
346,0.49,-0.01,0.26,33.75,-34.56,28.88,-15.95,-4.49,3.88,-0.71,0.01,0.67,0.24,585542,19802,FW
347,0.49,-0.01,0.26,33.75,-34.56,28.88,-9.39,-3.04,0.58,-0.71,0.01,0.67,0.24,585583,19843,FW
348,0.49,-0.01,0.26,33.75,-34.56,28.88,-9.28,-3.15,0.16,-0.71,0.01,0.67,0.24,585624,19884,FW
349,0.49,-0.01,0.26,33.75,-34.56,28.88,-9.36,-3.23,-0.07,-0.71,0.01,0.67,0.24,585665,19925,FW
350,0.49,-0.01,0.26,33.75,-34.56,28.88,-9.13,-3.08,0.35,-0.71,0.01,0.67,0.24,585705,19965,FW
351,-0.07,-0.1,0.19,33.75,-34.56,28.88,-9.13,-3.08,0.35,-0.71,0.01,0.67,0.24,585747,20007,FW
352,-0.06,-0.13,0.14,33.75,-34.56,28.88,-9.13,-3.08,0.35,-0.71,0.01,0.67,0.24,585788,20048,FW
353,-0.06,-0.13,0.14,33.75,-34.56,28.88,-9.39,-2.92,0.23,-0.71,0.01,0.67,0.24,585829,20089,FW
354,-0.06,-0.13,0.14,33.75,-34.56,28.88,-9.39,-2.92,0.23,-0.71,0.01,0.67,0.24,585871,20131,FW
355,-0.06,-0.13,0.14,33.75,-34.56,28.88,-9.43,-2.89,0.31,-0.71,0.01,0.67,0.24,585911,20171,FW
356,-0.06,-0.13,0.14,44.88,-34.25,14.75,-9.43,-2.89,0.31,-0.71,0.01,0.67,0.24,585951,20211,FW
357,-0.02,-0.3,0.29,44.88,-34.25,14.75,-9.43,-2.89,0.31,-0.71,0.01,0.67,0.24,585992,20252,FW
358,-0.02,-0.3,0.29,44.88,-34.25,14.75,-9.51,-2.73,0.5,-0.71,0.01,0.67,0.24,586033,20293,FW
359,-0.02,-0.3,0.29,44.88,-34.25,14.75,-9.78,-3.08,0.62,-0.71,0.01,0.67,0.24,586073,20333,FW
360,-0.02,-0.3,0.29,44.88,-34.25,14.75,-10.24,-3.57,1.31,-0.71,0.01,0.67,0.24,586114,20374,FW
361,-0.02,-0.3,0.29,44.88,-34.25,14.75,-12.19,-5.11,0.58,-0.71,0.01,0.67,0.24,586155,20415,FW
362,0.38,-1.39,4.95,44.88,-34.25,14.75,-12.19,-5.11,0.58,-0.71,0.01,0.67,0.24,586196,20456,FW
363,0.98,-0.55,0.96,44.88,-34.25,14.75,-12.19,-5.11,0.58,-0.71,0.01,0.67,0.24,586237,20497,FW
364,0.98,-0.55,0.96,44.88,-34.25,14.75,-5.71,-9.7,-1.41,-0.71,0.01,0.67,0.24,586279,20539,FW
365,0.98,-0.55,0.96,44.88,-34.25,14.75,-4.76,-7.14,-2.64,-0.71,0.01,0.67,0.24,586320,20580,FW
366,0.98,-0.55,0.96,44.88,-34.25,14.75,-7.79,-5.41,-6.09,-0.71,0.01,0.67,0.24,586360,20620,FW
367,4.51,1.07,-4.32,44.88,-34.25,14.75,-7.79,-5.41,-6.09,-0.71,0.01,0.67,0.24,586401,20661,FW
368,4.51,1.07,-4.32,44.88,-34.25,14.75,-15.25,4.24,-6.77,-0.71,0.01,0.67,0.24,586442,20702,FW
369,4.25,1.75,-2.78,44.88,-34.25,14.75,-15.25,4.24,-6.77,-0.71,0.01,0.67,0.24,586484,20744,FW
370,4.25,1.75,-2.78,44.88,-34.25,14.75,-12.84,5.96,-4.02,-0.71,0.01,0.67,0.24,586525,20785,FW
371,4.25,1.75,-2.78,44.88,-34.25,14.75,-11.08,5.58,-2.33,-0.71,0.01,0.67,0.24,586568,20828,FW
372,4.25,1.75,-2.78,44.88,-34.25,14.75,-20.62,13.32,17.05,-0.71,0.01,0.67,0.24,586608,20868,FW
373,0.35,1.1,0.07,44.88,-34.25,14.75,-20.62,13.32,17.05,-0.71,0.01,0.67,0.24,586650,20910,FW
374,0.35,1.1,0.07,44.88,-34.25,14.75,-10.24,-2.85,-0.03,-0.71,0.01,0.67,0.24,586691,20951,FW
375,0.11,-0.01,0.02,44.88,-34.25,14.75,-10.24,-2.85,-0.03,-0.71,0.01,0.67,0.24,586731,20991,FW
376,0.11,-0.01,0.02,44.88,-34.25,14.75,-9.2,-3.23,0.27,-0.71,0.01,0.67,0.24,586772,21032,FT
377,0.11,-0.01,0.02,44.88,-34.25,14.75,-9.32,-3.19,0.08,-0.71,0.01,0.67,0.24,586814,21074,FT
378,0.11,-0.01,0.02,44.88,-34.25,14.75,-9.24,-3.23,0.23,-0.71,0.01,0.67,0.24,586853,21113,FT
379,0.01,-0.11,0.06,44.88,-34.25,14.75,-9.24,-3.23,0.23,-0.71,0.01,0.67,0.24,586894,21154,FT
380,0.01,-0.11,0.06,44.88,-34.25,14.75,-9.13,-3.08,0.5,-0.71,0.01,0.67,0.24,586936,21196,FT
381,-0.02,-0.01,0,44.88,-34.25,14.75,-9.13,-3.08,0.5,-0.71,0.01,0.67,0.24,586977,21237,FT
382,-0.02,-0.01,0,44.88,-34.25,14.75,-9.2,-3.11,0.39,-0.71,0.01,0.67,0.24,587018,21278,FT
383,-0.02,-0.01,0,44.88,-34.25,14.75,-9.2,-3.15,0.27,-0.71,0.01,0.67,0.24,587058,21318,FT
384,-0.02,-0.02,0,44.88,-34.25,14.75,-9.2,-3.15,0.27,-0.71,0.01,0.67,0.24,587100,21360,FT
385,-0.03,0,-0.01,44.88,-34.25,14.75,-9.2,-3.15,0.27,-0.71,0.01,0.67,0.24,587140,21400,FT
386,-0.03,0,-0.01,44.88,-34.25,14.75,-9.16,-3.15,0.35,-0.71,0.01,0.67,0.24,587181,21441,FT
387,-0.03,0,-0.01,44.88,-34.25,14.75,-9.2,-3.15,0.27,-0.71,0.01,0.67,0.24,587223,21483,FT
388,-0.03,0,-0.01,44.88,-34.25,14.75,-9.13,-3.15,0.39,-0.71,0.01,0.67,0.24,587265,21525,FT
389,-0.03,0,-0.01,44.88,-34.25,14.75,-9.24,-3.19,0.16,-0.71,0.01,0.67,0.24,587305,21565,FT
390,-0.03,0,-0.01,44.88,-34.25,14.75,-9.16,-3.23,0.2,-0.71,0.01,0.67,0.24,587347,21607,FT
391,0,-0.07,0.07,44.88,-34.25,14.75,-9.16,-3.23,0.2,-0.71,0.01,0.67,0.24,587389,21649,FT
392,0,-0.07,0.07,44.88,-34.25,14.75,-9.28,-3.23,0.12,-0.71,0.01,0.67,0.24,587429,21689,FT
393,0,-0.07,0.07,44.88,-34.25,14.75,-9.16,-3,0.62,-0.71,0.01,0.67,0.24,587470,21730,FT
394,0,-0.07,0.07,44.88,-34.25,14.75,-9.36,-3,0.39,-0.71,0.01,0.67,0.24,587510,21770,FT
395,0,-0.07,0.07,-17.38,-36.94,12.5,-9.36,-3,0.39,-0.71,0.01,0.67,0.24,587549,21809,FT
396,0,-0.07,0.07,-17.38,-36.94,12.5,-9.32,-3,0.58,-0.71,0.01,0.67,0.24,587592,21852,FT
397,0.02,-0.16,0.16,-17.38,-36.94,12.5,-9.32,-3,0.58,-0.71,0.01,0.67,0.24,587633,21893,FT
398,0.02,-0.16,0.16,-17.38,-36.94,12.5,-9.36,-2.7,0.81,-0.71,0.01,0.67,0.24,587674,21934,FT
399,0.02,-0.16,0.16,-17.38,-36.94,12.5,-9.36,-2.66,0.89,-0.71,0.01,0.67,0.24,587717,21977,FT
400,0.02,-0.16,0.16,-17.38,-36.94,12.5,-9.28,-2.7,0.93,-0.71,0.01,0.67,0.24,587757,22017,FT
401,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.28,-2.7,0.93,-0.71,0.01,0.67,0.24,587798,22058,FT
402,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.36,-2.66,0.81,-0.71,0.01,0.67,0.24,587839,22099,FT
403,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.28,-2.66,0.96,-0.71,0.01,0.67,0.24,587882,22142,FT
404,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.36,-2.73,0.81,-0.71,0.01,0.67,0.24,587923,22183,FT
405,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.32,-2.7,0.85,-0.71,0.01,0.67,0.24,587966,22226,FT
406,-0.02,-0.02,0.03,-17.38,-36.94,12.5,-9.32,-2.73,0.85,-0.71,0.01,0.67,0.24,588006,22266,FT
407,-0.02,-0.03,0.04,-17.38,-36.94,12.5,-9.32,-2.73,0.85,-0.71,0.01,0.67,0.24,588048,22308,FT
408,-0.02,-0.03,0.04,-17.38,-36.94,12.5,-9.28,-2.66,0.93,-0.71,0.01,0.67,0.24,588089,22349,FT
409,-0.02,-0.03,0.04,-17.38,-36.94,12.5,-9.32,-2.62,0.89,-0.71,0.01,0.67,0.24,588131,22391,FT
