,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,DirecHTion,SensorHTime,HTime,Label
829,1.31,-0.45,2.54,6.19,-22.87,-6.06,-4.52,-13.41,2.65,-0.68,0.03,0.03,0.73,396258,39470,HW
830,1.31,-0.45,2.54,6.19,-22.87,-6.06,-5.25,-12.76,2.15,-0.68,0.03,0.03,0.73,396277,39489,HW
831,1.67,-0.8,2.88,6.19,-22.87,-6.06,-5.25,-12.76,2.15,-0.68,0.03,0.03,0.73,396293,39505,HW
832,1.67,-0.8,2.88,6.75,-27.19,-8.88,-5.25,-12.76,2.15,-0.68,0.03,0.03,0.73,396309,39521,HW
833,1.67,-0.8,2.88,6.75,-27.19,-8.88,-5.05,-11.38,2.15,-0.68,0.03,0.03,0.73,396331,39543,HW
834,2.14,-0.38,3.43,6.75,-27.19,-8.88,-5.05,-11.38,2.15,-0.68,0.03,0.03,0.73,396355,39567,HW
835,2.14,-0.38,3.43,6.75,-27.19,-8.88,-5.82,-9.58,2.15,-0.68,0.03,0.03,0.73,396370,39582,HW
836,2.37,-0.71,3.29,6.75,-27.19,-8.88,-5.82,-9.58,2.15,-0.68,0.03,0.03,0.73,396390,39602,HW
837,2.37,-0.71,3.29,6.75,-27.19,-8.88,-5.82,-9.58,2.15,-0.42,0.29,0.37,0.78,396410,39622,HW
838,2.37,-0.71,3.29,6.75,-27.19,-8.88,-5.97,-6.52,2.5,-0.42,0.29,0.37,0.78,396426,39638,HW
839,2.35,-0.22,2.75,6.75,-27.19,-8.88,-5.97,-6.52,2.5,-0.42,0.29,0.37,0.78,396445,39657,HW
840,2.35,-0.22,2.75,2.37,-32.94,-2.31,-5.97,-6.52,2.5,-0.42,0.29,0.37,0.78,396462,39674,HW
841,2.35,-0.22,2.75,2.37,-32.94,-2.31,-6.01,-4.52,2.77,-0.42,0.29,0.37,0.78,396477,39689,HW
842,2.19,-0.27,1.85,2.37,-32.94,-2.31,-6.01,-4.52,2.77,-0.42,0.29,0.37,0.78,396495,39707,HW
843,2.19,-0.27,1.85,1.94,-34.5,-3.62,-6.01,-4.52,2.77,-0.42,0.29,0.37,0.78,396514,39726,HW
844,2.19,-0.27,1.85,1.94,-34.5,-3.62,-5.78,-1.8,3.23,-0.42,0.29,0.37,0.78,396534,39746,HW
845,1.9,-0.17,0.88,1.94,-34.5,-3.62,-5.78,-1.8,3.23,-0.42,0.29,0.37,0.78,396553,39765,HW
846,1.9,-0.17,0.88,1.94,-34.5,-3.62,-5.67,-0.54,3.26,-0.42,0.29,0.37,0.78,396570,39782,HW
847,1.51,-0.13,-0.05,1.94,-34.5,-3.62,-5.67,-0.54,3.26,-0.42,0.29,0.37,0.78,396590,39802,HW
848,1.51,-0.13,-0.05,1.94,-34.5,-3.62,-5.67,-0.54,3.26,-0.18,0.42,0.44,0.77,396606,39818,HW
849,1.51,-0.13,-0.05,1.94,-34.5,-3.62,-6.62,0.61,3.99,-0.18,0.42,0.44,0.77,396636,39848,HW
850,1.27,-0.01,-0.68,1.94,-34.5,-3.62,-6.62,0.61,3.99,-0.18,0.42,0.44,0.77,396660,39872,HW
851,1.27,-0.01,-0.68,1.94,-34.5,-3.62,-6.97,1.03,4.3,-0.18,0.42,0.44,0.77,396682,39894,HW
852,1.27,-0.01,-0.68,1.94,-34.5,-3.62,-7.85,1.03,4.3,-0.18,0.42,0.44,0.77,396709,39921,HW
853,1.27,-0.01,-0.68,1.94,-34.5,-3.62,-7.96,1.41,4.14,-0.18,0.42,0.44,0.77,396726,39938,HW
854,1.3,-0.59,-1.16,1.94,-34.5,-3.62,-7.96,1.41,4.14,-0.18,0.42,0.44,0.77,396746,39958,HW
855,1.3,-0.59,-1.16,1.94,-34.5,-3.62,-7.96,1.41,4.14,-0.13,0.44,0.35,0.82,396766,39978,HW
856,1.3,-0.59,-1.16,1.94,-34.5,-3.62,-8.16,2.07,4.61,-0.13,0.44,0.35,0.82,396784,39996,HW
857,1.37,-0.65,-1.3,1.94,-34.5,-3.62,-8.16,2.07,4.61,-0.13,0.44,0.35,0.82,396801,40013,HW
858,1.37,-0.65,-1.3,1.94,-34.5,-3.62,-8.81,2.11,5.29,-0.13,0.44,0.35,0.82,396817,40029,HW
859,1.17,-0.39,-1.54,1.94,-34.5,-3.62,-8.81,2.11,5.29,-0.13,0.44,0.35,0.82,396833,40045,HW
860,1.17,-0.39,-1.54,1.94,-34.5,-3.62,-8.81,2.11,5.29,-0.09,0.43,0.27,0.86,396851,40063,HW
861,1.17,-0.39,-1.54,1.94,-34.5,-3.62,-8.04,0.92,5.98,-0.09,0.43,0.27,0.86,396865,40077,HW
862,1.17,-0.39,-1.54,1.94,-34.5,-3.62,-6.62,0.5,6.02,-0.09,0.43,0.27,0.86,396881,40093,HW
863,0.89,0.06,-1.12,1.94,-34.5,-3.62,-6.62,0.5,6.02,-0.09,0.43,0.27,0.86,396896,40108,HW
864,0.89,0.06,-1.12,1.94,-34.5,-3.62,-6.39,1.41,6.06,-0.09,0.43,0.27,0.86,396910,40122,HW
865,0.42,-0.15,-0.94,1.94,-34.5,-3.62,-6.39,1.41,6.06,-0.09,0.43,0.27,0.86,396929,40141,HW
866,0.42,-0.15,-0.94,1.94,-34.5,-3.62,-6.39,1.41,6.06,-0.08,0.43,0.2,0.88,396945,40157,HW
867,0.42,-0.15,-0.94,1.94,-34.5,-3.62,-6.55,0.99,6.63,-0.08,0.43,0.2,0.88,396992,40204,HW
868,0.2,-0.24,-0.81,1.94,-34.5,-3.62,-6.55,0.99,6.63,-0.08,0.43,0.2,0.88,397020,40232,HW
869,0.2,-0.24,-0.81,1.94,-34.5,-3.62,-6.24,0.95,5.64,-0.08,0.43,0.2,0.88,397038,40250,HW
870,0.16,-0.25,-0.61,1.94,-34.5,-3.62,-6.24,0.95,5.64,-0.08,0.43,0.2,0.88,397055,40267,HW
871,0.16,-0.25,-0.61,1.94,-34.5,-3.62,-5.48,1.03,5.56,-0.08,0.43,0.2,0.88,397077,40289,HW
872,-0.13,0.12,-0.67,1.94,-34.5,-3.62,-5.48,1.03,5.56,-0.08,0.43,0.2,0.88,397100,40312,HW
873,-0.13,0.12,-0.67,1.94,-34.5,-3.62,-5.48,1.03,5.56,-0.09,0.41,0.15,0.89,397126,40338,HW
874,-0.13,0.12,-0.67,1.94,-34.5,-3.62,-6.47,-0.12,6.37,-0.09,0.41,0.15,0.89,397142,40354,HW
875,-0.27,0.26,-1.11,1.94,-34.5,-3.62,-6.47,-0.12,6.37,-0.09,0.41,0.15,0.89,397162,40374,HW
876,-0.27,0.26,-1.11,1.94,-34.5,-3.62,-5.21,-0.2,4.64,-0.09,0.41,0.15,0.89,397178,40390,HW
877,-0.42,0.42,-1.22,1.94,-34.5,-3.62,-5.21,-0.2,4.64,-0.09,0.41,0.15,0.89,397193,40405,HW
878,-0.42,0.42,-1.22,1.56,-21.87,-0.62,-5.21,-0.2,4.64,-0.09,0.41,0.15,0.89,397207,40419,HW
879,-0.42,0.42,-1.22,1.56,-21.87,-0.62,-5.32,-0.2,4.34,-0.09,0.41,0.15,0.89,397221,40433,HW
880,-0.54,0.24,-1.61,1.56,-21.87,-0.62,-5.32,-0.2,4.34,-0.09,0.41,0.15,0.89,397244,40456,HW
881,-0.54,0.24,-1.61,1.56,-21.87,-0.62,-5.32,-0.2,4.34,-0.16,0.42,0.08,0.89,397260,40472,HW
882,-0.54,0.24,-1.61,1.56,-21.87,-0.62,-5.82,-1.19,4.61,-0.16,0.42,0.08,0.89,397280,40492,HW
883,-1,0.31,-1.88,1.56,-21.87,-0.62,-5.82,-1.19,4.61,-0.16,0.42,0.08,0.89,397296,40508,HW
884,-1,0.31,-1.88,1.56,-21.87,-0.62,-5.21,-1.73,3.84,-0.16,0.42,0.08,0.89,397320,40532,HW
885,-1,0.31,-1.88,1.56,-21.87,-0.62,-5.4,-2.72,3.99,-0.16,0.42,0.08,0.89,397342,40554,HW
886,-1.29,0.37,-1.95,1.56,-21.87,-0.62,-5.4,-2.72,3.99,-0.16,0.42,0.08,0.89,397382,40594,HW
887,-1.29,0.37,-1.95,1.56,-21.87,-0.62,-5.75,-3.99,3.84,-0.16,0.42,0.08,0.89,397406,40618,HW
888,-1.29,0.37,-1.95,1.56,-21.87,-0.62,-5.29,-4.02,3.57,-0.16,0.42,0.08,0.89,397426,40638,HW
889,-1.09,0.23,-1.37,1.56,-21.87,-0.62,-5.29,-4.02,3.57,-0.16,0.42,0.08,0.89,397453,40665,HW
890,-1.09,0.23,-1.37,1.56,-21.87,-0.62,-5.29,-4.02,3.57,-0.33,0.41,-0.04,0.85,397475,40687,HW
891,-1.09,0.23,-1.37,1.56,-21.87,-0.62,-6.32,-5.71,3.84,-0.33,0.41,-0.04,0.85,397498,40710,HW
892,-0.7,0.13,-1.14,1.56,-21.87,-0.62,-6.32,-5.71,3.84,-0.33,0.41,-0.04,0.85,397516,40728,HW
893,-0.7,0.13,-1.14,1.56,-21.87,-0.62,-6.13,-6.48,3.72,-0.33,0.41,-0.04,0.85,397534,40746,HW
894,-0.53,0.34,-0.93,1.56,-21.87,-0.62,-6.13,-6.48,3.72,-0.33,0.41,-0.04,0.85,397559,40771,HW
895,-0.53,0.34,-0.93,1.56,-21.87,-0.62,-6.78,-8.05,3.99,-0.33,0.41,-0.04,0.85,397577,40789,HW
896,-0.53,0.21,-0.82,1.56,-21.87,-0.62,-6.78,-8.05,3.99,-0.33,0.41,-0.04,0.85,397598,40810,HW
897,-0.53,0.21,-0.82,1.56,-21.87,-0.62,-6.78,-8.05,3.99,-0.4,0.39,-0.09,0.82,397617,40829,HW
898,-0.53,0.21,-0.82,1.56,-21.87,-0.62,-6.36,-8.85,3.95,-0.4,0.39,-0.09,0.82,397633,40845,HW
899,-0.68,0.23,-0.65,1.56,-21.87,-0.62,-6.36,-8.85,3.95,-0.4,0.39,-0.09,0.82,397656,40868,HW
900,-0.68,0.23,-0.65,1.56,-21.87,-0.62,-6.36,-9.39,3.8,-0.4,0.39,-0.09,0.82,397675,40887,HW
901,-0.62,-0.21,-0.4,1.56,-21.87,-0.62,-6.36,-9.39,3.8,-0.4,0.39,-0.09,0.82,397691,40903,HW
902,-0.62,-0.21,-0.4,1.56,-21.87,-0.62,-6.36,-9.39,3.8,-0.44,0.39,-0.11,0.8,397715,40927,HW
903,-0.62,-0.21,-0.4,1.56,-21.87,-0.62,-6.09,-10.61,3.34,-0.44,0.39,-0.11,0.8,397737,40949,HW
904,-0.44,-0.39,-0.25,1.56,-21.87,-0.62,-6.09,-10.61,3.34,-0.44,0.39,-0.11,0.8,397763,40975,HW
905,-0.44,-0.39,-0.25,1.56,-21.87,-0.62,-5.78,-10.77,3.19,-0.44,0.39,-0.11,0.8,397778,40990,HW
906,-0.32,-0.09,-0.17,1.56,-21.87,-0.62,-5.78,-10.77,3.19,-0.44,0.39,-0.11,0.8,397797,41009,HW
907,-0.32,-0.09,-0.17,1.56,-21.87,-0.62,-5.78,-10.77,3.19,-0.46,0.37,-0.11,0.8,397815,41027,HW
908,-0.32,-0.09,-0.17,1.56,-21.87,-0.62,-5.55,-10.12,3.11,-0.46,0.37,-0.11,0.8,397834,41046,HW
909,-0.22,-0.1,-0.12,1.56,-21.87,-0.62,-5.55,-10.12,3.11,-0.46,0.37,-0.11,0.8,397850,41062,HW
910,-0.22,-0.1,-0.12,1.56,-21.87,-0.62,-5.4,-9.73,3.11,-0.46,0.37,-0.11,0.8,397868,41080,HW
911,-0.28,-0.13,-0.05,1.56,-21.87,-0.62,-5.4,-9.73,3.11,-0.46,0.37,-0.11,0.8,397890,41102,HW
912,-0.28,-0.13,-0.05,1.56,-21.87,-0.62,-5.4,-9.73,3.11,-0.47,0.37,-0.1,0.79,397909,41121,HW
913,-0.28,-0.13,-0.05,1.56,-21.87,-0.62,-5.44,-9.66,2.54,-0.47,0.37,-0.1,0.79,397933,41145,HW
914,-0.23,-0.46,-0.11,1.56,-21.87,-0.62,-5.44,-9.66,2.54,-0.47,0.37,-0.1,0.79,397961,41173,HW
915,-0.23,-0.46,-0.11,1.56,-21.87,-0.62,-5.75,-9.85,2.8,-0.47,0.37,-0.1,0.79,397979,41191,HW
916,-0.23,-0.46,-0.11,1.56,-21.87,-0.62,-5.09,-8.74,2.96,-0.47,0.37,-0.1,0.79,397997,41209,HW
917,-0.23,-0.46,-0.11,-4.5,-31.37,23.5,-5.09,-8.74,2.96,-0.47,0.37,-0.1,0.79,398016,41228,HW
918,-0.23,-0.46,-0.11,-4.5,-31.37,23.5,-5.02,-8.13,2.61,-0.47,0.37,-0.1,0.79,398037,41249,HW
919,-0.08,-0.13,-0.15,-4.5,-31.37,23.5,-5.02,-8.13,2.61,-0.47,0.37,-0.1,0.79,398057,41269,HW
920,-0.08,-0.13,-0.15,-4.5,-31.37,23.5,-4.9,-8.09,2.8,-0.47,0.37,-0.1,0.79,398078,41290,HW
921,-0.08,-0.13,-0.15,-4.5,-31.37,23.5,-4.86,-8.13,2.92,-0.47,0.37,-0.1,0.79,398106,41318,HW
922,-0.07,0,-0.19,-4.5,-31.37,23.5,-4.86,-8.13,2.92,-0.47,0.37,-0.1,0.79,398131,41343,HW
923,-0.13,-0.24,-0.23,-4.5,-31.37,23.5,-4.86,-8.13,2.92,-0.47,0.37,-0.1,0.79,398152,41364,HW
924,-0.13,-0.24,-0.23,-4.5,-31.44,21.12,-4.86,-8.13,2.92,-0.47,0.37,-0.1,0.79,398175,41387,HW
925,-0.13,-0.24,-0.23,-4.5,-31.44,21.12,-3.87,-8.2,2.65,-0.47,0.37,-0.1,0.79,398193,41405,HW
926,-0.19,-0.02,-0.21,-4.5,-31.44,21.12,-3.87,-8.2,2.65,-0.47,0.37,-0.1,0.79,398209,41421,HW
927,-0.19,-0.02,-0.21,-4.5,-31.44,21.12,-3.95,-8.51,2.77,-0.47,0.37,-0.1,0.79,398228,41440,HW
928,-0.13,-0.06,-0.17,-4.5,-31.44,21.12,-3.95,-8.51,2.77,-0.47,0.37,-0.1,0.79,398243,41455,HW
929,-0.13,-0.06,-0.17,-4.5,-31.44,21.12,-3.95,-8.51,2.77,-0.5,0.33,-0.1,0.79,398261,41473,HW
930,-0.13,-0.06,-0.17,-4.5,-31.44,21.12,-3.91,-9.04,2.38,-0.5,0.33,-0.1,0.79,398274,41486,HW
931,0,-0.08,-0.09,-4.5,-31.44,21.12,-3.91,-9.04,2.38,-0.5,0.33,-0.1,0.79,398309,41521,HW
932,0,-0.08,-0.09,-4.5,-31.44,21.12,-3.91,-9.04,2.38,-0.51,0.33,-0.1,0.79,398324,41536,HW
933,0,-0.08,-0.09,-4.5,-31.44,21.12,-3.18,-9.85,2.38,-0.51,0.33,-0.1,0.79,398338,41550,HW
934,0.37,0.69,0.14,-4.5,-31.44,21.12,-3.18,-9.85,2.38,-0.51,0.33,-0.1,0.79,398358,41570,HW
935,0.37,0.69,0.14,-4.5,-31.44,21.12,-3.02,-9.5,2.27,-0.51,0.33,-0.1,0.79,398401,41613,HW
936,0.7,0.87,0.06,-4.5,-31.44,21.12,-3.02,-9.5,2.27,-0.51,0.33,-0.1,0.79,398421,41633,HW
937,0.7,0.87,0.06,-4.5,-31.44,21.12,-4.06,-8.32,3.04,-0.51,0.33,-0.1,0.79,398439,41651,HW
938,0.97,0.3,-0.07,-4.5,-31.44,21.12,-4.06,-8.32,3.04,-0.51,0.33,-0.1,0.79,398460,41672,HW
939,0.97,0.3,-0.07,-4.5,-31.44,21.12,-3.91,-6.98,3.57,-0.51,0.33,-0.1,0.79,398478,41690,HW
940,0.77,0.25,-0.34,-4.5,-31.44,21.12,-3.91,-6.98,3.57,-0.51,0.33,-0.1,0.79,398493,41705,HW
941,0.77,0.25,-0.34,-4.5,-31.44,21.12,-3.91,-6.98,3.57,-0.45,0.36,-0.15,0.8,398509,41721,HW
942,0.77,0.25,-0.34,-4.5,-31.44,21.12,-4.25,-5.71,3.38,-0.45,0.36,-0.15,0.8,398522,41734,HW
943,0.37,0.2,-0.68,-4.5,-31.44,21.12,-4.25,-5.71,3.38,-0.45,0.36,-0.15,0.8,398536,41748,HW
944,0.37,0.2,-0.68,-4.5,-31.44,21.12,-4.25,-5.71,3.38,-0.44,0.36,-0.17,0.81,398551,41763,HW
945,0.37,0.2,-0.68,-4.5,-31.44,21.12,-5.05,-6.17,3.38,-0.44,0.36,-0.17,0.81,398565,41777,HW
946,0.02,0.21,-0.69,-4.5,-31.44,21.12,-5.05,-6.17,3.38,-0.44,0.36,-0.17,0.81,398604,41816,HW
947,0.02,0.21,-0.69,-4.5,-31.44,21.12,-5.05,-6.17,3.38,-0.44,0.35,-0.18,0.8,398632,41844,HW
948,0.02,0.21,-0.69,-4.5,-31.44,21.12,-5.25,-7.59,2.65,-0.44,0.35,-0.18,0.8,398657,41869,HW
949,0.02,0.21,-0.69,-4.81,-26.37,25.56,-5.25,-7.59,2.65,-0.44,0.35,-0.18,0.8,398676,41888,HW
950,0.02,0.21,-0.69,-4.81,-26.37,25.56,-4.67,-8.58,2.42,-0.44,0.35,-0.18,0.8,398693,41905,HW
951,-0.1,-0.04,-0.23,-4.81,-26.37,25.56,-4.67,-8.58,2.42,-0.44,0.35,-0.18,0.8,398708,41920,HW
952,-0.1,-0.04,-0.23,-4.81,-26.37,25.56,-4.29,-8.58,2.15,-0.44,0.35,-0.18,0.8,398722,41934,HW
953,-0.19,-0.22,-0.13,-4.81,-26.37,25.56,-4.29,-8.58,2.15,-0.44,0.35,-0.18,0.8,398737,41949,HW
954,-0.19,-0.22,-0.13,-4.81,-26.37,25.56,-4.29,-8.58,2.15,-0.46,0.34,-0.2,0.79,398753,41965,HW
955,-0.19,-0.22,-0.13,-4.81,-26.37,25.56,-4.14,-9.23,2.3,-0.46,0.34,-0.2,0.79,398768,41980,HW
956,-0.19,-0.22,-0.13,-4.81,-26.37,25.56,-3.95,-9.85,3.07,-0.46,0.34,-0.2,0.79,398789,42001,HW
957,-0.08,-0.14,0.08,-4.81,-26.37,25.56,-3.95,-9.85,3.07,-0.46,0.34,-0.2,0.79,398806,42018,HW
958,-0.08,-0.14,0.08,-4.81,-26.37,25.56,-3.25,-8.93,2.65,-0.46,0.34,-0.2,0.79,398948,42160,HW
959,-0.12,-0.09,-0.06,-4.81,-26.37,25.56,-3.25,-8.93,2.65,-0.46,0.34,-0.2,0.79,398998,42210,HW
960,-0.12,-0.09,-0.06,-4.81,-26.37,25.56,-3.02,-8.47,3.3,-0.46,0.34,-0.2,0.79,399015,42227,HW
961,-0.12,-0.09,-0.06,-4.81,-26.37,25.56,-3.33,-8.55,3.07,-0.46,0.34,-0.2,0.79,399038,42250,HW
962,-0.07,-0.01,0.04,-4.81,-26.37,25.56,-3.33,-8.55,3.07,-0.46,0.34,-0.2,0.79,399072,42284,HW
963,-0.07,-0.01,0.04,-4.81,-26.37,25.56,-3.56,-8.51,3.07,-0.46,0.34,-0.2,0.79,399090,42302,HW
964,-0.01,0.04,0.09,-4.81,-26.37,25.56,-3.56,-8.51,3.07,-0.46,0.34,-0.2,0.79,399105,42317,HW
965,-0.01,0.04,0.09,-4.81,-26.37,25.56,-3.48,-8.43,2.8,-0.46,0.34,-0.2,0.79,399120,42332,HW
966,-0.01,0.04,0.09,-4.81,-26.37,25.56,-3.37,-8.39,2.54,-0.46,0.34,-0.2,0.79,399137,42349,HW
967,-0.01,-0.11,0.07,-4.81,-26.37,25.56,-3.37,-8.39,2.54,-0.46,0.34,-0.2,0.79,399167,42379,HW
968,-0.01,-0.11,0.07,-4.81,-26.37,25.56,-3.45,-8.7,3,-0.46,0.34,-0.2,0.79,399196,42408,HW
969,-0.02,0.06,0.03,-4.81,-26.37,25.56,-3.45,-8.7,3,-0.46,0.34,-0.2,0.79,399223,42435,HW
970,-0.02,0.06,0.03,-4.81,-26.37,25.56,-3.75,-8.62,3.3,-0.46,0.34,-0.2,0.79,399246,42458,HW
971,-0.04,0.08,0.04,-4.81,-26.37,25.56,-3.75,-8.62,3.3,-0.46,0.34,-0.2,0.79,399268,42480,HW
972,-0.04,0.08,0.04,-4.81,-26.37,25.56,-3.71,-8.51,3.15,-0.46,0.34,-0.2,0.79,399288,42500,HW
973,-0.07,0.18,0.01,-4.81,-26.37,25.56,-3.71,-8.51,3.15,-0.46,0.34,-0.2,0.79,399308,42520,HW
974,-0.07,0.18,0.01,-4.81,-26.37,25.56,-3.6,-8.74,2.96,-0.46,0.34,-0.2,0.79,399325,42537,HW
975,-0.06,0.21,0.05,-4.81,-26.37,25.56,-3.6,-8.74,2.96,-0.46,0.34,-0.2,0.79,399344,42556,HW
976,-0.06,0.21,0.05,-4.81,-26.37,25.56,-3.6,-8.74,2.96,-0.48,0.34,-0.19,0.79,399369,42581,HW
977,-0.06,0.21,0.05,-4.81,-26.37,25.56,-3.64,-9.12,3.15,-0.48,0.34,-0.19,0.79,399390,42602,HW
978,-0.06,0.21,0.05,-4.81,-26.37,25.56,-3.71,-9.54,2.8,-0.48,0.34,-0.19,0.79,399413,42625,HW
979,-0.06,0.21,0.05,-4.81,-26.37,25.56,-4.14,-10.5,3.04,-0.48,0.34,-0.19,0.79,399431,42643,HW
980,-0.19,1.38,0.54,-4.81,-26.37,25.56,-4.14,-10.5,3.04,-0.48,0.34,-0.19,0.79,399452,42664,HW
981,-0.19,1.38,0.54,-4.81,-26.37,25.56,-4.14,-10.5,3.04,-0.47,0.38,-0.2,0.77,399472,42684,HW
982,-0.19,1.38,0.54,-4.81,-26.37,25.56,-6.55,-13.07,3.15,-0.47,0.38,-0.2,0.77,399488,42700,HW
983,0.35,0.29,0.84,-4.81,-26.37,25.56,-6.55,-13.07,3.15,-0.47,0.38,-0.2,0.77,399511,42723,HW
984,0.35,0.29,0.84,-4.81,-26.37,25.56,-6.59,-12.64,3.57,-0.47,0.38,-0.2,0.77,399529,42741,HW
985,0.71,0.03,1.29,-4.81,-26.37,25.56,-6.59,-12.64,3.57,-0.47,0.38,-0.2,0.77,399545,42757,HW
986,0.71,0.03,1.29,-4.81,-26.37,25.56,-6.59,-12.64,3.57,-0.44,0.41,-0.18,0.78,399560,42772,HW
987,0.71,0.03,1.29,-4.81,-26.37,25.56,-6.89,-11,3.53,-0.44,0.41,-0.18,0.78,399577,42789,HW
988,0.91,-0.27,1.56,-4.81,-26.37,25.56,-6.89,-11,3.53,-0.44,0.41,-0.18,0.78,399590,42802,HW
989,0.91,-0.27,1.56,-4.81,-26.37,25.56,-6.89,-11,3.53,-0.41,0.42,-0.16,0.8,399606,42818,HW
990,0.91,-0.27,1.56,-4.81,-26.37,25.56,-6.74,-10.08,3.84,-0.41,0.42,-0.16,0.8,399620,42832,HW
991,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.74,-10.08,3.84,-0.41,0.42,-0.16,0.8,399635,42847,HW
992,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.74,-10.08,3.84,-0.37,0.43,-0.13,0.81,399651,42863,HW
993,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.97,-9.23,3.87,-0.37,0.43,-0.13,0.81,399724,42936,HW
994,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.51,-8.32,4.03,-0.37,0.43,-0.13,0.81,399744,42956,HW
995,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.51,-6.67,3.84,-0.37,0.43,-0.13,0.81,399766,42978,HW
996,1.01,-0.51,1.66,-4.81,-26.37,25.56,-6.66,-6.05,3.84,-0.37,0.43,-0.13,0.81,399789,43001,HW
997,1.42,-0.68,1.76,-4.81,-26.37,25.56,-6.66,-6.05,3.84,-0.37,0.43,-0.13,0.81,399809,43021,HW
998,1.42,-0.68,1.76,-4.81,-26.37,25.56,-6.43,-5.25,4.14,-0.37,0.43,-0.13,0.81,399829,43041,HW
999,1.42,-0.68,1.76,-4.81,-26.37,25.56,-6.05,-4.41,4.18,-0.37,0.43,-0.13,0.81,399845,43057,HW
1000,1.65,-0.38,1.79,-4.81,-26.37,25.56,-6.05,-4.41,4.18,-0.37,0.43,-0.13,0.81,399862,43074,HW
1001,1.65,-0.38,1.79,-4.81,-26.37,25.56,-6.2,-3.37,3.99,-0.37,0.43,-0.13,0.81,399875,43087,HW
1002,1.95,-0.69,1.7,-4.81,-26.37,25.56,-6.2,-3.37,3.99,-0.37,0.43,-0.13,0.81,399887,43099,HW
1003,1.95,-0.69,1.7,-4.81,-26.37,25.56,-6.2,-3.37,3.99,-0.14,0.42,0,0.9,399912,43124,HW
1004,1.95,-0.69,1.7,-4.81,-26.37,25.56,-5.21,-1.5,4.22,-0.14,0.42,0,0.9,399925,43137,HW
1005,2.08,-0.56,1.68,-4.81,-26.37,25.56,-5.21,-1.5,4.22,-0.14,0.42,0,0.9,399951,43163,HW
1006,2.08,-0.56,1.68,-4.81,-26.37,25.56,-5.21,-1.5,4.22,-0.07,0.41,0.02,0.91,399967,43179,HW
1007,2.08,-0.56,1.68,-4.81,-26.37,25.56,-5.05,-0.81,4.22,-0.07,0.41,0.02,0.91,399981,43193,HW
1008,2.08,-0.56,1.68,-4.81,-26.37,25.56,-4.94,-0.12,4.11,-0.07,0.41,0.02,0.91,400000,43212,HW
1009,2.02,-0.66,1.65,-4.81,-26.37,25.56,-4.94,-0.12,4.11,-0.07,0.41,0.02,0.91,400035,43247,HW
1010,2.02,-0.66,1.65,-4.81,-26.37,25.56,-4.75,0.23,4.18,-0.07,0.41,0.02,0.91,400062,43274,HT
1011,2.02,-0.66,1.65,3,-23.25,-5.94,-4.75,0.23,4.18,-0.07,0.41,0.02,0.91,400077,43289,HT
1012,2.02,-0.66,1.65,3,-23.25,-5.94,-4.52,1.64,4.37,-0.07,0.41,0.02,0.91,400091,43303,HT
1013,1.39,-0.79,1.11,3,-23.25,-5.94,-4.52,1.64,4.37,-0.07,0.41,0.02,0.91,400107,43319,HT
1014,1.39,-0.79,1.11,3,-23.25,-5.94,-4.67,2.14,4.68,-0.07,0.41,0.02,0.91,400121,43333,HT
1015,0.98,-0.7,0.6,3,-23.25,-5.94,-4.67,2.14,4.68,-0.07,0.41,0.02,0.91,400142,43354,HT
1016,0.98,-0.7,0.6,3,-23.25,-5.94,-4.67,2.14,4.68,0.14,0.35,0.08,0.92,400169,43381,HT
1017,0.98,-0.7,0.6,3,-23.25,-5.94,-4.21,3.68,4.72,0.14,0.35,0.08,0.92,400193,43405,HT
1018,0.5,-0.46,0.08,3,-23.25,-5.94,-4.21,3.68,4.72,0.14,0.35,0.08,0.92,400211,43423,HT
1019,0.5,-0.46,0.08,3,-23.25,-5.94,-4.56,4.13,5.33,0.14,0.35,0.08,0.92,400224,43436,HT
1020,0.16,-0.41,-0.37,3,-23.25,-5.94,-4.56,4.13,5.33,0.14,0.35,0.08,0.92,400238,43450,HT
1021,0.16,-0.41,-0.37,3,-23.25,-5.94,-4.56,4.13,5.33,0.17,0.33,0.07,0.93,400273,43485,HT
1022,0.16,-0.41,-0.37,3,-23.25,-5.94,-4.94,4.32,5.71,0.17,0.33,0.07,0.93,400286,43498,HT
1023,0.02,-0.03,-0.45,3,-23.25,-5.94,-4.94,4.32,5.71,0.17,0.33,0.07,0.93,400552,43764,HT
1024,0.02,-0.03,-0.45,3.19,-22.69,-9.06,-4.94,4.32,5.71,0.17,0.33,0.07,0.93,400578,43790,HT
1025,0.02,-0.03,-0.45,3.19,-22.69,-9.06,-6.01,2.22,7.67,0.17,0.33,0.07,0.93,400601,43813,HT
1026,0.63,-0.13,-1.03,3.19,-22.69,-9.06,-6.01,2.22,7.67,0.17,0.33,0.07,0.93,400617,43829,HT
1027,0.63,-0.13,-1.03,3.19,-22.69,-9.06,-5.44,1.07,7.67,0.17,0.33,0.07,0.93,400634,43846,HT
