,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.11,-0.03,-0.71,0.01,0.67,0.24,571106,5366,W,1.287070811,-1.871445791,2.775360453,2.785152443,2.813852768,1.920760617
1,0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571148,5408,W,1.017071676,-2.123708668,2.720523745,2.786677488,2.806925498,1.327100694
2,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571189,5449,W,0.732386683,-1.076979904,2.549350369,2.789472891,2.798806143,0.770739767
3,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.19,-0.03,-0.71,0.01,0.67,0.24,571230,5490,W,0.433617013,-0.211350871,2.304480094,2.793450206,2.792911891,0.243278175
4,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.16,-0.71,0.01,0.67,0.24,571272,5532,W,0.122925149,-0.518569268,2.009411458,2.79775737,2.7912674,-0.263448428
5,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571312,5572,W,-0.197266388,-0.912883697,1.67519185,2.801140707,2.793844876,-0.752704564
6,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571353,5613,W,-0.52402601,-1.345084533,1.301635733,2.802222368,2.799446962,-1.218843246
7,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571395,5655,W,-0.85392681,-1.807742911,0.872901608,2.80009955,2.806472997,-1.649473104
8,0.03,-0.01,0,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571437,5697,W,-1.183063212,-2.298389717,0.339740273,2.794996056,2.812868235,-2.018634843
9,0.03,-0.01,0,8.69,-108.94,-17.44,-9.2,-3.19,0.04,-0.71,0.01,0.67,0.24,571479,5739,W,-1.507819209,-2.842464616,-1.023382826,2.788727626,2.816018625,-2.272723612
10,0.03,-0.01,0,8.69,-108.94,-17.44,-9.24,-3.19,0,-0.71,0.01,0.67,0.24,571518,5778,W,-1.825274539,0.258431221,-2.826219662,2.784188345,2.813096908,-2.35270372
11,0.03,-0.01,0,16.63,-111.25,-31.94,-9.24,-3.19,0,-0.71,0.01,0.67,0.24,571559,5819,W,-2.163004564,-0.197460265,3.051490417,2.784327838,2.80272904,-2.405613908
12,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.24,-3.19,0,-0.71,0.01,0.67,0.24,571601,5861,W,-2.59542526,-0.509804813,2.771495175,2.786976821,2.786688435,-2.687700085
13,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.2,-3.23,-0.07,-0.71,0.01,0.67,0.24,571643,5903,W,-3.125759986,-0.816146705,2.475963136,2.793044147,2.771710442,-3.121714593
14,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.13,-3.27,-0.03,-0.71,0.01,0.67,0.24,571687,5947,W,2.632236975,-1.12624125,2.163793104,2.829065046,2.729504262,2.5827444
15,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.16,-3.23,-0.03,-0.71,0.01,0.67,0.24,571729,5989,W,2.132675904,-1.46358762,1.82335291,2.91781806,2.648217294,1.777188356
16,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.24,-3.15,0,-0.71,0.01,0.67,0.24,571772,6032,W,1.627227728,-1.840000666,1.451511203,3.014882939,2.683334127,0.908500307
17,-0.01,0,-0.01,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571813,6073,W,1.118613539,-2.246878555,1.050058841,3.040315087,-2.359559848,0.0982195
18,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571855,6115,W,0.614230303,-2.674697067,0.620466246,2.969801389,-1.916715444,-0.73134284
19,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571899,6159,W,0.110238298,-3.115826465,0.171574105,2.826460431,-2.108680708,-1.65996602
20,0.23,-1.6,2.52,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571941,6201,W,-0.402531936,2.719061266,-0.285510685,2.642853305,-2.408673106,-2.598419689
21,0.23,-1.6,2.52,16.63,-111.25,-31.94,-13.3,-3.04,1.08,-0.71,0.01,0.67,0.24,571983,6243,W,-0.938430304,2.268956171,-0.739875523,2.45272913,-2.74939771,2.915884226
22,0.23,-1.6,2.52,16.63,-111.25,-31.94,-14.11,-2.16,1.23,-0.71,0.01,0.67,0.24,572026,6286,W,-1.474004401,1.821322219,-1.183985289,2.307665178,-3.110919593,2.308563774
23,0.23,-1.6,2.52,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572066,6326,W,-1.881991356,1.38037251,-1.614219262,2.364511801,2.799037003,1.799232704
24,-0.2,0.49,0.16,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572109,6369,W,-1.127405993,0.95149196,-2.028397904,3.096051578,2.417844148,1.350385454
25,-0.2,0.49,0.16,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572153,6413,W,-0.487631946,0.541231398,-2.424575021,-2.716308913,2.029526422,0.945277709
26,0.12,0.47,-2.43,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572195,6455,W,-0.791763008,0.158234179,-2.800926929,-2.775584842,1.635888947,0.579945994
27,0.12,0.47,-2.43,16.63,-111.25,-31.94,-9.51,-3.34,1.42,-0.71,0.01,0.67,0.24,572236,6496,W,-1.170148352,-0.179712612,3.128462865,-2.966634672,1.240112925,0.260557819
28,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.03,-2.04,3.07,-0.71,0.01,0.67,0.24,572278,6538,W,-1.551701393,-0.438120561,2.800401218,3.093071739,0.848095643,0.000936619
29,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572320,6580,W,-1.933377565,-0.535111375,2.51778148,2.873626106,0.474632271,-0.165410051
30,0.12,0.47,-2.43,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572362,6622,W,-2.322395239,-0.413571094,2.325335075,2.679423213,0.178670317,-0.146342209
31,-0.8,0.31,-1.77,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572403,6663,W,-2.71839237,-0.342556972,2.253521494,2.531040332,0.45343159,0.081426942
32,-1.1,0.45,-1.42,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572445,6705,W,-3.118131495,-0.4602385,2.237317338,2.465042115,1.489852683,0.21295081
33,-1.1,0.45,-1.42,44.5,-132.63,7.69,-9.63,-1.66,2.92,-0.71,0.01,0.67,0.24,572486,6746,W,2.763435796,-0.688856894,2.146862395,2.528925756,1.134703359,0.12975326
34,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.05,-1.66,2.76,-0.71,0.01,0.67,0.24,572527,6787,W,2.360517936,-0.985161166,1.946818455,2.694615379,0.518155293,-0.0840515
35,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572568,6828,W,1.956020547,-1.326221793,1.666391748,2.815372261,-0.144741138,-0.370105477
36,-1.1,0.45,-1.42,106.38,-105.44,22,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572608,6868,W,1.548191611,-1.702686499,1.327800714,2.823609305,-0.762898535,-0.694584759
37,-1.1,0.45,-1.42,106.38,-105.44,22,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572652,6912,W,1.134640601,-2.108845246,0.947371736,2.75626857,-1.318096438,-1.039811322
38,0.54,-0.34,1.58,106.38,-105.44,22,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572694,6954,W,0.711302484,-2.540531163,0.537372542,2.661193532,-1.8197693,-1.398200954
39,0.54,-0.34,1.58,106.38,-105.44,22,-12.92,-3.15,0.2,-0.71,0.01,0.67,0.24,572736,6996,W,0.270767766,-2.992953256,0.109306436,2.57774218,-2.277199876,-1.765269545
40,0.54,-0.34,1.58,106.38,-105.44,22,-9.97,-3.23,0.89,-0.71,0.01,0.67,0.24,572778,7038,W,-0.191968714,2.822024317,-0.32609987,2.538612296,-2.691758451,-2.138202042
41,0.54,-0.34,1.58,106.38,-105.44,22,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572820,7080,W,-0.6711388,2.344613523,-0.759863936,2.562148687,-3.055766422,-2.515805956
42,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572861,7121,W,-1.149939399,1.867948314,-1.183112027,2.635947573,2.929283157,-2.902696403
43,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572904,7164,W,-1.603369122,1.401389677,-1.586438631,2.717027879,2.721147396,2.93796368
44,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572945,7205,W,-2.004708508,0.948815167,-1.961436587,2.766356362,2.636754582,1.617482064
45,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.27,-0.71,0.01,0.67,0.24,572986,7246,W,-2.336134276,0.500531293,-2.305016673,2.78256925,2.669102383,-0.145176313
46,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.35,-0.71,0.01,0.67,0.24,573027,7287,W,-2.604626433,0.01546353,-2.63376755,2.783400183,2.722555372,-0.471451774
47,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.24,-3.04,0.43,-0.71,0.01,0.67,0.24,573068,7328,W,-2.797845009,-0.407979136,-2.935526881,2.791375251,2.757463585,-0.755369542
48,-0.01,0.04,0.12,102.44,-121.56,23.25,-9.24,-3.04,0.43,-0.71,0.01,0.67,0.24,573107,7367,W,-2.884482458,-0.511924523,3.078781256,2.836107408,2.780073454,-0.95847841
49,-0.01,0.04,0.12,102.44,-121.56,23.25,-9.36,-3,0.31,-0.71,0.01,0.67,0.24,573150,7410,W,-2.987381591,-0.606733853,2.744602704,2.932468158,2.910633492,-0.922085215
50,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.36,-3,0.31,-0.71,0.01,0.67,0.24,573192,7452,W,3.010222694,-0.850048643,2.382939326,3.037573536,-2.587005924,-0.887677029
51,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.39,-3.08,0.16,-0.71,0.01,0.67,0.24,573234,7494,W,2.590105205,-1.156957347,2.025117459,3.064986549,-2.033528478,-1.0354869
52,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.47,-3.19,0.12,-0.71,0.01,0.67,0.24,573277,7537,W,2.182654489,-1.507391162,1.649713615,2.985325907,-2.09774487,-1.304200892
53,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.93,-3.19,-0.15,-0.71,0.01,0.67,0.24,573319,7579,W,1.858008308,-1.899440123,1.241748787,2.82452582,-2.321634731,-1.625462665
54,-0.08,-0.04,0.11,99.5,-125.19,19.13,-9.93,-3.19,-0.15,-0.71,0.01,0.67,0.24,573361,7621,W,1.603022275,-2.321231203,0.806780475,2.607651258,-2.600426018,-1.975321927
55,-0.08,-0.04,0.11,99.5,-125.19,19.13,-13.57,-4.95,0.7,-0.71,0.01,0.67,0.24,573404,7664,W,1.390965038,-2.762560517,0.353386676,2.349908062,-2.905866327,-2.349912359
56,0.16,-2.68,6,99.5,-125.19,19.13,-13.57,-4.95,0.7,-0.71,0.01,0.67,0.24,573447,7707,W,1.190805105,3.067888213,-0.110127572,2.060923544,3.056903066,-2.744373551
57,0.16,-2.68,6,99.5,-125.19,19.13,-8.74,-15.14,-5.78,-0.71,0.01,0.67,0.24,573488,7748,W,0.980749282,2.610595314,-0.576063714,1.739442643,2.72869411,3.132268049
58,0.16,-2.68,6,99.5,-125.19,19.13,-6.68,-8.67,-0.68,-0.71,0.01,0.67,0.24,573530,7790,W,0.753822721,2.154925737,-1.037333707,1.315255685,2.398871962,2.723065644
59,0.16,-2.68,6,99.5,-125.19,19.13,-3.57,-8.32,-2.14,-0.71,0.01,0.67,0.24,573572,7832,W,0.516384032,1.700599075,-1.492477555,-1.707518509,2.073083231,2.319317728
60,0.16,-2.68,6,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573612,7872,W,0.290722496,1.241523867,-1.944517073,-2.184423214,1.751912961,1.932997725
61,0.85,1.3,-3.48,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573655,7915,W,0.117228341,0.772030756,-2.395536805,-2.517149753,1.425787386,1.562322679
62,0.5,1.11,-3.55,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573696,7956,W,0.081497117,0.28724797,-2.847136146,-2.817804641,1.078055535,1.196329127
63,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.76,1.14,0.89,-0.71,0.01,0.67,0.24,573737,7997,W,0.32313296,-0.216768131,2.981691936,-3.089137279,0.689196607,0.831587216
64,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.26,1.79,1.5,-0.71,0.01,0.67,0.24,573778,8038,W,0.606323951,-0.741466513,2.520855915,2.959718739,0.238423854,0.465245267
65,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.14,1.75,4.56,-0.71,0.01,0.67,0.24,573820,8080,W,0.587941244,-1.273417195,2.057015798,2.773525014,-0.288190731,0.094292159
66,0.5,1.11,-3.55,99.5,-125.19,19.13,-12.69,2.55,4.79,-0.71,0.01,0.67,0.24,573859,8119,W,0.382694931,-1.789555548,1.601939145,2.65081736,-0.862563684,-0.27257853
67,0.5,1.11,-3.55,99.5,-125.19,19.13,-11.16,3.36,3.8,-0.71,0.01,0.67,0.24,573902,8162,W,0.097082612,-2.279471503,1.16248785,2.600245305,-1.421867162,-0.622679496
68,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.16,3.36,3.8,-0.71,0.01,0.67,0.24,573944,8204,W,-0.2236307,-2.74941451,0.734591624,2.600427472,-1.927004474,-0.948653524
69,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.43,-1.05,6.59,-0.71,0.01,0.67,0.24,573984,8244,W,-0.557616517,3.062415409,0.295457815,2.601421198,-2.368840473,-1.239120189
70,1.2,-1.2,1.26,99.5,-125.19,19.13,-12.84,-5.18,-0.61,-0.71,0.01,0.67,0.24,574026,8286,W,-0.895839676,2.578481073,-0.176547849,2.57100965,-2.752202526,-1.480779607
71,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.08,-2.81,2.15,-0.71,0.01,0.67,0.24,574067,8327,W,-1.232713181,2.092943937,-0.683919791,2.525329705,-3.084913127,-1.658608282
72,0.53,-0.22,0.27,99.5,-125.19,19.13,-11.08,-2.81,2.15,-0.71,0.01,0.67,0.24,574108,8368,W,-1.557226233,1.622497835,-1.218459426,2.500248095,2.923330308,-1.755675339
73,0.53,-0.22,0.27,99.5,-125.19,19.13,-9.59,-3.04,1.19,-0.71,0.01,0.67,0.24,574151,8411,W,-1.852421305,1.194754834,-1.744894146,2.522299793,2.736132506,-1.766318697
74,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.59,-3.04,1.19,-0.71,0.01,0.67,0.24,574193,8453,W,-2.086413997,0.868424708,-2.177291645,2.596620115,2.664869597,-1.694457813
75,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.24,-3.04,0.85,-0.71,0.01,0.67,0.24,574234,8494,W,-2.194873601,0.819821987,-2.3016224,2.689777536,2.684115597,-1.555798549
76,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.36,-3.04,0.54,-0.71,0.01,0.67,0.24,574276,8536,W,-2.088966418,1.302450964,-1.785548288,2.758651689,2.707999313,-1.333809948
77,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574316,8576,W,-1.880766998,1.459089642,-1.617640729,2.791928069,2.708303364,-0.94048717
78,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574356,8616,W,-1.93292851,0.966696696,-2.409032876,2.800940681,2.721346797,-0.685463196
79,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574398,8658,W,-2.276772542,0.131487209,2.861741381,2.799317711,2.759293056,-0.754897343
80,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574439,8699,W,-2.826940109,-0.579355643,2.285268276,2.81407995,2.81719904,-0.917919653
81,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.43,-2.81,0.62,-0.71,0.01,0.67,0.24,574480,8740,W,2.799012826,-1.104622147,1.848920163,2.899252015,2.911724763,-1.078032232
82,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.85,0.58,-0.71,0.01,0.67,0.24,574523,8783,W,2.156688781,-1.554362813,1.430329342,3.121586276,3.041474946,-1.077433581
83,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574563,8823,W,1.584774898,-1.973218886,1.008431237,-2.940773869,-3.098597831,-0.342970371
84,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574604,8864,W,1.073519247,-2.376819812,0.580435772,-2.924892646,-2.919168398,-0.023854309
85,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574646,8906,W,0.603453401,-2.770399043,0.145926846,-3.069450686,-2.7628827,-0.259163358
86,0.36,-1.29,1.97,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574687,8947,W,0.160501689,3.128152792,-0.296871765,2.990049752,-2.759975516,-0.67803143
87,0.36,-1.29,1.97,146.44,-96.75,32.75,-13,-3.84,1.31,-0.71,0.01,0.67,0.24,574728,8988,W,-0.262925409,2.753817948,-0.752721855,2.729236267,-2.900453409,-1.207507435
88,0.36,-1.29,1.97,146.44,-96.75,32.75,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574769,9029,W,-0.670830989,2.39272816,-1.232021284,2.452525381,-3.119118287,-1.949357037
89,0.36,-1.29,1.97,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574811,9071,W,-1.061364345,2.050856835,-1.752433941,2.180995937,2.909559346,2.405533729
90,0.11,-0.46,-0.2,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574853,9113,W,-1.42085096,1.73562074,-2.357132883,1.954990411,2.643730417,1.232750053
91,0.11,-0.46,-0.2,119.75,-140.63,10,-1.04,-6.71,-0.11,-0.71,0.01,0.67,0.24,574896,9156,W,-1.723621301,1.451948285,3.103302749,1.923512398,2.38667689,0.608141484
92,0.11,-0.46,-0.2,119.75,-140.63,10,-4.26,-9.21,-1.87,-0.71,0.01,0.67,0.24,574940,9200,W,-1.935142768,1.198357872,1.900521165,2.789944362,2.162353306,0.063278367
93,0.11,-0.46,-0.2,119.75,-140.63,10,-9.66,-2.16,2.3,-0.71,0.01,0.67,0.24,574982,9242,W,-2.030200716,0.955771689,0.87225723,-2.980402633,2.003569052,-0.45570331
94,-0.03,-0.08,1.04,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582793,10366,T,-2.047851128,0.662540832,0.205794328,-3.085079034,2.003191195,-0.947768445
95,-0.03,-0.08,1.04,92,-84.31,-14.38,-6.83,-3.3,3.18,-0.71,0.01,0.67,0.24,582834,11490,T,-2.08220228,0.162532115,-0.301186365,2.989457419,2.897591581,-1.403719203
96,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.77,-5.95,-3.14,-0.71,0.01,0.67,0.24,582875,12614,T,-2.189224706,-1.057444313,-0.718967757,2.771900168,-2.320429895,-1.803231663
97,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.88,-2.92,0.93,-0.71,0.01,0.67,0.24,582918,13738,T,-2.336361009,-2.254813354,-1.045413899,2.574306066,-2.236731989,-2.113035349
98,-0.01,-0.04,0.06,84.31,-65.81,11.25,-9.09,-3.46,-0.23,-0.71,0.01,0.67,0.24,580657,14917,W,-2.462374705,-2.860225974,-1.259350125,2.407745037,-2.322346734,-2.297595474
99,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.09,-3.46,-0.23,-0.71,0.01,0.67,0.24,580699,14959,W,-2.521793245,2.947676918,-1.382477337,2.273237851,-2.483896892,-2.406010304
100,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.32,-3.73,-0.64,-0.71,0.01,0.67,0.24,580741,15001,W,-2.504192752,2.50798918,-1.506963376,2.183380264,-2.69858221,-2.600934367
101,-0.19,-0.29,0.27,84.31,-65.81,11.25,-9.13,-5.07,1.57,-0.71,0.01,0.67,0.24,580783,15043,W,-2.465874671,2.086093925,-1.703305592,2.216976952,-2.953924195,-2.953263826
102,-0.19,-0.29,0.27,84.31,-65.81,11.25,-6.48,-9.55,-2.1,-0.71,0.01,0.67,0.24,580823,15083,W,-2.502570307,1.693142882,-1.966476724,2.554665358,3.050680475,2.874561847
103,-0.19,-0.29,0.27,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580862,15122,W,-2.643262691,1.36535109,-2.265128923,3.054119699,2.772791741,2.381701522
104,-0.14,0.29,-0.89,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580904,15164,W,-2.859568012,1.189771959,-2.572922578,-3.052712373,2.518492308,1.893825293
105,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-6.33,-9.47,-1.11,-0.71,0.01,0.67,0.24,580946,15206,W,-3.118249932,1.295208469,-2.868812059,-3.09218399,2.31073292,1.428897208
106,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-8.74,-6.14,0.04,-0.71,0.01,0.67,0.24,580989,15249,W,2.887922059,1.475885945,-3.131154901,3.062654911,2.177893219,0.989282307
107,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-9.85,-5.91,0.66,-0.71,0.01,0.67,0.24,581031,15291,W,2.616263014,1.382309651,2.951145266,2.90480005,2.135841442,0.588453131
108,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-9.85,-5.22,0.66,-0.71,0.01,0.67,0.24,581072,15332,W,2.393958462,1.08720115,2.839038229,2.753468189,2.134485093,0.254371175
109,-0.45,-0.04,-1.28,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581112,15372,W,2.276556549,0.689511217,2.77391813,2.625044615,2.072611332,0.039532172
110,-0.26,0.26,-1.27,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581154,15414,W,2.251692615,0.241093758,2.643216975,2.541094824,1.905048378,0.043300714
111,-0.24,0.32,-1.25,84.31,-65.81,11.25,-8.82,-5.34,0.43,-0.71,0.01,0.67,0.24,581196,15456,W,2.187927146,-0.225295477,2.410358503,2.567914071,1.643292611,0.41855659
112,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.52,-3.34,0.46,-0.71,0.01,0.67,0.24,581237,15497,W,2.00786762,-0.685678463,2.10910618,2.8331126,1.292950858,0.801369292
113,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.9,-2.31,0.7,-0.71,0.01,0.67,0.24,581280,15540,W,1.736041248,-1.140153192,1.766204473,-3.02901268,0.81781518,0.863585298
114,-0.24,0.32,-1.25,84.31,-65.81,11.25,-7.71,-0.32,0.85,-0.71,0.01,0.67,0.24,581321,15581,W,1.409414662,-1.601113913,1.3926489,-2.838662193,0.071601662,0.776911309
115,-0.24,0.32,-1.25,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581360,15620,W,1.053048506,-2.073716334,0.997482291,-2.865514737,-1.059353156,0.607403835
116,-0.01,-0.13,0.78,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581402,15662,W,0.683297101,-2.561198385,0.588147477,-2.994555568,-1.927502644,0.37649171
117,0.83,-0.33,2.69,84.31,-65.81,11.25,-8.05,-0.2,0.73,-0.71,0.01,0.67,0.24,581442,15702,W,0.312019063,-3.06436911,0.17095619,3.114860417,-2.460060851,0.100560736
118,0.83,-0.33,2.69,84.31,-65.81,11.25,-17.36,-4.04,2.73,-0.71,0.01,0.67,0.24,581483,15743,W,-0.0481603,2.700512077,-0.247707255,2.926268246,-2.849805577,-0.205565702
119,0.83,-0.33,2.69,84.31,-65.81,11.25,-11.65,-4.19,1.04,-0.71,0.01,0.67,0.24,581524,15784,W,-0.383581718,2.174110528,-0.660629981,2.743195944,3.124258411,-0.530286167
120,0.83,-0.33,2.69,84.31,-65.81,11.25,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581564,15824,W,-0.680329882,1.653597396,-1.059472535,2.583428282,2.884406935,-0.864502078
121,0.83,-0.33,2.69,97.44,-56.19,-8.06,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581604,15864,W,-0.925355051,1.150007442,-1.433897114,2.467551475,2.725796272,-1.199796581
122,0.45,0.2,0.43,97.44,-56.19,-8.06,-11.81,-3,1.92,-0.71,0.01,0.67,0.24,581645,15905,W,-1.1168665,0.667894264,-1.770475,2.419381229,2.667852918,-1.527045463
123,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.93,-3.19,-0.03,-0.71,0.01,0.67,0.24,581687,15947,W,-1.278471066,0.206418021,-2.053158744,2.453325306,2.700728563,-1.832903627
124,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.32,-3,0.46,-0.71,0.01,0.67,0.24,581728,15988,W,-1.451201692,-0.238159924,-2.269172148,2.548913016,2.759113077,-2.089463266
125,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.36,-3.08,0.27,-0.71,0.01,0.67,0.24,581768,16028,W,-1.661280543,-0.638543548,-2.421279703,2.653736951,2.784978417,-2.209178373
126,0.45,0.2,0.43,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581807,16067,W,-1.910066197,-0.928616252,-2.594030021,2.735897392,2.786075788,-1.865923584
127,-0.06,0.03,0.02,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581847,16107,W,-2.191410167,-1.1018195,-2.982229687,2.78578576,2.795149128,-1.402732527
128,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.32,-3,0.43,-0.71,0.01,0.67,0.24,581888,16148,W,-2.495902005,-1.25795856,2.698025274,2.813243416,2.842252712,-1.936517284
129,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.39,-3.08,0.27,-0.71,0.01,0.67,0.24,581928,16188,W,-2.806217946,-1.469516578,2.122110352,2.858766821,2.967436597,3.058537035
130,-0.06,0.06,0.01,97.44,-56.19,-8.06,-9.36,-3.04,0.27,-0.71,0.01,0.67,0.24,581970,16230,W,-3.089339702,-1.73037183,1.639133001,2.966524582,-3.11338288,2.254093898
