,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
639,-0.24,-0.61,1.48,95.63,-71.38,-21.81,-9.74,-3.46,0.58,-0.71,0.01,0.67,0.24,602863,37123,W,1.040208221,2.012575708,-0.861410851,2.691552376,-2.958280883,-2.197602982
640,-0.24,-0.61,1.48,95.63,-71.38,-21.81,-9.43,-3.34,0.66,-0.71,0.01,0.67,0.24,602902,37162,W,0.729345703,1.416779522,-1.329575482,2.664990702,3.055691632,-2.293660746
641,0.36,0.32,0.2,95.63,-71.38,-21.81,-9.43,-3.34,0.66,-0.71,0.01,0.67,0.24,602945,37205,W,0.360112124,0.804164928,-1.777234374,2.676520115,2.849122503,-2.066862195
642,0.24,0.32,0.27,95.63,-71.38,-21.81,-9.43,-3.34,0.66,-0.71,0.01,0.67,0.24,602985,37245,W,-0.060361362,0.171308267,-2.190645311,2.717844157,2.731053076,-1.733351576
643,0.12,0.04,0.11,95.63,-71.38,-21.81,-9.43,-3.34,0.66,-0.71,0.01,0.67,0.24,603026,37286,W,-0.513053871,-0.485600869,-2.563966461,2.762864544,2.703992871,-1.783664041
644,0.12,0.04,0.11,95.63,-71.38,-21.81,-9.24,-3.27,0,-0.71,0.01,0.67,0.24,603068,37328,W,-0.958967369,-1.152098114,-2.934537349,2.791394397,2.721890392,-2.087255033
645,0.12,0.04,0.11,95.63,-71.38,-21.81,-9.28,-3.23,0.04,-0.71,0.01,0.67,0.24,603109,37369,W,-1.357206984,-1.768041112,2.876092176,2.80336726,2.727181224,-2.555897189
646,0.12,0.04,0.11,95.63,-71.38,-21.81,-9.36,-3.23,-0.03,-0.71,0.01,0.67,0.24,603149,37409,W,-1.695235354,-2.251944077,2.482133751,2.810999164,2.716420858,3.107670686
647,0.03,-0.13,0.12,95.63,-71.38,-21.81,-9.36,-3.23,-0.03,-0.71,0.01,0.67,0.24,603190,37450,W,-1.998406293,-2.555257632,2.41553951,2.813425776,2.705340987,2.29914377
648,0.03,-0.13,0.12,95.63,-71.38,-21.81,-9.39,-3.19,0.08,-0.71,0.01,0.67,0.24,603232,37492,W,-2.329635324,-2.60366315,2.25220851,2.808437445,2.704419561,1.465845537
649,-0.04,-0.15,0.18,95.63,-71.38,-21.81,-9.39,-3.19,0.08,-0.71,0.01,0.67,0.24,603273,37533,W,-2.754404796,-2.313530074,2.003458545,2.834562601,2.670704366,0.802164872
650,-0.04,-0.15,0.18,95.63,-71.38,-21.81,-9.51,-3,0.23,-0.71,0.01,0.67,0.24,603314,37574,W,2.999393975,-1.888459257,1.692833532,2.978834195,2.568334621,0.263808195
651,-0.04,-0.15,0.18,95.63,-71.38,-21.81,-9.59,-3.04,0.12,-0.71,0.01,0.67,0.24,603356,37616,W,2.38975669,-1.475169976,1.326015976,-2.983182219,2.979242634,-0.201177957
652,-0.04,-0.15,0.18,101.56,-11.31,-30.69,-9.59,-3.04,0.12,-0.71,0.01,0.67,0.24,603397,37657,W,1.767432656,-1.40346398,0.918475072,-2.768937266,-1.465368275,-0.637332644
653,-0.12,-0.19,1.03,101.56,-11.31,-30.69,-9.59,-3.04,0.12,-0.71,0.01,0.67,0.24,603440,37700,W,1.227063143,-1.642768534,0.481724792,-2.818429723,-1.709383214,-1.078784518
654,-0.12,-0.19,1.03,101.56,-11.31,-30.69,-9.85,-3,0.35,-0.71,0.01,0.67,0.24,603482,37742,W,0.841281709,-2.017425132,0.027932833,-3.014589945,-2.050688973,-1.534905224
655,0.15,-0.62,3.96,101.56,-11.31,-30.69,-9.85,-3,0.35,-0.71,0.01,0.67,0.24,603524,37784,W,0.924218427,-2.453419318,-0.431519594,3.006754069,-2.425992991,-1.998283761
656,0.15,-0.62,3.96,101.56,-11.31,-30.69,-16.06,-3.96,0.16,-0.71,0.01,0.67,0.24,603565,37825,W,1.886767078,-2.919104357,-0.886692207,2.716347059,-2.819780802,-2.465744621
657,0.15,-0.62,3.96,101.56,-11.31,-30.69,-19.47,-1.66,0.5,-0.71,0.01,0.67,0.24,603609,37869,W,1.822871818,2.885123174,-1.331167361,2.418650826,3.058535475,-2.93579795
658,0.15,-0.62,3.96,101.56,-11.31,-30.69,-17.78,-17.79,-5.63,-0.71,0.01,0.67,0.24,603650,37910,W,1.420488516,2.401692394,-1.761698977,2.136423978,2.647391509,2.877276257
659,-0.24,-3.48,-1.18,101.56,-11.31,-30.69,-17.78,-17.79,-5.63,-0.71,0.01,0.67,0.24,603692,37952,W,0.91313893,1.918721,-2.17564454,1.940772609,2.235025317,2.41423876
660,-0.24,-3.48,-1.18,101.56,-11.31,-30.69,-1.54,-7.1,-3.67,-0.71,0.01,0.67,0.24,603738,37998,W,0.368869886,1.439901217,-2.570155322,2.449917044,1.828405861,1.971474481
661,0.61,1.31,-3.29,101.56,-11.31,-30.69,-1.54,-7.1,-3.67,-0.71,0.01,0.67,0.24,603782,38042,W,-0.172927311,0.968315698,-2.942209754,-2.699699303,1.433514626,1.569445486
662,0.61,1.31,-3.29,101.56,-11.31,-30.69,-12.3,-1.28,1.77,-0.71,0.01,0.67,0.24,603824,38084,W,-0.689085547,0.507086995,2.995770827,-2.812882408,1.052227187,1.233940352
663,0.61,1.31,-3.29,101.56,-11.31,-30.69,-14.49,0.45,0,-0.71,0.01,0.67,0.24,603866,38126,W,-1.181153883,0.06040043,2.687261733,-3.074880597,0.682450075,0.9894999
664,0.61,1.31,-3.29,101.56,-11.31,-30.69,-14.45,1.83,-0.49,-0.71,0.01,0.67,0.24,603908,38168,W,-1.663035491,-0.360603154,2.434534008,2.927348371,0.3154636,0.83593268
665,0.61,1.31,-3.29,101.56,-11.31,-30.69,-15.18,2.48,0.89,-0.71,0.01,0.67,0.24,603949,38209,W,-2.142971205,-0.729667124,2.257057021,2.666149982,-0.069030352,0.703468025
666,-0.5,1.08,-2.22,101.56,-11.31,-30.69,-15.18,2.48,0.89,-0.71,0.01,0.67,0.24,603991,38251,W,-2.623097724,-0.997676052,2.145379588,2.458193809,-0.500055703,0.498172768
667,-1.26,0.68,-1.87,101.56,-11.31,-30.69,-15.18,2.48,0.89,-0.71,0.01,0.67,0.24,604033,38293,W,-3.101832601,-1.113736561,2.052249392,2.358205451,-0.971466106,0.204704254
668,-1.26,0.68,-1.87,101.56,-11.31,-30.69,-9.7,4.01,2.92,-0.71,0.01,0.67,0.24,604076,38336,W,2.706078966,-1.141445044,1.925911617,2.436375654,-1.440613866,-0.142622282
669,-1.26,0.68,-1.87,101.56,-11.31,-30.69,-11.62,5.01,3.26,-0.71,0.01,0.67,0.24,604116,38376,W,2.233328812,-1.217402984,1.738066711,2.640397229,-1.886389017,-0.513691802
670,-1.26,0.68,-1.87,101.56,-11.31,-30.69,-6.02,0.1,4.52,-0.71,0.01,0.67,0.24,604160,38420,W,1.76308322,-1.372070692,1.492089252,2.762778905,-2.309144242,-0.885910277
671,-1.26,0.68,-1.87,101.56,-11.31,-30.69,-13.22,-4.8,1.46,-0.71,0.01,0.67,0.24,604199,38459,W,1.297294725,-1.598378608,1.197163528,2.746500094,-2.710278621,-1.247122453
672,0.23,0.52,0.67,101.56,-11.31,-30.69,-13.22,-4.8,1.46,-0.71,0.01,0.67,0.24,604241,38501,W,0.835252444,-1.879969345,0.860907129,2.651105154,-3.08498106,-1.594541285
673,0.53,-0.05,0.26,101.56,-11.31,-30.69,-13.22,-4.8,1.46,-0.71,0.01,0.67,0.24,604283,38543,W,0.372230977,-2.203807036,0.488480377,2.536865461,2.86357944,-1.919806579
674,0.53,-0.05,0.26,101.56,-11.31,-30.69,-9.55,-3.04,0.77,-0.71,0.01,0.67,0.24,604326,38586,W,-0.10312231,-2.56005342,0.087107871,2.454901859,2.598368161,-2.205035163
675,0.53,-0.05,0.26,101.56,-11.31,-30.69,-9.36,-3.23,0.12,-0.71,0.01,0.67,0.24,604368,38628,W,-0.600119837,-2.940530528,-0.338374574,2.456078853,2.456764355,-2.409618535
676,0.53,-0.05,0.26,101.56,-11.31,-30.69,-9.28,-3.19,0.31,-0.71,0.01,0.67,0.24,604410,38670,W,-1.109844908,2.923888398,-0.812738796,2.565480408,2.493653782,-2.410322251
677,0.53,-0.05,0.26,101.56,-11.31,-30.69,-9.16,-3.19,0.46,-0.71,0.01,0.67,0.24,604450,38710,W,-1.606952867,2.297907043,-1.482313431,2.716819896,2.62577668,-1.571792739
678,-0.02,-0.04,0.12,101.56,-11.31,-30.69,-9.16,-3.19,0.46,-0.71,0.01,0.67,0.24,604491,38751,W,-2.064635183,-0.027824354,-2.840635686,2.804525943,2.691295734,-0.824627431
679,-0.06,-0.02,0.11,101.56,-11.31,-30.69,-9.16,-3.19,0.46,-0.71,0.01,0.67,0.24,604533,38793,W,-2.470691434,-0.814356389,2.382783639,2.823685596,2.702322887,-0.832608756
680,-0.06,-0.02,0.11,101.56,-11.31,-30.69,-9.39,-3.04,0.35,-0.71,0.01,0.67,0.24,604577,38837,W,-2.846432437,-1.234482599,1.855853484,2.849044805,2.677350085,-0.765828263
681,-0.06,-0.02,0.11,101.56,-11.31,-30.69,-9.39,-2.96,0.31,-0.71,0.01,0.67,0.24,604619,38879,W,3.062296694,-1.597108313,1.462997397,2.96261649,2.665718818,-0.358251584
682,-0.06,-0.02,0.11,101.56,-11.31,-30.69,-9.43,-3,0.27,-0.71,0.01,0.67,0.24,604661,38921,W,2.630425094,-1.941076045,1.099148701,-3.125975518,-3.101398178,-0.37119031
683,-0.06,-0.02,0.11,101.56,-11.31,-30.69,-9.47,-2.96,0.27,-0.71,0.01,0.67,0.24,604702,38962,W,2.053085377,-2.286238895,0.715205543,-3.009068974,-1.863967663,-0.673515072
684,-0.09,-0.22,0.56,101.56,-11.31,-30.69,-9.47,-2.96,0.27,-0.71,0.01,0.67,0.24,604744,39004,W,0.583484258,-2.646875807,0.301519536,-3.04328158,-1.875019123,-1.087583853
685,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-9.47,-2.96,0.27,-0.71,0.01,0.67,0.24,604787,39047,W,-2.389260745,-3.02582854,-0.130671616,3.098972541,-2.126013423,-1.567051739
686,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-10.54,-3.34,0.23,-0.71,0.01,0.67,0.24,604830,39090,W,-2.996989844,2.863858352,-0.565398619,2.901848511,-2.44929262,-2.085670905
687,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-13.95,-3.65,0.93,-0.71,0.01,0.67,0.24,604872,39132,W,2.767973813,2.462826757,-0.990138293,2.68261794,-2.807144251,-2.626428216
688,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-17.55,-3.04,0.73,-0.71,0.01,0.67,0.24,604915,39175,W,2.299198691,2.06196533,-1.397821624,2.470729059,3.098429352,3.106230167
689,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-13.19,-15.38,-4.94,-0.71,0.01,0.67,0.24,604958,39218,W,1.83335442,1.667910539,-1.786987655,2.312956345,2.70895932,2.559314021
690,-0.03,-0.59,1.11,101.56,-11.31,-30.69,-8.28,-9.97,-1.22,-0.71,0.01,0.67,0.24,605000,39260,W,1.340925601,1.285778145,-2.158284692,2.350953563,2.315771992,2.034738881
691,-1.05,-0.27,-1.67,101.56,-11.31,-30.69,-8.28,-9.97,-1.22,-0.71,0.01,0.67,0.24,605043,39303,W,0.82258666,0.919750536,-2.511206226,2.924149664,1.929267793,1.555752446
692,0.86,0.73,-2.89,101.56,-11.31,-30.69,-8.28,-9.97,-1.22,-0.71,0.01,0.67,0.24,605087,39347,W,0.289891447,0.573899349,-2.843916381,-2.914934525,1.554330253,1.151762147
693,0.86,0.73,-2.89,101.56,-11.31,-30.69,-9.36,-0.05,1.92,-0.71,0.01,0.67,0.24,605130,39390,W,-0.240817905,0.25459036,3.131309631,-2.939097901,1.188539978,0.868875421
694,0.86,0.73,-2.89,101.56,-11.31,-30.69,-11.62,-0.2,1.69,-0.71,0.01,0.67,0.24,605171,39431,W,-0.763952846,-0.022206783,2.862620549,-3.105690947,0.826107946,0.780329938
695,0.86,0.73,-2.89,101.56,-11.31,-30.69,-13.03,1.1,0.16,-0.71,0.01,0.67,0.24,605213,39473,W,-1.28449359,-0.231462754,2.653274346,2.977469124,0.454321196,0.88266163
696,0.86,0.73,-2.89,101.56,-11.31,-30.69,-14.6,1.41,1.19,-0.71,0.01,0.67,0.24,605255,39515,W,-1.806523665,-0.363813998,2.508601121,2.784364882,0.052061401,0.913253437
697,0.86,0.73,-2.89,40.25,-4.25,21.5,-14.6,1.41,1.19,-0.71,0.01,0.67,0.24,605296,39556,W,-2.332144355,-0.465077913,2.396661175,2.618307126,-0.403415446,0.748146054
698,-1.17,0.72,-2.17,40.25,-4.25,21.5,-14.6,1.41,1.19,-0.71,0.01,0.67,0.24,605337,39597,W,-2.86088278,-0.610762413,2.261343031,2.493534832,-0.897353672,0.470535506
699,-1.17,0.72,-2.17,40.25,-4.25,21.5,-10.43,5.2,2.92,-0.71,0.01,0.67,0.24,605378,39638,W,2.892317005,-0.828439585,2.074604587,2.425728378,-1.384912622,0.142010736
700,-1.17,0.72,-2.17,40.25,-4.25,21.5,-11.96,5.81,3.41,-0.71,0.01,0.67,0.24,605418,39678,W,2.357324964,-1.101425879,1.840965708,2.423258056,-1.842952486,-0.210205605
701,-1.17,0.72,-2.17,40.25,-4.25,21.5,-10.7,-3.15,5.71,-0.71,0.01,0.67,0.24,605459,39719,W,1.817501001,-1.410924898,1.569844163,2.469395151,-2.270549901,-0.569252004
702,-1.17,0.72,-2.17,40.25,-4.25,21.5,-10.43,-3.42,3.61,-0.71,0.01,0.67,0.24,605499,39759,W,1.281337161,-1.748641859,1.268899096,2.527654968,-2.668521849,-0.927948319
703,0.49,0.16,0.49,40.25,-4.25,21.5,-10.43,-3.42,3.61,-0.71,0.01,0.67,0.24,605541,39801,W,0.753324017,-2.110012262,0.943873625,2.573882749,-3.029632232,-1.285222276
704,0.5,-0.13,0.16,40.25,-4.25,21.5,-10.43,-3.42,3.61,-0.71,0.01,0.67,0.24,605581,39841,W,0.232549535,-2.493643485,0.599146753,2.611264549,2.945097354,-1.637931152
705,0.5,-0.13,0.16,40.25,-4.25,21.5,-9.09,-3.11,0.81,-0.71,0.01,0.67,0.24,605621,39881,W,-0.288197595,-2.901083473,0.240126164,2.654287547,2.720203465,-1.980530281
706,0.5,-0.13,0.16,40.25,-4.25,21.5,-9.39,-3.15,0.27,-0.71,0.01,0.67,0.24,605661,39921,W,-0.824115731,2.941476543,-0.121306537,2.707368832,2.618784177,-2.306715564
707,0.5,-0.13,0.16,40.25,-4.25,21.5,-9.32,-3.08,0.46,-0.71,0.01,0.67,0.24,605700,39960,W,-1.372509517,2.432760035,-0.461962436,2.757027482,2.631877744,-2.609467813
708,-0.03,-0.01,0.14,40.25,-4.25,21.5,-9.32,-3.08,0.46,-0.71,0.01,0.67,0.24,605740,40000,W,-1.896643859,1.710715339,-0.710005336,2.790306248,2.661192422,-2.855587727
709,-0.03,-0.04,0.15,40.25,-4.25,21.5,-9.32,-3.08,0.46,-0.71,0.01,0.67,0.24,605779,40039,W,-2.357969881,0.322867128,0.415053162,2.809460765,2.670533076,-0.808158689
710,-0.03,-0.04,0.15,40.25,-4.25,21.5,-9.36,-2.92,0.62,-0.71,0.01,0.67,0.24,605821,40081,W,-2.735732262,-0.653502143,1.787749602,2.824375611,2.700361075,-0.506242818
711,-0.03,-0.04,0.15,40.25,-4.25,21.5,-9.36,-2.81,0.66,-0.71,0.01,0.67,0.24,605861,40121,W,-3.060519053,-0.950915476,2.265815387,2.84836972,2.751311382,-0.769893527
712,-0.03,-0.04,0.15,40.25,-4.25,21.5,-9.47,-2.89,0.39,-0.71,0.01,0.67,0.24,605899,40159,W,2.91763826,-1.138812975,2.161011677,2.885340065,2.850243199,-1.050881241
713,-0.09,-0.01,0.15,40.25,-4.25,21.5,-9.47,-2.89,0.39,-0.71,0.01,0.67,0.24,605940,40200,W,2.636725427,-1.380231865,1.818440682,2.927757594,-3.087138726,-1.307100852
714,-0.09,-0.01,0.15,40.25,-4.25,21.5,-9.51,-2.81,0.43,-0.71,0.01,0.67,0.24,605981,40241,W,2.349123699,-1.673955588,1.39344777,2.948892293,-2.468590707,-1.381229896
715,-0.04,-0.31,0.52,40.25,-4.25,21.5,-9.51,-2.81,0.43,-0.71,0.01,0.67,0.24,606022,40282,W,2.110540526,-2.009042693,0.925842439,2.919060142,-2.278159366,-0.689276316
716,-0.04,-0.31,0.52,40.25,-4.25,21.5,-10.05,-3.11,-0.07,-0.71,0.01,0.67,0.24,606062,40322,W,1.975277179,-2.380373859,0.432895135,2.8319122,-2.386117078,-0.36162559
717,-0.04,-0.31,0.52,40.25,-4.25,21.5,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606103,40363,W,1.891422071,-2.777935299,-0.067943312,2.694559542,-2.604657766,-0.553888316
718,-0.04,-0.31,0.52,48.38,-13,18.69,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606143,40403,W,1.776355995,3.090644946,-0.561528336,2.521950721,-2.874493076,-0.824869094
719,0.21,-1.88,5.15,48.38,-13,18.69,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606185,40445,W,1.602685435,2.666623408,-1.036972557,2.339932312,3.110357286,-1.090149984
720,0.21,-1.88,5.15,48.38,-13,18.69,-10.43,-9.4,0.62,-0.71,0.01,0.67,0.24,606228,40488,W,1.382672972,2.239889722,-1.487579147,2.199451631,2.796244982,-1.342326727
721,0.65,-0.76,-1.27,48.38,-13,18.69,-10.43,-9.4,0.62,-0.71,0.01,0.67,0.24,606269,40529,W,1.131946391,1.824957125,-1.915285964,2.283936022,2.47465001,-1.590791461
722,0.65,-0.76,-1.27,48.38,-13,18.69,-4.76,-6.83,-0.68,-0.71,0.01,0.67,0.24,606311,40571,W,0.861021464,1.444618667,-2.326424381,-3.097146681,2.151923482,-1.891386211
723,0.65,-0.76,-1.27,48.38,-13,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606351,40611,W,0.579107051,1.125574183,-2.724580937,-2.624027486,1.822766791,-2.276984362
724,2.63,0.68,-3.53,48.38,-13,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606392,40652,W,0.294148704,0.90493973,-3.111951841,-2.675117463,1.47272252,-2.716208761
725,3.29,0.59,-3.54,48.38,-13,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606432,40692,W,0.013792371,0.818249579,2.792431723,-2.840536436,1.090832031,3.095517703
726,3.29,0.59,-3.54,48.38,-13,18.69,-13.8,0.41,-3.63,-0.71,0.01,0.67,0.24,606474,40734,W,-0.253261509,0.825683327,2.418380417,-3.036342199,0.668979161,2.603690468
727,3.29,0.59,-3.54,48.38,-13,18.69,-13.57,2.59,-4.52,-0.71,0.01,0.67,0.24,606557,40817,W,-0.495398414,0.793165938,2.043226149,3.046616433,0.202985905,2.0974514
728,3.29,0.59,-3.54,48.38,-13,18.69,-12.77,4.09,-5.39,-0.71,0.01,0.67,0.24,606597,40857,W,-0.69588695,0.666279047,1.665052524,2.854191283,-0.304483555,1.578505402
729,3.29,0.59,-3.54,48.38,-13,18.69,-11.73,5.73,-4.59,-0.71,0.01,0.67,0.24,606639,40899,W,-0.828922319,0.477222959,1.287308508,2.677093323,-0.834110385,1.046214233
730,2.24,2.09,0.9,48.38,-13,18.69,-11.73,5.73,-4.59,-0.71,0.01,0.67,0.24,606680,40940,W,-0.845928801,0.263071804,0.913408281,2.520180574,-1.354718965,0.496244525
731,2.24,2.09,0.9,48.38,-13,18.69,-19.13,6.54,15.25,-0.71,0.01,0.67,0.24,606721,40981,T,-0.710451149,0.045408179,0.545143193,2.39223389,-1.843925437,-0.078681316
732,2.24,2.09,0.9,48.38,-13,18.69,-9.01,-4.23,0.23,-0.71,0.01,0.67,0.24,606761,41021,T,-0.543950103,-0.165635475,0.181884642,2.311627466,-2.291493726,-0.686545349
733,2.24,2.09,0.9,48.38,-13,18.69,-9.66,-3.23,-0.68,-0.71,0.01,0.67,0.24,606800,41060,T,-0.519956781,-0.375900625,-0.172561503,2.304492302,-2.692826256,-1.335000567
734,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.66,-3.23,-0.68,-0.71,0.01,0.67,0.24,606839,41099,T,-0.642656384,-0.600732088,-0.505373498,2.401074431,-3.044784585,-2.02657293
735,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.05,-3.23,0.5,-0.71,0.01,0.67,0.24,606880,41140,T,-0.855882623,-0.850551065,-0.807029733,2.579293768,2.948375306,-2.751496574
736,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.39,-3.34,-0.23,-0.71,0.01,0.67,0.24,606920,41180,T,-1.121325849,-1.128935569,-1.084354826,2.725622009,2.751112813,2.773890832
737,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.16,-3.23,0.23,-0.71,0.01,0.67,0.24,606960,41220,T,-1.418524463,-1.434471153,-1.36010743,2.782665108,2.678023365,1.928872739
738,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,606999,41259,T,-1.736691867,-1.763403719,-1.647802308,2.784680444,2.700908019,1.000607153
739,-0.03,0.02,0.02,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,607039,41299,T,-2.070471922,-2.11159371,-1.936334251,2.779734562,2.72443431,0.530040798
740,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,607080,41340,T,-2.416755279,-2.477134712,-2.210311693,2.781312564,2.729100348,0.478478179
741,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.2,-3.11,0.23,-0.71,0.01,0.67,0.24,607120,41380,T,-2.774343188,-2.860433767,-2.438285121,2.782306274,2.743891207,0.334539065
742,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.2,-3.04,0.31,-0.71,0.01,0.67,0.24,607161,41421,T,3.138486018,3.018911885,-2.531172514,2.786059901,2.759526755,0.122132828
743,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607202,41462,T,2.747823562,2.590045981,-2.225063711,2.792246989,2.769918593,-0.100442504
744,-0.02,-0.19,0.12,-28.63,-55.94,2.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607241,41501,T,2.308932668,2.140095734,-1.687957227,2.798985667,2.772383842,-0.30817596
745,0,-0.07,0.04,-28.63,-55.94,2.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607283,41543,T,1.729529844,1.728663133,-1.58721733,2.803872068,2.767344626,-0.471940397
746,0,-0.07,0.04,-28.63,-55.94,2.88,-9.16,-3.04,0.5,-0.71,0.01,0.67,0.24,607325,41585,T,1.154064603,1.611601733,-1.569342721,2.804717046,2.75801463,-0.512703798
747,0,-0.07,0.04,-28.63,-55.94,2.88,-9.28,-3.15,0.2,-0.71,0.01,0.67,0.24,607366,41626,T,0.921478857,2.271985047,-1.201666959,2.801570787,2.750128637,-0.321370287
748,0,-0.07,0.04,-28.63,-55.94,2.88,-9.16,-3,0.5,-0.71,0.01,0.67,0.24,607408,41668,T,0.61734495,2.681447,-0.882496451,2.796422167,2.748591434,-0.008226845
749,0,-0.07,0.04,-28.63,-55.94,2.88,-9.24,-3,0.39,-0.71,0.01,0.67,0.24,607448,41708,T,0.23935472,2.557984851,-0.957907871,2.792268311,2.754131548,0.101914973
750,0.01,-0.1,0.06,-28.63,-55.94,2.88,-9.24,-3,0.39,-0.71,0.01,0.67,0.24,607489,41749,T,-0.196307836,2.287608847,-1.211220661,2.791239742,2.763969663,0.033798377
751,0.02,-0.1,0.04,-28.63,-55.94,2.88,-9.24,-3,0.39,-0.71,0.01,0.67,0.24,607528,41788,T,-0.6632381,1.963230686,-1.540629621,2.793242289,2.775012946,-0.10698215
752,0.02,-0.1,0.04,-28.63,-55.94,2.88,-9.2,-2.96,0.62,-0.71,0.01,0.67,0.24,607570,41830,T,-1.140002866,1.599085941,-1.924440753,2.796297662,2.78481884,-0.260912103
753,0.01,-0.02,-0.01,-28.63,-55.94,2.88,-9.2,-2.96,0.62,-0.71,0.01,0.67,0.24,607610,41870,T,-1.615853078,1.177146704,-2.373611284,2.797802966,2.791938635,-0.382512513
754,0.01,-0.02,-0.01,-28.63,-55.94,2.88,-9.24,-3,0.5,-0.71,0.01,0.67,0.24,607649,41909,T,-2.084544885,0.671777177,-2.89542853,2.796188798,2.795362933,-0.408443704
755,-0.01,0.02,-0.02,-28.63,-55.94,2.88,-9.24,-3,0.5,-0.71,0.01,0.67,0.24,607690,41950,T,-2.54128406,0.063073668,2.813025649,2.791922309,2.793824087,-0.254347877
756,-0.01,0.02,-0.02,-28.63,-55.94,2.88,-9.32,-2.96,0.46,-0.71,0.01,0.67,0.24,607732,41992,T,-2.982302437,-0.630926603,2.235462788,2.786956197,2.785550165,0.044521098
757,-0.01,0.01,-0.01,-28.63,-55.94,2.88,-9.32,-2.96,0.46,-0.71,0.01,0.67,0.24,607773,42033,T,2.883375929,-1.323847941,1.694090696,2.783755964,2.769938699,0.230699778
758,-0.01,0.01,-0.01,-28.63,-55.94,2.88,-9.24,-3.04,0.46,-0.71,0.01,0.67,0.24,607814,42074,T,2.500523225,-1.94200272,1.194193436,2.783922768,2.749701319,0.245790437
759,-0.01,0.01,-0.01,-28.63,-55.94,2.88,-9.24,-3,0.58,-0.71,0.01,0.67,0.24,607857,42117,T,2.174692244,-2.482924506,0.723905558,2.78690832,2.729706825,0.180126593
760,-0.01,0.01,-0.01,-28.63,-55.94,2.88,-9.2,-2.96,0.73,-0.71,0.01,0.67,0.24,607896,42156,T,1.999988723,-2.973737616,0.270154486,2.790546857,2.715521996,0.0950187
761,0,-0.13,0.1,-28.63,-55.94,2.88,-9.2,-2.96,0.73,-0.71,0.01,0.67,0.24,607938,42198,T,2.516958101,2.842880964,-0.177367127,2.792699191,2.711607134,0.01597357
762,0,-0.13,0.1,-28.63,-55.94,2.88,-9.28,-2.85,0.73,-0.71,0.01,0.67,0.24,607979,42239,T,-2.901537437,2.38824516,-0.621705114,2.792665912,2.719690423,-0.053013966
763,-0.01,-0.02,0.03,-28.63,-55.94,2.88,-9.28,-2.85,0.73,-0.71,0.01,0.67,0.24,608019,42279,T,-2.851344856,1.939459745,-1.060514989,2.791309807,2.737425895,-0.116729936
764,-0.01,-0.02,0.03,-28.63,-55.94,2.88,-9.28,-2.81,0.81,-0.71,0.01,0.67,0.24,608060,42320,T,-2.970748017,1.486091733,-1.492006893,2.79021569,2.759096349,-0.182692446
765,-0.01,-0.02,0.03,-28.63,-55.94,2.88,-9.24,-2.81,0.89,-0.71,0.01,0.67,0.24,608100,42360,T,3.1152529,1.012404589,-1.914263462,2.790427161,2.779040964,-0.255345993
766,0,-0.02,0.01,-28.63,-55.94,2.88,-9.24,-2.81,0.89,-0.71,0.01,0.67,0.24,608141,42401,T,2.858324019,0.485180981,-2.32767235,2.79172229,2.794434082,-0.331361208
767,-0.01,0,0,-28.63,-55.94,2.88,-9.24,-2.81,0.89,-0.71,0.01,0.67,0.24,608181,42441,T,2.553265527,-0.148591496,-2.741758162,2.793034925,2.804426443,-0.398144611
768,-0.01,0,0,-28.63,-55.94,2.88,-9.28,-2.81,0.85,-0.71,0.01,0.67,0.24,608221,42481,T,2.198769281,-0.897036011,3.075348802,2.793223334,2.808403839,-0.43571374
769,-0.01,0,0,-28.63,-55.94,2.88,-9.28,-2.81,0.85,-0.71,0.01,0.67,0.24,608262,42522,T,1.794782593,-1.607649987,2.35470467,2.791801142,2.80597168,-0.424697311
