,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgg,Ygg,Zgg,Xaa,Yaa,Zaa
43,0.4,-1.4,6.03,100.94,-104,36.75,-19.66,-0.55,1.38,-0.71,0.01,0.67,0.21,474826,4653,W,-1.16657053,2.027336205,-0.927949677,2.757498983,-3.036852071,-2.116531206,0,0,0,3.45,-5.25,-2.1
44,0.4,-1.4,6.03,100.94,-104,36.75,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474868,4695,W,-1.636744104,1.62019081,-1.377551177,2.535607767,2.908885469,-2.857388151,0,0,0,0,0,0
45,0.4,-1.4,6.03,50.25,-129.56,27.25,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474910,4737,W,-2.069843413,1.227345502,-1.819262135,2.364696032,2.547946342,2.696499756,-1.01,2.23,-8.41,0,0,0
46,-0.61,0.83,-2.38,50.25,-129.56,27.25,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474953,4780,W,-2.469852525,0.854340144,-2.250794593,2.333931133,2.178170896,2.088513738,0,0,0,9.08,0.96,0.27
47,-0.61,0.83,-2.38,50.25,-129.56,27.25,-7.13,-4.84,-0.45,-0.71,0.01,0.67,0.21,474996,4823,W,-2.836288363,0.507403166,-2.669634985,2.61751161,1.81835476,1.608983019,-0.02,0.2,-1.52,0,0,0
48,-0.63,1.03,-3.9,50.25,-129.56,27.25,-7.13,-4.84,-0.45,-0.71,0.01,0.67,0.21,475039,4866,W,3.117349807,0.195744529,-3.072372635,3.005124092,1.473514379,1.214301813,0,0,0,-6.32,4.83,2.18
49,-0.63,1.03,-3.9,50.25,-129.56,27.25,-13.45,-0.01,1.73,-0.71,0.01,0.67,0.21,475081,4908,W,2.842889305,-0.061549088,2.834019489,3.078399728,1.126844723,0.861834526,0,0,0,-0.54,0.92,-0.5
50,-0.63,1.03,-3.9,50.25,-129.56,27.25,-13.99,0.91,1.23,-0.71,0.01,0.67,0.21,475123,4950,W,2.639921214,-0.25422399,2.500024745,2.981687326,0.756827851,0.52432791,0,0,0,-0.08,-0.16,1.53
51,-0.63,1.03,-3.9,50.25,-129.56,27.25,-14.07,0.75,2.76,-0.71,0.01,0.67,0.21,475163,4990,W,2.466801146,-0.425541559,2.224220654,2.851673954,0.343395878,0.18677498,-0.01,0.25,1.41,0,0,0
52,-0.64,1.28,-2.49,50.25,-129.56,27.25,-14.07,0.75,2.76,-0.71,0.01,0.67,0.21,475204,5031,W,2.250132584,-0.644418488,2.002559596,2.7569302,-0.128770966,-0.154598047,0,0,0,0.12,0.46,1.04
53,-0.64,1.28,-2.49,50.25,-129.56,27.25,-13.95,1.21,3.8,-0.71,0.01,0.67,0.21,475246,5073,W,1.96414808,-0.933978217,1.795831041,2.738245589,-0.646839509,-0.492275391,0.3,-0.38,1.02,0,0,0
54,-0.34,0.9,-1.47,50.25,-129.56,27.25,-13.95,1.21,3.8,-0.71,0.01,0.67,0.21,475288,5115,W,1.624179777,-1.278569175,1.561403301,2.788099117,-1.169664683,-0.810064839,0,0,0,3.25,2.84,0.27
55,-0.34,0.9,-1.47,50.25,-129.56,27.25,-10.7,4.05,4.07,-0.71,0.01,0.67,0.21,475330,5157,W,1.246921184,-1.663210332,1.283289418,2.81830276,-1.665843836,-1.080636554,0,0,0,1.27,2.3,0.72
56,-0.34,0.9,-1.47,50.25,-129.56,27.25,-9.43,6.35,4.79,-0.71,0.01,0.67,0.21,475373,5200,W,0.840216166,-2.085568183,0.954843149,2.765806771,-2.12633357,-1.244685135,0,0,0,-7.28,-12.38,-5.82
57,-0.34,0.9,-1.47,50.25,-129.56,27.25,-16.71,-6.03,-1.03,-0.71,0.01,0.67,0.21,475413,5240,W,0.411028723,-2.547311772,0.575543955,2.648952696,-2.555270388,-1.178976555,1.77,-2.26,3.93,0,0,0
58,1.43,-1.36,2.46,50.25,-129.56,27.25,-16.71,-6.03,-1.03,-0.71,0.01,0.67,0.21,475455,5282,W,-0.033353555,-3.053304375,0.147232194,2.504597245,-2.952169052,-0.89882283,0,0,0,4.67,4.03,5.06
59,1.43,-1.36,2.46,50.25,-129.56,27.25,-12.04,-2,4.03,-0.71,0.01,0.67,0.21,475499,5326,W,-0.484473643,2.67295007,-0.325488632,2.365306921,2.981294618,-0.816605492,-1.01,1.36,-2.1,0,0,0
60,0.42,0,0.36,50.25,-129.56,27.25,-12.04,-2,4.03,-0.71,0.01,0.67,0.21,475541,5368,W,-0.932394105,2.062654963,-0.82897176,2.269554858,2.71399747,-0.96958658,0,0,0,2.19,-0.46,-2.95
61,0.42,0,0.36,50.25,-129.56,27.25,-9.85,-2.46,1.08,-0.71,0.01,0.67,0.21,475583,5410,W,-1.366589695,1.406383789,-1.346742284,2.271685821,2.600902945,-1.23494327,0,0,0,0.46,-0.24,-0.35
62,0.42,0,0.36,50.25,-129.56,27.25,-9.39,-2.7,0.73,-0.71,0.01,0.67,0.21,475623,5450,W,-1.776839931,0.719090393,-1.870597405,2.419899087,2.708894384,-1.553734825,0,0,0,0.03,-0.07,-0.03
63,0.42,0,0.36,50.25,-129.56,27.25,-9.36,-2.77,0.7,-0.71,0.01,0.67,0.21,475662,5489,W,-2.155000067,0.029458018,-2.41395802,2.638797744,2.85007019,-1.906069326,-0.53,0.13,-0.25,0,0,0
64,-0.11,0.13,0.11,50.25,-129.56,27.25,-9.36,-2.77,0.7,-0.71,0.01,0.67,0.21,475703,5530,W,-2.500766685,-0.588369346,-3.022839493,2.772164164,2.824380179,-2.298613222,0,0,0,-0.11,0.04,-0.27
65,-0.11,0.13,0.11,50.25,-129.56,27.25,-9.47,-2.73,0.43,-0.71,0.01,0.67,0.21,475744,5571,W,-2.83562167,-1.053008871,2.620863726,2.814014284,2.732644771,-2.797963274,0.01,-0.19,0.05,0,0,0
66,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.47,-2.73,0.43,-0.71,0.01,0.67,0.21,475785,5612,W,3.057405333,-1.376754037,2.112092773,2.828752086,2.675289266,2.485032245,0,0,0,-0.08,0.11,0.07
67,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.55,-2.62,0.5,-0.71,0.01,0.67,0.21,475826,5653,W,2.553426739,-1.670785479,1.736886419,2.867158386,2.674633452,1.637540795,0,0,0,-0.04,0.04,0
68,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475868,5695,W,1.953377022,-2.007364762,1.427345961,2.978330222,2.754408632,1.314182895,0,0,0,0,0,0
69,-0.1,-0.06,0.16,157.69,-58.63,35.31,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475909,5736,W,1.276389538,-2.391366791,1.125456602,3.135675936,2.962123486,1.018115528,0.06,-0.39,0.38,0,0,0
70,-0.04,-0.45,0.54,157.69,-58.63,35.31,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475951,5778,W,0.554579367,-2.810887052,0.790991551,-3.073371369,-3.019594536,0.696723218,0,0,0,-0.34,0.12,0.27
71,-0.04,-0.45,0.54,157.69,-58.63,35.31,-9.93,-2.46,0.77,-0.71,0.01,0.67,0.21,475993,5820,W,-0.121152937,3.030866009,0.417119087,-3.134057539,-2.812435285,0.361067913,0.2,-0.6,1.33,0,0,0
72,0.16,-1.05,1.87,157.69,-58.63,35.31,-9.93,-2.46,0.77,-0.71,0.01,0.67,0.21,476034,5861,W,-0.703314703,2.580099646,0.011922509,2.989712751,-2.79513746,0.028176851,0,0,0,-1.27,-0.08,1.53
73,0.16,-1.05,1.87,157.69,-58.63,35.31,-11.2,-2.54,2.3,-0.71,0.01,0.67,0.21,476075,5902,W,-1.207448708,2.135256769,-0.409027086,2.775163818,-2.920782469,-0.280334839,0,0,0,-3.4,-1.3,-0.5
74,0.16,-1.05,1.87,157.69,-58.63,35.31,-14.6,-3.84,1.8,-0.71,0.01,0.67,0.21,476116,5943,W,-1.662237763,1.712087208,-0.829731178,2.536186617,-3.131144022,-0.510881902,0,0,0,0,0,0
75,0.16,-1.05,1.87,143.13,-114.63,11.38,-14.6,-3.84,1.8,-0.71,0.01,0.67,0.21,476156,5983,W,-2.082955096,1.322214194,-1.240470957,2.298994103,2.891212991,-0.448661219,-0.52,1.6,0.59,0,0,0
76,-0.36,0.55,2.46,143.13,-114.63,11.38,-14.6,-3.84,1.8,-0.71,0.01,0.67,0.21,476199,6026,W,-2.474322932,0.975861788,-1.636223378,2.110488722,2.599914967,0.281357289,0,0,0,8,-1.07,-1.64
77,-0.36,0.55,2.46,143.13,-114.63,11.38,-6.6,-4.91,0.16,-0.71,0.01,0.67,0.21,476243,6070,W,-2.836622808,0.684485038,-2.013331575,2.173432167,2.292902324,0.544864954,-0.39,0.29,-4.97,0,0,0
78,-0.75,0.84,-2.51,143.13,-114.63,11.38,-6.6,-4.91,0.16,-0.71,0.01,0.67,0.21,476284,6111,W,3.119885306,0.459412336,-2.368542377,-3.018023749,1.985809555,0.445531567,0,0,0,1.15,0.61,1.41
79,-0.75,0.84,-2.51,143.13,-114.63,11.38,-5.45,-4.3,1.57,-0.71,0.01,0.67,0.21,476326,6153,W,2.848897796,0.305326647,-2.697577999,-2.704825377,1.695560336,0.303634195,0,0,0,-3.71,3.02,2.69
80,-0.75,0.84,-2.51,143.13,-114.63,11.38,-9.16,-1.28,4.26,-0.71,0.01,0.67,0.21,476369,6196,W,2.725311946,0.208676487,-2.991428976,-2.855569999,1.437018174,0.244841852,0,0,0,-3.45,0.92,-2.26
81,-0.75,0.84,-2.51,143.13,-114.63,11.38,-12.61,-0.36,2,-0.71,0.01,0.67,0.21,476410,6237,W,2.857628164,0.091542879,3.041343378,-3.086720471,1.22033961,0.36438719,0.46,0.62,-1.01,0,0,0
82,-0.29,1.46,-3.52,143.13,-114.63,11.38,-12.61,-0.36,2,-0.71,0.01,0.67,0.21,476453,6280,W,2.934382449,-0.116959058,2.824823196,2.951459973,1.035253105,0.567576285,0,0,0,-1.5,1.5,-0.5
83,-0.29,1.46,-3.52,143.13,-114.63,11.38,-14.11,1.14,1.5,-0.71,0.01,0.67,0.21,476497,6324,W,2.74633105,-0.410475757,2.606600442,2.719703388,0.83762171,0.611933433,-0.5,-0.06,0.7,0,0,0
84,-0.79,1.4,-2.82,143.13,-114.63,11.38,-14.11,1.14,1.5,-0.71,0.01,0.67,0.21,476540,6367,W,2.42339902,-0.75319137,2.352014668,2.526883015,0.580743683,0.483221405,0,0,0,0.96,0.84,2.03
85,-0.79,1.4,-2.82,143.13,-114.63,11.38,-13.15,1.98,3.53,-0.71,0.01,0.67,0.21,476582,6409,W,2.041407436,-1.126774756,2.048575788,2.40686076,0.250674635,0.25711992,0,0,0,1.72,0.88,1.15
86,-0.79,1.4,-2.82,143.13,-114.63,11.38,-11.43,2.86,4.68,-0.71,0.01,0.67,0.21,476624,6451,W,1.625690982,-1.527552289,1.70156103,2.40857765,-0.136738022,-0.014300165,0,0,0,2.07,2.18,-0.04
87,-0.79,1.4,-2.82,143.13,-114.63,11.38,-9.36,5.04,4.64,-0.71,0.01,0.67,0.21,476667,6494,W,1.189031068,-1.951736847,1.320030352,2.553950458,-0.556277295,-0.300881201,0,0,0,0,0,0
88,-0.79,1.4,-2.82,72.06,-18.56,46.06,-9.36,5.04,4.64,-0.71,0.01,0.67,0.21,476708,6535,W,0.738676833,-2.396321048,0.908474944,2.723310507,-0.986281544,-0.586054673,2.69,-4.09,5.52,0,0,0
89,1.9,-2.69,2.7,72.06,-18.56,46.06,-9.36,5.04,4.64,-0.71,0.01,0.67,0.21,476749,6576,W,0.280769641,-2.858435289,0.470213274,2.784750784,-1.413654647,-0.864433079,-0.22,1.02,-0.06,0,0,0
90,1.68,-1.67,2.64,72.06,-18.56,46.06,-9.36,5.04,4.64,-0.71,0.01,0.67,0.21,476790,6617,W,-0.178462743,2.948137972,0.008081913,2.748931295,-1.831502527,-1.135006232,0,0,0,-5.59,-6.43,-0.23
91,1.68,-1.67,2.64,72.06,-18.56,46.06,-14.95,-1.39,4.41,-0.71,0.01,0.67,0.21,476831,6658,W,-0.634221681,2.462704451,-0.472044968,2.674119467,-2.234071543,-1.393929387,0,0,0,5.71,-1.23,-2.8
92,1.68,-1.67,2.64,72.06,-18.56,46.06,-9.24,-2.62,1.61,-0.71,0.01,0.67,0.21,476872,6699,W,-1.083187017,1.977364337,-0.959084055,2.610681412,-2.613829245,-1.635936519,0,0,0,0.11,-0.08,-0.04
93,1.68,-1.67,2.64,72.06,-18.56,46.06,-9.13,-2.7,1.57,-0.71,0.01,0.67,0.21,476911,6738,W,-1.520076184,1.501448753,-1.4399603,2.596186807,-2.959721723,-1.849510671,-1.56,1.78,-2.54,0,0,0
94,0.12,0.11,0.1,72.06,-18.56,46.06,-9.13,-2.7,1.57,-0.71,0.01,0.67,0.21,476951,6778,W,-1.937437793,1.043275154,-1.901310798,2.646316606,3.028503025,-2.002778294,0,0,0,-0.26,-0.03,-0.57
95,0.12,0.11,0.1,72.06,-18.56,46.06,-9.39,-2.73,1,-0.71,0.01,0.67,0.21,476993,6820,W,-2.327802991,0.607863231,-2.330024151,2.731325119,2.809628296,-1.992187714,-0.18,0.03,0.02,0,0,0
96,-0.06,0.14,0.12,72.06,-18.56,46.06,-9.39,-2.73,1,-0.71,0.01,0.67,0.21,477033,6860,W,-2.687083304,0.190535952,-2.719381528,2.796103281,2.694048189,-1.495319104,0,0,0,-0.08,0.03,-0.19
97,-0.06,0.14,0.12,72.06,-18.56,46.06,-9.47,-2.7,0.81,-0.71,0.01,0.67,0.21,477073,6900,W,-3.030290855,-0.242020926,-3.10414133,2.818662757,2.672700029,-0.791203609,0,0,0,0.11,0.12,0.23
98,-0.06,0.14,0.12,72.06,-18.56,46.06,-9.36,-2.58,1.04,-0.71,0.01,0.67,0.21,477112,6939,W,2.910053249,-0.689536206,2.690371334,2.810881672,2.699709291,-0.503663442,-0.03,-0.08,0,0,0,0
99,-0.09,0.06,0.12,72.06,-18.56,46.06,-9.36,-2.58,1.04,-0.71,0.01,0.67,0.21,477153,6980,W,2.587721098,-1.034564144,1.801273657,2.798830918,2.723018087,-0.300230561,0.05,-0.08,0.03,0,0,0
100,-0.04,-0.02,0.15,72.06,-18.56,46.06,-9.36,-2.58,1.04,-0.71,0.01,0.67,0.21,477193,7020,W,2.330536854,-1.24977461,0.928000786,2.813889034,2.646732738,-0.286999547,0,0,0,-0.19,0,-0.34
101,-0.04,-0.02,0.15,72.06,-18.56,46.06,-9.55,-2.58,0.7,-0.71,0.01,0.67,0.21,477234,7061,W,1.3378931,-1.495529028,0.830542558,2.889482168,2.430224091,-0.484285443,0,0,0,0,0.12,0.11
102,-0.04,-0.02,0.15,72.06,-18.56,46.06,-9.55,-2.46,0.81,-0.71,0.01,0.67,0.21,477275,7102,W,0.153621754,-1.83642381,0.810608753,3.034914862,2.096706591,-0.784890439,0,0,0,0,0.15,0.23
103,-0.04,-0.02,0.15,72.06,-18.56,46.06,-9.55,-2.31,1.04,-0.71,0.01,0.67,0.21,477316,7143,W,-0.353524107,-2.237857436,0.693971604,-3.105672896,1.653517309,-1.15610739,0,0,0,0,0,0
104,-0.04,-0.02,0.15,89.06,-29.69,34,-9.55,-2.31,1.04,-0.71,0.01,0.67,0.21,477356,7183,W,-0.751652097,-2.67415152,0.531200671,-3.056733481,1.058397211,-1.590637869,0,-0.48,0.16,0,0,0
105,-0.04,-0.5,0.31,89.06,-29.69,34,-9.55,-2.31,1.04,-0.71,0.01,0.67,0.21,477398,7225,W,-1.121854998,-3.130132519,0.347530962,-3.113244279,0.240222171,-2.073573888,0.02,-0.52,0.07,0,0,0
106,-0.02,-1.02,0.38,89.06,-29.69,34,-9.55,-2.31,1.04,-0.71,0.01,0.67,0.21,477440,7267,W,-1.478135154,2.68740677,0.158101972,3.039249141,-0.631962219,-2.589796134,0,0,0,-3.98,6.86,-2.99
107,-0.02,-1.02,0.38,89.06,-29.69,34,-13.53,4.55,-1.95,-0.71,0.01,0.67,0.21,477479,7306,W,-1.832055339,2.209798332,-0.01763734,2.867073826,-1.286577125,-3.122372012,0,0,0,-1.99,-1.46,-4.06
108,-0.02,-1.02,0.38,89.06,-29.69,34,-15.52,3.09,-6.01,-0.71,0.01,0.67,0.21,477521,7348,W,-2.192406424,1.726581237,-0.175396215,2.680755474,-1.758205955,2.629565233,0,0,0,3.41,-7.62,0.84
109,-0.02,-1.02,0.38,89.06,-29.69,34,-12.11,-4.53,-5.17,-0.71,0.01,0.67,0.21,477561,7388,W,-2.559834344,1.262161138,-0.340590741,2.507697835,-2.128933802,2.107082438,-4.15,1.71,0.17,0,0,0
